Sr2,5p1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1725.32800,-82.59,2.74,0.00,0.00
1725.34800,-82.58,2.74,0.00,0.00
1725.36800,-82.58,2.74,0.00,0.00
1725.38800,-82.58,2.74,0.00,0.00
1725.40800,-82.58,2.74,0.00,0.00
1725.42800,-82.58,2.74,0.00,0.00
1725.44800,-82.57,2.74,0.00,0.00
1725.46800,-82.57,2.74,0.00,0.00
1725.48800,-82.57,2.74,0.00,0.00
1725.50800,-82.57,2.74,0.00,0.00
1725.52800,-82.57,2.74,0.00,0.00
1725.54800,-82.56,2.74,0.00,0.00
1725.56800,-82.56,2.74,0.00,0.00
1725.58800,-82.56,2.74,0.00,0.00
1725.60800,-82.56,2.74,0.00,0.00
1725.62800,-82.56,2.74,0.00,0.00
1725.64800,-82.55,2.74,0.00,0.00
1725.66800,-82.55,2.74,0.00,0.00
1725.68800,-82.55,2.74,0.00,0.00
1725.70800,-82.55,2.74,0.00,0.00
1725.72800,-82.55,2.74,0.00,0.00
1725.74800,-82.54,2.74,0.00,0.00
1725.76800,-82.54,2.74,0.00,0.00
1725.78800,-82.54,2.74,0.00,0.00
1725.80800,-82.54,2.74,0.00,0.00
1725.82800,-82.54,2.74,0.00,0.00
1725.84800,-82.53,2.74,0.00,0.00
1725.86800,-82.53,2.74,0.00,0.00
1725.88800,-82.53,2.74,0.00,0.00
1725.90800,-82.53,2.74,0.00,0.00
1725.92800,-82.53,2.74,0.00,0.00
1725.94800,-82.52,2.74,0.00,0.00
1725.96800,-82.52,2.74,0.00,0.00
1725.98800,-82.52,2.74,0.00,0.00
1726.00800,-82.52,2.74,0.00,0.00
1726.02800,-82.52,2.74,0.00,0.00
1726.04800,-82.52,2.74,0.00,0.00
1726.06800,-82.51,2.74,0.00,0.00
1726.08800,-82.51,2.74,0.00,0.00
1726.10800,-82.51,2.74,0.00,0.00
1726.12800,-82.51,2.74,0.00,0.00
1726.14800,-82.51,2.74,0.00,0.00
1726.16800,-82.50,2.74,0.00,0.00
1726.18800,-82.50,2.74,0.00,0.00
1726.20800,-82.50,2.74,0.00,0.00
1726.22800,-82.50,2.74,0.00,0.00
1726.24800,-82.50,2.74,0.00,0.00
1726.26800,-82.49,2.74,0.00,0.00
1726.28800,-82.49,2.74,0.00,0.00
1726.30800,-82.49,2.74,0.00,0.00
1726.32800,-82.49,2.74,0.00,0.00
1726.34800,-82.49,2.73,0.00,0.00
1726.36800,-82.48,2.73,0.00,0.00
1726.38800,-82.48,2.73,0.00,0.00
1726.40800,-82.48,2.73,0.00,0.00
1726.42800,-82.48,2.73,0.00,0.00
1726.44800,-82.48,2.73,0.00,0.00
1726.46800,-82.47,2.73,0.00,0.00
1726.48800,-82.47,2.73,0.00,0.00
1726.50800,-82.47,2.73,0.00,0.00
1726.52800,-82.47,2.73,0.00,0.00
1726.54800,-82.47,2.73,0.00,0.00
1726.56800,-82.46,2.73,0.00,0.00
1726.58800,-82.46,2.73,0.00,0.00
1726.60800,-82.46,2.73,0.00,0.00
1726.62800,-82.46,2.73,0.00,0.00
1726.64800,-82.46,2.73,0.00,0.00
1726.66800,-82.45,2.73,0.00,0.00
1726.68800,-82.45,2.73,0.00,0.00
1726.70800,-82.45,2.73,0.00,0.00
1726.72800,-82.45,2.73,0.00,0.00
1726.74800,-82.45,2.73,0.00,0.00
1726.76800,-82.44,2.73,0.00,0.00
1726.78800,-82.44,2.73,0.00,0.00
1726.80800,-82.44,2.73,0.00,0.00
1726.82800,-82.44,2.73,0.00,0.00
1726.84800,-82.44,2.73,0.00,0.00
1726.86800,-82.43,2.73,0.00,0.00
1726.88800,-82.43,2.73,0.00,0.00
1726.90800,-82.43,2.73,0.00,0.00
1726.92800,-82.43,2.73,0.00,0.00
1726.94800,-82.43,2.73,0.00,0.00
1726.96800,-82.42,2.73,0.00,0.00
1726.98800,-82.42,2.73,0.00,0.00
1727.00800,-82.42,2.73,0.00,0.00
1727.02800,-82.42,2.73,0.00,0.00
1727.04800,-82.42,2.73,0.00,0.00
1727.06800,-82.41,2.73,0.00,0.00
1727.08800,-82.41,2.73,0.00,0.00
1727.10800,-82.41,2.73,0.00,0.00
1727.12800,-82.41,2.73,0.00,0.00
1727.14800,-82.41,2.73,0.00,0.00
1727.16800,-82.41,2.73,0.00,0.00
1727.18800,-82.40,2.73,0.00,0.00
1727.20800,-82.40,2.73,0.00,0.00
1727.22800,-82.40,2.73,0.00,0.00
1727.24800,-82.40,2.73,0.00,0.00
1727.26800,-82.40,2.73,0.00,0.00
1727.28800,-82.39,2.73,0.00,0.00
1727.30800,-82.39,2.73,0.00,0.00
1727.32800,-82.39,2.73,0.00,0.00
1727.34800,-82.39,2.73,0.00,0.00
1727.36800,-82.39,2.73,0.00,0.00
1727.38800,-82.38,2.73,0.00,0.00
1727.40800,-82.38,2.73,0.00,0.00
1727.42800,-82.38,2.73,0.00,0.00
1727.44800,-82.38,2.73,0.00,0.00
1727.46800,-82.38,2.73,0.00,0.00
1727.48800,-82.37,2.73,0.00,0.00
1727.50800,-82.37,2.73,0.00,0.00
1727.52800,-82.37,2.73,0.00,0.00
1727.54800,-82.37,2.73,0.00,0.00
1727.56800,-82.37,2.73,0.00,0.00
1727.58800,-82.36,2.73,0.00,0.00
1727.60800,-82.36,2.73,0.00,0.00
1727.62800,-82.36,2.73,0.00,0.00
1727.64800,-82.36,2.73,0.00,0.00
1727.66800,-82.36,2.73,0.00,0.00
1727.68800,-82.35,2.73,0.00,0.00
1727.70800,-82.35,2.73,0.00,0.00
1727.72800,-82.35,2.73,0.00,0.00
1727.74800,-82.35,2.73,0.00,0.00
1727.76800,-82.35,2.73,0.00,0.00
1727.78800,-82.34,2.73,0.00,0.00
1727.80800,-82.34,2.73,0.00,0.00
1727.82800,-82.34,2.73,0.00,0.00
1727.84800,-82.34,2.73,0.00,0.00
1727.86800,-82.34,2.73,0.00,0.00
1727.88800,-82.33,2.73,0.00,0.00
1727.90800,-82.33,2.73,0.00,0.00
1727.92800,-82.33,2.73,0.00,0.00
1727.94800,-82.33,2.73,0.00,0.00
1727.96800,-82.33,2.73,0.00,0.00
1727.98800,-82.32,2.73,0.00,0.00
1728.00800,-82.32,2.73,0.00,0.00
1728.02800,-82.32,2.73,0.00,0.00
1728.04800,-82.32,2.73,0.00,0.00
1728.06800,-82.32,2.73,0.00,0.00
1728.08800,-82.32,2.73,0.00,0.00
1728.10800,-82.31,2.73,0.00,0.00
1728.12800,-82.31,2.73,0.00,0.00
1728.14800,-82.31,2.73,0.00,0.00
1728.16800,-82.31,2.73,0.00,0.00
1728.18800,-82.31,2.73,0.00,0.00
1728.20800,-82.30,2.73,0.00,0.00
1728.22800,-82.30,2.73,0.00,0.00
1728.24800,-82.30,2.73,0.00,0.00
1728.26800,-82.30,2.73,0.00,0.00
1728.28800,-82.30,2.73,0.00,0.00
1728.30800,-82.29,2.73,0.00,0.00
1728.32800,-82.29,2.73,0.00,0.00
1728.34800,-82.29,2.73,0.00,0.00
1728.36800,-82.29,2.73,0.00,0.00
1728.38800,-82.29,2.73,0.00,0.00
1728.40800,-82.28,2.73,0.00,0.00
1728.42800,-82.28,2.73,0.00,0.00
1728.44800,-82.28,2.73,0.00,0.00
1728.46800,-82.28,2.73,0.00,0.00
1728.48800,-82.28,2.73,0.00,0.00
1728.50800,-82.27,2.73,0.00,0.00
1728.52800,-82.27,2.73,0.00,0.00
1728.54800,-82.27,2.73,0.00,0.00
1728.56800,-82.27,2.73,0.00,0.00
1728.58800,-82.27,2.73,0.00,0.00
1728.60800,-82.26,2.73,0.00,0.00
1728.62800,-82.26,2.73,0.00,0.00
1728.64800,-82.26,2.73,0.00,0.00
1728.66800,-82.26,2.73,0.00,0.00
1728.68800,-82.26,2.73,0.00,0.00
1728.70800,-82.25,2.73,0.00,0.00
1728.72800,-82.25,2.73,0.00,0.00
1728.74800,-82.25,2.73,0.00,0.00
1728.76800,-82.25,2.73,0.00,0.00
1728.78800,-82.25,2.73,0.00,0.00
1728.80800,-82.24,2.73,0.00,0.00
1728.82800,-82.24,2.73,0.00,0.00
1728.84800,-82.24,2.73,0.00,0.00
1728.86800,-82.24,2.73,0.00,0.00
1728.88800,-82.24,2.73,0.00,0.00
1728.90800,-82.24,2.73,0.00,0.00
1728.92800,-82.23,2.73,0.00,0.00
1728.94800,-82.23,2.73,0.00,0.00
1728.96800,-82.23,2.73,0.00,0.00
1728.98800,-82.23,2.73,0.00,0.00
1729.00800,-82.23,2.73,0.00,0.00
1729.02800,-82.22,2.73,0.00,0.00
1729.04800,-82.22,2.73,0.00,0.00
1729.06800,-82.22,2.73,0.00,0.00
1729.08800,-82.22,2.73,0.00,0.00
1729.10800,-82.22,2.73,0.00,0.00
1729.12800,-82.21,2.73,0.00,0.00
1729.14800,-82.21,2.73,0.00,0.00
1729.16800,-82.21,2.73,0.00,0.00
1729.18800,-82.21,2.73,0.00,0.00
1729.20800,-82.21,2.73,0.00,0.00
1729.22800,-82.20,2.73,0.00,0.00
1729.24800,-82.20,2.73,0.00,0.00
1729.26800,-82.20,2.73,0.00,0.00
1729.28800,-82.20,2.73,0.00,0.00
1729.30800,-82.20,2.73,0.00,0.00
1729.32800,-82.19,2.73,0.00,0.00
1729.34800,-82.19,2.73,0.00,0.00
1729.36800,-82.19,2.73,0.00,0.00
1729.38800,-82.19,2.73,0.00,0.00
1729.40800,-82.19,2.73,0.00,0.00
1729.42800,-82.18,2.73,0.00,0.00
1729.44800,-82.18,2.73,0.00,0.00
1729.46800,-82.18,2.73,0.00,0.00
1729.48800,-82.18,2.73,0.00,0.00
1729.50800,-82.18,2.73,0.00,0.00
1729.52800,-82.17,2.73,0.00,0.00
1729.54800,-82.17,2.73,0.00,0.00
1729.56800,-82.17,2.73,0.00,0.00
1729.58800,-82.17,2.73,0.00,0.00
1729.60800,-82.17,2.73,0.00,0.00
1729.62800,-82.17,2.73,0.00,0.00
1729.64800,-82.16,2.73,0.00,0.00
1729.66800,-82.16,2.73,0.00,0.00
1729.68800,-82.16,2.73,0.00,0.00
1729.70800,-82.16,2.73,0.00,0.00
1729.72800,-82.16,2.73,0.00,0.00
1729.74800,-82.15,2.73,0.00,0.00
1729.76800,-82.15,2.73,0.00,0.00
1729.78800,-82.15,2.73,0.00,0.00
1729.80800,-82.15,2.73,0.00,0.00
1729.82800,-82.15,2.73,0.00,0.00
1729.84800,-82.14,2.73,0.00,0.00
1729.86800,-82.14,2.73,0.00,0.00
1729.88800,-82.14,2.73,0.00,0.00
1729.90800,-82.14,2.73,0.00,0.00
1729.92800,-82.14,2.73,0.00,0.00
1729.94800,-82.13,2.73,0.00,0.00
1729.96800,-82.13,2.73,0.00,0.00
1729.98800,-82.13,2.73,0.00,0.00
1730.00800,-82.13,2.73,0.00,0.00
1730.02800,-82.13,2.73,0.00,0.00
1730.04800,-82.12,2.73,0.00,0.00
1730.06800,-82.12,2.73,0.00,0.00
1730.08800,-82.12,2.73,0.00,0.00
1730.10800,-82.12,2.73,0.00,0.00
1730.12800,-82.12,2.73,0.00,0.00
1730.14800,-82.11,2.73,0.00,0.00
1730.16800,-82.11,2.73,0.00,0.00
1730.18800,-82.11,2.73,0.00,0.00
1730.20800,-82.11,2.73,0.00,0.00
1730.22800,-82.11,2.73,0.00,0.00
1730.24800,-82.10,2.73,0.00,0.00
1730.26800,-82.10,2.73,0.00,0.00
1730.28800,-82.10,2.73,0.00,0.00
1730.30800,-82.10,2.73,0.00,0.00
1730.32800,-82.10,2.73,0.00,0.00
1730.34800,-82.10,2.73,0.00,0.00
1730.36800,-82.09,2.73,0.00,0.00
1730.38800,-82.09,2.73,0.00,0.00
1730.40800,-82.09,2.73,0.00,0.00
1730.42800,-82.09,2.73,0.00,0.00
1730.44800,-82.09,2.73,0.00,0.00
1730.46800,-82.08,2.73,0.00,0.00
1730.48800,-82.08,2.73,0.00,0.00
1730.50800,-82.08,2.73,0.00,0.00
1730.52800,-82.08,2.73,0.00,0.00
1730.54800,-82.08,2.73,0.00,0.00
1730.56800,-82.07,2.73,0.00,0.00
1730.58800,-82.07,2.73,0.00,0.00
1730.60800,-82.07,2.73,0.00,0.00
1730.62800,-82.07,2.73,0.00,0.00
1730.64800,-82.07,2.73,0.00,0.00
1730.66800,-82.06,2.73,0.00,0.00
1730.68800,-82.06,2.73,0.00,0.00
1730.70800,-82.06,2.73,0.00,0.00
1730.72800,-82.06,2.73,0.00,0.00
1730.74800,-82.06,2.73,0.00,0.00
1730.76800,-82.05,2.73,0.00,0.00
1730.78800,-82.05,2.73,0.00,0.00
1730.80800,-82.05,2.73,0.00,0.00
1730.82800,-82.05,2.73,0.00,0.00
1730.84800,-82.05,2.73,0.00,0.00
1730.86800,-82.04,2.73,0.00,0.00
1730.88800,-82.04,2.73,0.00,0.00
1730.90800,-82.04,2.73,0.00,0.00
1730.92800,-82.04,2.73,0.00,0.00
1730.94800,-82.04,2.73,0.00,0.00
1730.96800,-82.04,2.73,0.00,0.00
1730.98800,-82.03,2.73,0.00,0.00
1731.00800,-82.03,2.73,0.00,0.00
1731.02800,-82.03,2.73,0.00,0.00
1731.04800,-82.03,2.73,0.00,0.00
1731.06800,-82.03,2.73,0.00,0.00
1731.08800,-82.02,2.73,0.00,0.00
1731.10800,-82.02,2.73,0.00,0.00
1731.12800,-82.02,2.73,0.00,0.00
1731.14800,-82.02,2.73,0.00,0.00
1731.16800,-82.02,2.73,0.00,0.00
1731.18800,-82.01,2.73,0.00,0.00
1731.20800,-82.01,2.73,0.00,0.00
1731.22800,-82.01,2.73,0.00,0.00
1731.24800,-82.01,2.73,0.00,0.00
1731.26800,-82.01,2.73,0.00,0.00
1731.28800,-82.00,2.73,0.00,0.00
1731.30800,-82.00,2.73,0.00,0.00
1731.32800,-82.00,2.73,0.00,0.00
1731.34800,-82.00,2.73,0.00,0.00
1731.36800,-82.00,2.73,0.00,0.00
1731.38800,-81.99,2.73,0.00,0.00
1731.40800,-81.99,2.73,0.00,0.00
1731.42800,-81.99,2.73,0.00,0.00
1731.44800,-81.99,2.73,0.00,0.00
1731.46800,-81.99,2.73,0.00,0.00
1731.48800,-81.98,2.73,0.00,0.00
1731.50800,-81.98,2.73,0.00,0.00
1731.52800,-81.98,2.73,0.00,0.00
1731.54800,-81.98,2.73,0.00,0.00
1731.56800,-81.98,2.73,0.00,0.00
1731.58800,-81.98,2.73,0.00,0.00
1731.60800,-81.97,2.73,0.00,0.00
1731.62800,-81.97,2.72,0.00,0.00
1731.64800,-81.97,2.72,0.00,0.00
1731.66800,-81.97,2.72,0.00,0.00
1731.68800,-81.97,2.72,0.00,0.00
1731.70800,-81.96,2.72,0.00,0.00
1731.72800,-81.96,2.72,0.00,0.00
1731.74800,-81.96,2.72,0.00,0.00
1731.76800,-81.96,2.72,0.00,0.00
1731.78800,-81.96,2.72,0.00,0.00
1731.80800,-81.95,2.72,0.00,0.00
1731.82800,-81.95,2.72,0.00,0.00
1731.84800,-81.95,2.72,0.00,0.00
1731.86800,-81.95,2.72,0.00,0.00
1731.88800,-81.95,2.72,0.00,0.00
1731.90800,-81.94,2.72,0.00,0.00
1731.92800,-81.94,2.72,0.00,0.00
1731.94800,-81.94,2.72,0.00,0.00
1731.96800,-81.94,2.72,0.00,0.00
1731.98800,-81.94,2.72,0.00,0.00
1732.00800,-81.93,2.72,0.00,0.00
1732.02800,-81.93,2.72,0.00,0.00
1732.04800,-81.93,2.72,0.00,0.00
1732.06800,-81.93,2.72,0.00,0.00
1732.08800,-81.93,2.72,0.00,0.00
1732.10800,-81.93,2.72,0.00,0.00
1732.12800,-81.92,2.72,0.00,0.00
1732.14800,-81.92,2.72,0.00,0.00
1732.16800,-81.92,2.72,0.00,0.00
1732.18800,-81.92,2.72,0.00,0.00
1732.20800,-81.92,2.72,0.00,0.00
1732.22800,-81.91,2.72,0.00,0.00
1732.24800,-81.91,2.72,0.00,0.00
1732.26800,-81.91,2.72,0.00,0.00
1732.28800,-81.91,2.72,0.00,0.00
1732.30800,-81.91,2.72,0.00,0.00
1732.32800,-81.90,2.72,0.00,0.00
1732.34800,-81.90,2.72,0.00,0.00
1732.36800,-81.90,2.72,0.00,0.00
1732.38800,-81.90,2.72,0.00,0.00
1732.40800,-81.90,2.72,0.00,0.00
1732.42800,-81.89,2.72,0.00,0.00
1732.44800,-81.89,2.72,0.00,0.00
1732.46800,-81.89,2.72,0.00,0.00
1732.48800,-81.89,2.72,0.00,0.00
1732.50800,-81.89,2.72,0.00,0.00
1732.52800,-81.88,2.72,0.00,0.00
1732.54800,-81.88,2.72,0.00,0.00
1732.56800,-81.88,2.72,0.00,0.00
1732.58800,-81.88,2.72,0.00,0.00
1732.60800,-81.88,2.72,0.00,0.00
1732.62800,-81.87,2.72,0.00,0.00
1732.64800,-81.87,2.72,0.00,0.00
1732.66800,-81.87,2.72,0.00,0.00
1732.68800,-81.87,2.72,0.00,0.00
1732.70800,-81.87,2.72,0.00,0.00
1732.72800,-81.87,2.72,0.00,0.00
1732.74800,-81.86,2.72,0.00,0.00
1732.76800,-81.86,2.72,0.00,0.00
1732.78800,-81.86,2.72,0.00,0.00
1732.80800,-81.86,2.72,0.00,0.00
1732.82800,-81.86,2.72,0.00,0.00
1732.84800,-81.85,2.72,0.00,0.00
1732.86800,-81.85,2.72,0.00,0.00
1732.88800,-81.85,2.72,0.00,0.00
1732.90800,-81.85,2.72,0.00,0.00
1732.92800,-81.85,2.72,0.00,0.00
1732.94800,-81.84,2.72,0.00,0.00
1732.96800,-81.84,2.72,0.00,0.00
1732.98800,-81.84,2.72,0.00,0.00
1733.00800,-81.84,2.72,0.00,0.00
1733.02800,-81.84,2.72,0.00,0.00
1733.04800,-81.83,2.72,0.00,0.00
1733.06800,-81.83,2.72,0.00,0.00
1733.08800,-81.83,2.72,0.00,0.00
1733.10800,-81.83,2.72,0.00,0.00
1733.12800,-81.83,2.72,0.00,0.00
1733.14800,-81.82,2.72,0.00,0.00
1733.16800,-81.82,2.72,0.00,0.00
1733.18800,-81.82,2.72,0.00,0.00
1733.20800,-81.82,2.72,0.00,0.00
1733.22800,-81.82,2.72,0.00,0.00
1733.24800,-81.82,2.72,0.00,0.00
1733.26800,-81.81,2.72,0.00,0.00
1733.28800,-81.81,2.72,0.00,0.00
1733.30800,-81.81,2.72,0.00,0.00
1733.32800,-81.81,2.72,0.00,0.00
1733.34800,-81.81,2.72,0.00,0.00
1733.36800,-81.80,2.72,0.00,0.00
1733.38800,-81.80,2.72,0.00,0.00
1733.40800,-81.80,2.72,0.00,0.00
1733.42800,-81.80,2.72,0.00,0.00
1733.44800,-81.80,2.72,0.00,0.00
1733.46800,-81.79,2.72,0.00,0.00
1733.48800,-81.79,2.72,0.00,0.00
1733.50800,-81.79,2.72,0.00,0.00
1733.52800,-81.79,2.72,0.00,0.00
1733.54800,-81.79,2.72,0.00,0.00
1733.56800,-81.78,2.72,0.00,0.00
1733.58800,-81.78,2.72,0.00,0.00
1733.60800,-81.78,2.72,0.00,0.00
1733.62800,-81.78,2.72,0.00,0.00
1733.64800,-81.78,2.72,0.00,0.00
1733.66800,-81.78,2.72,0.00,0.00
1733.68800,-81.77,2.72,0.00,0.00
1733.70800,-81.77,2.72,0.00,0.00
1733.72800,-81.77,2.72,0.00,0.00
1733.74800,-81.77,2.72,0.00,0.00
1733.76800,-81.77,2.72,0.00,0.00
1733.78800,-81.76,2.72,0.00,0.00
1733.80800,-81.76,2.72,0.00,0.00
1733.82800,-81.76,2.72,0.00,0.00
1733.84800,-81.76,2.72,0.00,0.00
1733.86800,-81.76,2.72,0.00,0.00
1733.88800,-81.75,2.72,0.00,0.00
1733.90800,-81.75,2.72,0.00,0.00
1733.92800,-81.75,2.72,0.00,0.00
1733.94800,-81.75,2.72,0.00,0.00
1733.96800,-81.75,2.72,0.00,0.00
1733.98800,-81.74,2.72,0.00,0.00
1734.00800,-81.74,2.72,0.00,0.00
1734.02800,-81.74,2.72,0.00,0.00
1734.04800,-81.74,2.72,0.00,0.00
1734.06800,-81.74,2.72,0.00,0.00
1734.08800,-81.73,2.72,0.00,0.00
1734.10800,-81.73,2.72,0.00,0.00
1734.12800,-81.73,2.72,0.00,0.00
1734.14800,-81.73,2.72,0.00,0.00
1734.16800,-81.73,2.72,0.00,0.00
1734.18800,-81.73,2.72,0.00,0.00
1734.20800,-81.72,2.72,0.00,0.00
1734.22800,-81.72,2.72,0.00,0.00
1734.24800,-81.72,2.72,0.00,0.00
1734.26800,-81.72,2.72,0.00,0.00
1734.28800,-81.72,2.72,0.00,0.00
1734.30800,-81.71,2.72,0.00,0.00
1734.32800,-81.71,2.72,0.00,0.00
1734.34800,-81.71,2.72,0.00,0.00
1734.36800,-81.71,2.72,0.00,0.00
1734.38800,-81.71,2.72,0.00,0.00
1734.40800,-81.70,2.72,0.00,0.00
1734.42800,-81.70,2.72,0.00,0.00
1734.44800,-81.70,2.72,0.00,0.00
1734.46800,-81.70,2.72,0.00,0.00
1734.48800,-81.70,2.72,0.00,0.00
1734.50800,-81.69,2.72,0.00,0.00
1734.52800,-81.69,2.72,0.00,0.00
1734.54800,-81.69,2.72,0.00,0.00
1734.56800,-81.69,2.72,0.00,0.00
1734.58800,-81.69,2.72,0.00,0.00
1734.60800,-81.69,2.72,0.00,0.00
1734.62800,-81.68,2.72,0.00,0.00
1734.64800,-81.68,2.72,0.00,0.00
1734.66800,-81.68,2.72,0.00,0.00
1734.68800,-81.68,2.72,0.00,0.00
1734.70800,-81.68,2.72,0.00,0.00
1734.72800,-81.67,2.72,0.00,0.00
1734.74800,-81.67,2.72,0.00,0.00
1734.76800,-81.67,2.72,0.00,0.00
1734.78800,-81.67,2.72,0.00,0.00
1734.80800,-81.67,2.72,0.00,0.00
1734.82800,-81.66,2.72,0.00,0.00
1734.84800,-81.66,2.72,0.00,0.00
1734.86800,-81.66,2.72,0.00,0.00
1734.88800,-81.66,2.72,0.00,0.00
1734.90800,-81.66,2.72,0.00,0.00
1734.92800,-81.65,2.72,0.00,0.00
1734.94800,-81.65,2.72,0.00,0.00
1734.96800,-81.65,2.72,0.00,0.00
1734.98800,-81.65,2.72,0.00,0.00
1735.00800,-81.65,2.72,0.00,0.00
1735.02800,-81.64,2.72,0.00,0.00
1735.04800,-81.64,2.72,0.00,0.00
1735.06800,-81.64,2.72,0.00,0.00
1735.08800,-81.64,2.72,0.00,0.00
1735.10800,-81.64,2.72,0.00,0.00
1735.12800,-81.64,2.72,0.00,0.00
1735.14800,-81.63,2.72,0.00,0.00
1735.16800,-81.63,2.72,0.00,0.00
1735.18800,-81.63,2.72,0.00,0.00
1735.20800,-81.63,2.72,0.00,0.00
1735.22800,-81.63,2.72,0.00,0.00
1735.24800,-81.62,2.72,0.00,0.00
1735.26800,-81.62,2.72,0.00,0.00
1735.28800,-81.62,2.72,0.00,0.00
1735.30800,-81.62,2.72,0.00,0.00
1735.32800,-81.62,2.72,0.00,0.00
1735.34800,-81.61,2.72,0.00,0.00
1735.36800,-81.61,2.72,0.00,0.00
1735.38800,-81.61,2.72,0.00,0.00
1735.40800,-81.61,2.72,0.00,0.00
1735.42800,-81.61,2.72,0.00,0.00
1735.44800,-81.60,2.72,0.00,0.00
1735.46800,-81.60,2.72,0.00,0.00
1735.48800,-81.60,2.72,0.00,0.00
1735.50800,-81.60,2.72,0.00,0.00
1735.52800,-81.60,2.72,0.00,0.00
1735.54800,-81.60,2.72,0.00,0.00
1735.56800,-81.59,2.72,0.00,0.00
1735.58800,-81.59,2.72,0.00,0.00
1735.60800,-81.59,2.72,0.00,0.00
1735.62800,-81.59,2.72,0.00,0.00
1735.64800,-81.59,2.72,0.00,0.00
1735.66800,-81.58,2.72,0.00,0.00
1735.68800,-81.58,2.72,0.00,0.00
1735.70800,-81.58,2.72,0.00,0.00
1735.72800,-81.58,2.72,0.00,0.00
1735.74800,-81.58,2.72,0.00,0.00
1735.76800,-81.57,2.72,0.00,0.00
1735.78800,-81.57,2.72,0.00,0.00
1735.80800,-81.57,2.72,0.00,0.00
1735.82800,-81.57,2.72,0.00,0.00
1735.84800,-81.57,2.72,0.00,0.00
1735.86800,-81.56,2.72,0.00,0.00
1735.88800,-81.56,2.72,0.00,0.00
1735.90800,-81.56,2.72,0.00,0.00
1735.92800,-81.56,2.72,0.00,0.00
1735.94800,-81.56,2.72,0.00,0.00
1735.96800,-81.56,2.72,0.00,0.00
1735.98800,-81.55,2.72,0.00,0.00
1736.00800,-81.55,2.72,0.00,0.00
1736.02800,-81.55,2.72,0.00,0.00
1736.04800,-81.55,2.72,0.00,0.00
1736.06800,-81.55,2.72,0.00,0.00
1736.08800,-81.54,2.72,0.00,0.00
1736.10800,-81.54,2.72,0.00,0.00
1736.12800,-81.54,2.72,0.00,0.00
1736.14800,-81.54,2.72,0.00,0.00
1736.16800,-81.54,2.72,0.00,0.00
1736.18800,-81.53,2.72,0.00,0.00
1736.20800,-81.53,2.72,0.00,0.00
1736.22800,-81.53,2.72,0.00,0.00
1736.24800,-81.53,2.72,0.00,0.00
1736.26800,-81.53,2.72,0.00,0.00
1736.28800,-81.52,2.72,0.00,0.00
1736.30800,-81.52,2.72,0.00,0.00
1736.32800,-81.52,2.72,0.00,0.00
1736.34800,-81.52,2.72,0.00,0.00
1736.36800,-81.52,2.72,0.00,0.00
1736.38800,-81.52,2.72,0.00,0.00
1736.40800,-81.51,2.72,0.00,0.00
1736.42800,-81.51,2.72,0.00,0.00
1736.44800,-81.51,2.72,0.00,0.00
1736.46800,-81.51,2.72,0.00,0.00
1736.48800,-81.51,2.72,0.00,0.00
1736.50800,-81.50,2.72,0.00,0.00
1736.52800,-81.50,2.72,0.00,0.00
1736.54800,-81.50,2.72,0.00,0.00
1736.56800,-81.50,2.72,0.00,0.00
1736.58800,-81.50,2.72,0.00,0.00
1736.60800,-81.49,2.72,0.00,0.00
1736.62800,-81.49,2.72,0.00,0.00
1736.64800,-81.49,2.72,0.00,0.00
1736.66800,-81.49,2.72,0.00,0.00
1736.68800,-81.49,2.72,0.00,0.00
1736.70800,-81.48,2.72,0.00,0.00
1736.72800,-81.48,2.72,0.00,0.00
1736.74800,-81.48,2.72,0.00,0.00
1736.76800,-81.48,2.72,0.00,0.00
1736.78800,-81.48,2.72,0.00,0.00
1736.80800,-81.48,2.72,0.00,0.00
1736.82800,-81.47,2.72,0.00,0.00
1736.84800,-81.47,2.72,0.00,0.00
1736.86800,-81.47,2.72,0.00,0.00
1736.88800,-81.47,2.72,0.00,0.00
1736.90800,-81.47,2.72,0.00,0.00
1736.92800,-81.46,2.72,0.00,0.00
1736.94800,-81.46,2.72,0.00,0.00
1736.96800,-81.46,2.72,0.00,0.00
1736.98800,-81.46,2.72,0.00,0.00
1737.00800,-81.46,2.71,0.00,0.00
1737.02800,-81.45,2.71,0.00,0.00
1737.04800,-81.45,2.71,0.00,0.00
1737.06800,-81.45,2.71,0.00,0.00
1737.08800,-81.45,2.71,0.00,0.00
1737.10800,-81.45,2.71,0.00,0.00
1737.12800,-81.45,2.71,0.00,0.00
1737.14800,-81.44,2.71,0.00,0.00
1737.16800,-81.44,2.71,0.00,0.00
1737.18800,-81.44,2.71,0.00,0.00
1737.20800,-81.44,2.71,0.00,0.00
1737.22800,-81.44,2.71,0.00,0.00
1737.24800,-81.43,2.71,0.00,0.00
1737.26800,-81.43,2.71,0.00,0.00
1737.28800,-81.43,2.71,0.00,0.00
1737.30800,-81.43,2.71,0.00,0.00
1737.32800,-81.43,2.71,0.00,0.00
1737.34800,-81.42,2.71,0.00,0.00
1737.36800,-81.42,2.71,0.00,0.00
1737.38800,-81.42,2.71,0.00,0.00
1737.40800,-81.42,2.71,0.00,0.00
1737.42800,-81.42,2.71,0.00,0.00
