Sr2,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1116.25100,104.90,0.83,0.00,0.00
1116.27100,104.90,0.83,0.00,0.00
1116.29100,104.90,0.83,0.00,0.00
1116.31100,104.90,0.83,0.00,0.00
1116.33100,104.90,0.83,0.00,0.00
1116.35100,104.90,0.83,0.00,0.00
1116.37100,104.89,0.83,0.00,0.00
1116.39100,104.89,0.83,0.00,0.00
1116.41100,104.89,0.83,0.00,0.00
1116.43100,104.89,0.83,0.00,0.00
1116.45100,104.89,0.83,0.00,0.00
1116.47100,104.89,0.83,0.00,0.00
1116.49100,104.89,0.83,0.00,0.00
1116.51100,104.89,0.83,0.00,0.00
1116.53100,104.89,0.83,0.00,0.00
1116.55100,104.89,0.83,0.00,0.00
1116.57100,104.89,0.83,0.00,0.00
1116.59100,104.89,0.83,0.00,0.00
1116.61100,104.89,0.83,0.00,0.00
1116.63100,104.89,0.83,0.00,0.00
1116.65100,104.89,0.83,0.00,0.00
1116.67100,104.89,0.83,0.00,0.00
1116.69100,104.89,0.83,0.00,0.00
1116.71100,104.89,0.83,0.00,0.00
1116.73100,104.88,0.83,0.00,0.00
1116.75100,104.88,0.83,0.00,0.00
1116.77100,104.88,0.83,0.00,0.00
1116.79100,104.88,0.83,0.00,0.00
1116.81100,104.88,0.83,0.00,0.00
1116.83100,104.88,0.83,0.00,0.00
1116.85100,104.88,0.83,0.00,0.00
1116.87100,104.88,0.83,0.00,0.00
1116.89100,104.88,0.83,0.00,0.00
1116.91100,104.88,0.83,0.00,0.00
1116.93100,104.88,0.83,0.00,0.00
1116.95100,104.88,0.83,0.00,0.00
1116.97100,104.88,0.83,0.00,0.00
1116.99100,104.88,0.83,0.00,0.00
1117.01100,104.88,0.83,0.00,0.00
1117.03100,104.88,0.83,0.00,0.00
1117.05100,104.88,0.83,0.00,0.00
1117.07100,104.88,0.83,0.00,0.00
1117.09100,104.87,0.83,0.00,0.00
1117.11100,104.87,0.83,0.00,0.00
1117.13100,104.87,0.83,0.00,0.00
1117.15100,104.87,0.83,0.00,0.00
1117.17100,104.87,0.83,0.00,0.00
1117.19100,104.87,0.83,0.00,0.00
1117.21100,104.87,0.83,0.00,0.00
1117.23100,104.87,0.83,0.00,0.00
1117.25100,104.87,0.83,0.00,0.00
1117.27100,104.87,0.83,0.00,0.00
1117.29100,104.87,0.83,0.00,0.00
1117.31100,104.87,0.83,0.00,0.00
1117.33100,104.87,0.83,0.00,0.00
1117.35100,104.87,0.83,0.00,0.00
1117.37100,104.87,0.83,0.00,0.00
1117.39100,104.87,0.83,0.00,0.00
1117.41100,104.87,0.83,0.00,0.00
1117.43100,104.87,0.83,0.00,0.00
1117.45100,104.86,0.83,0.00,0.00
1117.47100,104.86,0.83,0.00,0.00
1117.49100,104.86,0.83,0.00,0.00
1117.51100,104.86,0.83,0.00,0.00
1117.53100,104.86,0.83,0.00,0.00
1117.55100,104.86,0.83,0.00,0.00
1117.57100,104.86,0.83,0.00,0.00
1117.59100,104.86,0.83,0.00,0.00
1117.61100,104.86,0.83,0.00,0.00
1117.63100,104.86,0.83,0.00,0.00
1117.65100,104.86,0.83,0.00,0.00
1117.67100,104.86,0.83,0.00,0.00
1117.69100,104.86,0.83,0.00,0.00
1117.71100,104.86,0.83,0.00,0.00
1117.73100,104.86,0.83,0.00,0.00
1117.75100,104.86,0.83,0.00,0.00
1117.77100,104.86,0.83,0.00,0.00
1117.79100,104.86,0.83,0.00,0.00
1117.81100,104.85,0.83,0.00,0.00
1117.83100,104.85,0.83,0.00,0.00
1117.85100,104.85,0.83,0.00,0.00
1117.87100,104.85,0.83,0.00,0.00
1117.89100,104.85,0.83,0.00,0.00
1117.91100,104.85,0.83,0.00,0.00
1117.93100,104.85,0.83,0.00,0.00
1117.95100,104.85,0.83,0.00,0.00
1117.97100,104.85,0.83,0.00,0.00
1117.99100,104.85,0.83,0.00,0.00
1118.01100,104.85,0.83,0.00,0.00
1118.03100,104.85,0.83,0.00,0.00
1118.05100,104.85,0.83,0.00,0.00
1118.07100,104.85,0.83,0.00,0.00
1118.09100,104.85,0.83,0.00,0.00
1118.11100,104.85,0.83,0.00,0.00
1118.13100,104.85,0.83,0.00,0.00
1118.15100,104.84,0.83,0.00,0.00
1118.17100,104.84,0.83,0.00,0.00
1118.19100,104.84,0.83,0.00,0.00
1118.21100,104.84,0.83,0.00,0.00
1118.23100,104.84,0.83,0.00,0.00
1118.25100,104.84,0.83,0.00,0.00
1118.27100,104.84,0.83,0.00,0.00
1118.29100,104.84,0.83,0.00,0.00
1118.31100,104.84,0.83,0.00,0.00
1118.33100,104.84,0.83,0.00,0.00
1118.35100,104.84,0.83,0.00,0.00
1118.37100,104.84,0.83,0.00,0.00
1118.39100,104.84,0.83,0.00,0.00
1118.41100,104.84,0.83,0.00,0.00
1118.43100,104.84,0.83,0.00,0.00
1118.45100,104.84,0.83,0.00,0.00
1118.47100,104.84,0.83,0.00,0.00
1118.49100,104.84,0.83,0.00,0.00
1118.51100,104.83,0.83,0.00,0.00
1118.53100,104.83,0.83,0.00,0.00
1118.55100,104.83,0.83,0.00,0.00
1118.57100,104.83,0.83,0.00,0.00
1118.59100,104.83,0.83,0.00,0.00
1118.61100,104.83,0.83,0.00,0.00
1118.63100,104.83,0.83,0.00,0.00
1118.65100,104.83,0.83,0.00,0.00
1118.67100,104.83,0.83,0.00,0.00
1118.69100,104.83,0.83,0.00,0.00
1118.71100,104.83,0.83,0.00,0.00
1118.73100,104.83,0.83,0.00,0.00
1118.75100,104.83,0.83,0.00,0.00
1118.77100,104.83,0.83,0.00,0.00
1118.79100,104.83,0.83,0.00,0.00
1118.81100,104.83,0.83,0.00,0.00
1118.83100,104.83,0.83,0.00,0.00
1118.85100,104.83,0.83,0.00,0.00
1118.87100,104.82,0.83,0.00,0.00
1118.89100,104.82,0.83,0.00,0.00
1118.91100,104.82,0.83,0.00,0.00
1118.93100,104.82,0.83,0.00,0.00
1118.95100,104.82,0.83,0.00,0.00
1118.97100,104.82,0.83,0.00,0.00
1118.99100,104.82,0.83,0.00,0.00
1119.01100,104.82,0.83,0.00,0.00
1119.03100,104.82,0.83,0.00,0.00
1119.05100,104.82,0.83,0.00,0.00
1119.07100,104.82,0.83,0.00,0.00
1119.09100,104.82,0.83,0.00,0.00
1119.11100,104.82,0.83,0.00,0.00
1119.13100,104.82,0.83,0.00,0.00
1119.15100,104.82,0.83,0.00,0.00
1119.17100,104.82,0.83,0.00,0.00
1119.19100,104.82,0.83,0.00,0.00
1119.21100,104.82,0.83,0.00,0.00
1119.23100,104.81,0.83,0.00,0.00
1119.25100,104.81,0.83,0.00,0.00
1119.27100,104.81,0.83,0.00,0.00
1119.29100,104.81,0.83,0.00,0.00
1119.31100,104.81,0.83,0.00,0.00
1119.33100,104.81,0.83,0.00,0.00
1119.35100,104.81,0.83,0.00,0.00
1119.37100,104.81,0.83,0.00,0.00
1119.39100,104.81,0.83,0.00,0.00
1119.41100,104.81,0.83,0.00,0.00
1119.43100,104.81,0.83,0.00,0.00
1119.45100,104.81,0.83,0.00,0.00
1119.47100,104.81,0.83,0.00,0.00
1119.49100,104.81,0.83,0.00,0.00
1119.51100,104.81,0.83,0.00,0.00
1119.53100,104.81,0.83,0.00,0.00
1119.55100,104.81,0.83,0.00,0.00
1119.57100,104.81,0.83,0.00,0.00
1119.59100,104.80,0.83,0.00,0.00
1119.61100,104.80,0.83,0.00,0.00
1119.63100,104.80,0.83,0.00,0.00
1119.65100,104.80,0.83,0.00,0.00
1119.67100,104.80,0.83,0.00,0.00
1119.69100,104.80,0.83,0.00,0.00
1119.71100,104.80,0.83,0.00,0.00
1119.73100,104.80,0.83,0.00,0.00
1119.75100,104.80,0.83,0.00,0.00
1119.77100,104.80,0.83,0.00,0.00
1119.79100,104.80,0.83,0.00,0.00
1119.81100,104.80,0.83,0.00,0.00
1119.83100,104.80,0.83,0.00,0.00
1119.85100,104.80,0.83,0.00,0.00
1119.87100,104.80,0.83,0.00,0.00
1119.89100,104.80,0.83,0.00,0.00
1119.91100,104.80,0.83,0.00,0.00
1119.93100,104.80,0.83,0.00,0.00
1119.95100,104.79,0.83,0.00,0.00
1119.97100,104.79,0.83,0.00,0.00
1119.99100,104.79,0.83,0.00,0.00
1120.01100,104.79,0.83,0.00,0.00
1120.03100,104.79,0.83,0.00,0.00
1120.05100,104.79,0.83,0.00,0.00
1120.07100,104.79,0.83,0.00,0.00
1120.09100,104.79,0.83,0.00,0.00
1120.11100,104.79,0.83,0.00,0.00
1120.13100,104.79,0.83,0.00,0.00
1120.15100,104.79,0.83,0.00,0.00
1120.17100,104.79,0.83,0.00,0.00
1120.19100,104.79,0.83,0.00,0.00
1120.21100,104.79,0.83,0.00,0.00
1120.23100,104.79,0.83,0.00,0.00
1120.25100,104.79,0.83,0.00,0.00
1120.27100,104.79,0.83,0.00,0.00
1120.29100,104.79,0.83,0.00,0.00
1120.31100,104.78,0.83,0.00,0.00
1120.33100,104.78,0.83,0.00,0.00
1120.35100,104.78,0.83,0.00,0.00
1120.37100,104.78,0.83,0.00,0.00
1120.39100,104.78,0.83,0.00,0.00
1120.41100,104.78,0.83,0.00,0.00
1120.43100,104.78,0.83,0.00,0.00
1120.45100,104.78,0.83,0.00,0.00
1120.47100,104.78,0.83,0.00,0.00
1120.49100,104.78,0.83,0.00,0.00
1120.51100,104.78,0.83,0.00,0.00
1120.53100,104.78,0.83,0.00,0.00
1120.55100,104.78,0.83,0.00,0.00
1120.57100,104.78,0.83,0.00,0.00
1120.59100,104.78,0.83,0.00,0.00
1120.61100,104.78,0.83,0.00,0.00
1120.63100,104.78,0.83,0.00,0.00
1120.65100,104.78,0.83,0.00,0.00
1120.67100,104.77,0.83,0.00,0.00
1120.69100,104.77,0.83,0.00,0.00
1120.71100,104.77,0.83,0.00,0.00
1120.73100,104.77,0.83,0.00,0.00
1120.75100,104.77,0.83,0.00,0.00
1120.77100,104.77,0.83,0.00,0.00
1120.79100,104.77,0.83,0.00,0.00
1120.81100,104.77,0.83,0.00,0.00
1120.83100,104.77,0.83,0.00,0.00
1120.85100,104.77,0.83,0.00,0.00
1120.87100,104.77,0.83,0.00,0.00
1120.89100,104.77,0.83,0.00,0.00
1120.91100,104.77,0.83,0.00,0.00
1120.93100,104.77,0.83,0.00,0.00
1120.95100,104.77,0.83,0.00,0.00
1120.97100,104.77,0.83,0.00,0.00
1120.99100,104.77,0.83,0.00,0.00
1121.01100,104.77,0.83,0.00,0.00
1121.03100,104.76,0.83,0.00,0.00
1121.05100,104.76,0.83,0.00,0.00
1121.07100,104.76,0.83,0.00,0.00
1121.09100,104.76,0.83,0.00,0.00
1121.11100,104.76,0.83,0.00,0.00
1121.13100,104.76,0.83,0.00,0.00
1121.15100,104.76,0.83,0.00,0.00
1121.17100,104.76,0.83,0.00,0.00
1121.19100,104.76,0.83,0.00,0.00
1121.21100,104.76,0.83,0.00,0.00
1121.23100,104.76,0.83,0.00,0.00
1121.25100,104.76,0.83,0.00,0.00
1121.27100,104.76,0.83,0.00,0.00
1121.29100,104.76,0.83,0.00,0.00
1121.31100,104.76,0.83,0.00,0.00
1121.33100,104.76,0.83,0.00,0.00
1121.35100,104.76,0.83,0.00,0.00
1121.37100,104.76,0.83,0.00,0.00
1121.39100,104.75,0.83,0.00,0.00
1121.41100,104.75,0.83,0.00,0.00
1121.43100,104.75,0.83,0.00,0.00
1121.45100,104.75,0.83,0.00,0.00
1121.47100,104.75,0.83,0.00,0.00
1121.49100,104.75,0.83,0.00,0.00
1121.51100,104.75,0.83,0.00,0.00
1121.53100,104.75,0.83,0.00,0.00
1121.55100,104.75,0.83,0.00,0.00
1121.57100,104.75,0.83,0.00,0.00
1121.59100,104.75,0.83,0.00,0.00
1121.61100,104.75,0.83,0.00,0.00
1121.63100,104.75,0.83,0.00,0.00
1121.65100,104.75,0.83,0.00,0.00
1121.67100,104.75,0.83,0.00,0.00
1121.69100,104.75,0.83,0.00,0.00
1121.71100,104.75,0.83,0.00,0.00
1121.73100,104.75,0.83,0.00,0.00
1121.75100,104.74,0.83,0.00,0.00
1121.77100,104.74,0.83,0.00,0.00
1121.79100,104.74,0.83,0.00,0.00
1121.81100,104.74,0.83,0.00,0.00
1121.83100,104.74,0.83,0.00,0.00
1121.85100,104.74,0.83,0.00,0.00
1121.87100,104.74,0.83,0.00,0.00
1121.89100,104.74,0.83,0.00,0.00
1121.91100,104.74,0.83,0.00,0.00
1121.93100,104.74,0.83,0.00,0.00
1121.95100,104.74,0.83,0.00,0.00
1121.97100,104.74,0.83,0.00,0.00
1121.99100,104.74,0.83,0.00,0.00
1122.01100,104.74,0.83,0.00,0.00
1122.03100,104.74,0.83,0.00,0.00
1122.05100,104.74,0.83,0.00,0.00
1122.07100,104.74,0.83,0.00,0.00
1122.09100,104.74,0.83,0.00,0.00
1122.11100,104.73,0.83,0.00,0.00
1122.13100,104.73,0.83,0.00,0.00
1122.15100,104.73,0.83,0.00,0.00
1122.17100,104.73,0.83,0.00,0.00
1122.19100,104.73,0.83,0.00,0.00
1122.21100,104.73,0.83,0.00,0.00
1122.23100,104.73,0.83,0.00,0.00
1122.25100,104.73,0.83,0.00,0.00
1122.27100,104.73,0.83,0.00,0.00
1122.29100,104.73,0.83,0.00,0.00
1122.31100,104.73,0.83,0.00,0.00
1122.33100,104.73,0.83,0.00,0.00
1122.35100,104.73,0.83,0.00,0.00
1122.37100,104.73,0.83,0.00,0.00
1122.39100,104.73,0.83,0.00,0.00
1122.41100,104.73,0.83,0.00,0.00
1122.43100,104.73,0.83,0.00,0.00
1122.45100,104.73,0.83,0.00,0.00
1122.47100,104.72,0.83,0.00,0.00
1122.49100,104.72,0.83,0.00,0.00
1122.51100,104.72,0.83,0.00,0.00
1122.53100,104.72,0.83,0.00,0.00
1122.55100,104.72,0.83,0.00,0.00
1122.57100,104.72,0.83,0.00,0.00
1122.59100,104.72,0.83,0.00,0.00
1122.61100,104.72,0.83,0.00,0.00
1122.63100,104.72,0.83,0.00,0.00
1122.65100,104.72,0.83,0.00,0.00
1122.67100,104.72,0.83,0.00,0.00
1122.69100,104.72,0.83,0.00,0.00
1122.71100,104.72,0.83,0.00,0.00
1122.73100,104.72,0.83,0.00,0.00
1122.75100,104.72,0.83,0.00,0.00
1122.77100,104.72,0.83,0.00,0.00
1122.79100,104.72,0.83,0.00,0.00
1122.81100,104.72,0.83,0.00,0.00
1122.83100,104.71,0.83,0.00,0.00
1122.85100,104.71,0.83,0.00,0.00
1122.87100,104.71,0.83,0.00,0.00
1122.89100,104.71,0.83,0.00,0.00
1122.91100,104.71,0.83,0.00,0.00
1122.93100,104.71,0.83,0.00,0.00
1122.95100,104.71,0.83,0.00,0.00
1122.97100,104.71,0.83,0.00,0.00
1122.99100,104.71,0.83,0.00,0.00
1123.01100,104.71,0.83,0.00,0.00
1123.03100,104.71,0.83,0.00,0.00
1123.05100,104.71,0.83,0.00,0.00
1123.07100,104.71,0.83,0.00,0.00
1123.09100,104.71,0.83,0.00,0.00
1123.11100,104.71,0.83,0.00,0.00
1123.13100,104.71,0.83,0.00,0.00
1123.15100,104.71,0.83,0.00,0.00
1123.17100,104.71,0.83,0.00,0.00
1123.19100,104.70,0.83,0.00,0.00
1123.21100,104.70,0.83,0.00,0.00
1123.23100,104.70,0.83,0.00,0.00
1123.25100,104.70,0.83,0.00,0.00
1123.27100,104.70,0.83,0.00,0.00
1123.29100,104.70,0.83,0.00,0.00
1123.31100,104.70,0.83,0.00,0.00
1123.33100,104.70,0.83,0.00,0.00
1123.35100,104.70,0.83,0.00,0.00
1123.37100,104.70,0.83,0.00,0.00
1123.39100,104.70,0.83,0.00,0.00
1123.41100,104.70,0.83,0.00,0.00
1123.43100,104.70,0.83,0.00,0.00
1123.45100,104.70,0.83,0.00,0.00
1123.47100,104.70,0.83,0.00,0.00
1123.49100,104.70,0.83,0.00,0.00
1123.51100,104.70,0.83,0.00,0.00
1123.53100,104.70,0.83,0.00,0.00
1123.55100,104.70,0.83,0.00,0.00
1123.57100,104.69,0.83,0.00,0.00
1123.59100,104.69,0.83,0.00,0.00
1123.61100,104.69,0.83,0.00,0.00
1123.63100,104.69,0.83,0.00,0.00
1123.65100,104.69,0.83,0.00,0.00
1123.67100,104.69,0.83,0.00,0.00
1123.69100,104.69,0.83,0.00,0.00
1123.71100,104.69,0.83,0.00,0.00
1123.73100,104.69,0.83,0.00,0.00
1123.75100,104.69,0.83,0.00,0.00
1123.77100,104.69,0.83,0.00,0.00
1123.79100,104.69,0.83,0.00,0.00
1123.81100,104.69,0.83,0.00,0.00
1123.83100,104.69,0.83,0.00,0.00
1123.85100,104.69,0.83,0.00,0.00
1123.87100,104.69,0.83,0.00,0.00
1123.89100,104.69,0.83,0.00,0.00
1123.91100,104.69,0.83,0.00,0.00
1123.93100,104.68,0.83,0.00,0.00
1123.95100,104.68,0.83,0.00,0.00
1123.97100,104.68,0.83,0.00,0.00
1123.99100,104.68,0.83,0.00,0.00
1124.01100,104.68,0.83,0.00,0.00
1124.03100,104.68,0.83,0.00,0.00
1124.05100,104.68,0.83,0.00,0.00
1124.07100,104.68,0.83,0.00,0.00
1124.09100,104.68,0.83,0.00,0.00
1124.11100,104.68,0.83,0.00,0.00
1124.13100,104.68,0.83,0.00,0.00
1124.15100,104.68,0.83,0.00,0.00
1124.17100,104.68,0.83,0.00,0.00
1124.19100,104.68,0.83,0.00,0.00
1124.21100,104.68,0.83,0.00,0.00
1124.23100,104.68,0.83,0.00,0.00
1124.25100,104.68,0.83,0.00,0.00
1124.27100,104.68,0.83,0.00,0.00
1124.29100,104.67,0.83,0.00,0.00
1124.31100,104.67,0.83,0.00,0.00
1124.33100,104.67,0.83,0.00,0.00
1124.35100,104.67,0.83,0.00,0.00
1124.37100,104.67,0.83,0.00,0.00
1124.39100,104.67,0.83,0.00,0.00
1124.41100,104.67,0.83,0.00,0.00
1124.43100,104.67,0.83,0.00,0.00
1124.45100,104.67,0.83,0.00,0.00
1124.47100,104.67,0.83,0.00,0.00
1124.49100,104.67,0.83,0.00,0.00
1124.51100,104.67,0.83,0.00,0.00
1124.53100,104.67,0.83,0.00,0.00
1124.55100,104.67,0.83,0.00,0.00
1124.57100,104.67,0.83,0.00,0.00
1124.59100,104.67,0.83,0.00,0.00
1124.61100,104.67,0.83,0.00,0.00
1124.63100,104.67,0.83,0.00,0.00
1124.65100,104.66,0.83,0.00,0.00
1124.67100,104.66,0.83,0.00,0.00
1124.69100,104.66,0.83,0.00,0.00
1124.71100,104.66,0.83,0.00,0.00
1124.73100,104.66,0.83,0.00,0.00
1124.75100,104.66,0.83,0.00,0.00
1124.77100,104.66,0.83,0.00,0.00
1124.79100,104.66,0.83,0.00,0.00
1124.81100,104.66,0.83,0.00,0.00
1124.83100,104.66,0.83,0.00,0.00
1124.85100,104.66,0.83,0.00,0.00
1124.87100,104.66,0.83,0.00,0.00
1124.89100,104.66,0.83,0.00,0.00
1124.91100,104.66,0.83,0.00,0.00
1124.93100,104.66,0.83,0.00,0.00
1124.95100,104.66,0.83,0.00,0.00
1124.97100,104.66,0.83,0.00,0.00
1124.99100,104.66,0.83,0.00,0.00
1125.01100,104.65,0.83,0.00,0.00
1125.03100,104.65,0.83,0.00,0.00
1125.05100,104.65,0.83,0.00,0.00
1125.07100,104.65,0.83,0.00,0.00
1125.09100,104.65,0.83,0.00,0.00
1125.11100,104.65,0.83,0.00,0.00
1125.13100,104.65,0.83,0.00,0.00
1125.15100,104.65,0.83,0.00,0.00
1125.17100,104.65,0.83,0.00,0.00
1125.19100,104.65,0.83,0.00,0.00
1125.21100,104.65,0.83,0.00,0.00
1125.23100,104.65,0.83,0.00,0.00
1125.25100,104.65,0.83,0.00,0.00
1125.27100,104.65,0.83,0.00,0.00
1125.29100,104.65,0.83,0.00,0.00
1125.31100,104.65,0.83,0.00,0.00
1125.33100,104.65,0.83,0.00,0.00
1125.35100,104.65,0.83,0.00,0.00
1125.37100,104.65,0.83,0.00,0.00
1125.39100,104.64,0.83,0.00,0.00
1125.41100,104.64,0.83,0.00,0.00
1125.43100,104.64,0.83,0.00,0.00
1125.45100,104.64,0.83,0.00,0.00
1125.47100,104.64,0.83,0.00,0.00
1125.49100,104.64,0.83,0.00,0.00
1125.51100,104.64,0.83,0.00,0.00
1125.53100,104.64,0.83,0.00,0.00
1125.55100,104.64,0.83,0.00,0.00
1125.57100,104.64,0.83,0.00,0.00
1125.59100,104.64,0.83,0.00,0.00
1125.61100,104.64,0.83,0.00,0.00
1125.63100,104.64,0.83,0.00,0.00
1125.65100,104.64,0.83,0.00,0.00
1125.67100,104.64,0.83,0.00,0.00
1125.69100,104.64,0.83,0.00,0.00
1125.71100,104.64,0.83,0.00,0.00
1125.73100,104.64,0.83,0.00,0.00
1125.75100,104.63,0.83,0.00,0.00
1125.77100,104.63,0.83,0.00,0.00
1125.79100,104.63,0.83,0.00,0.00
1125.81100,104.63,0.83,0.00,0.00
1125.83100,104.63,0.83,0.00,0.00
1125.85100,104.63,0.83,0.00,0.00
1125.87100,104.63,0.83,0.00,0.00
1125.89100,104.63,0.83,0.00,0.00
1125.91100,104.63,0.83,0.00,0.00
1125.93100,104.63,0.83,0.00,0.00
1125.95100,104.63,0.83,0.00,0.00
1125.97100,104.63,0.83,0.00,0.00
1125.99100,104.63,0.83,0.00,0.00
1126.01100,104.63,0.83,0.00,0.00
1126.03100,104.63,0.83,0.00,0.00
1126.05100,104.63,0.83,0.00,0.00
1126.07100,104.63,0.83,0.00,0.00
1126.09100,104.63,0.83,0.00,0.00
1126.11100,104.62,0.83,0.00,0.00
1126.13100,104.62,0.83,0.00,0.00
1126.15100,104.62,0.83,0.00,0.00
1126.17100,104.62,0.83,0.00,0.00
1126.19100,104.62,0.83,0.00,0.00
1126.21100,104.62,0.83,0.00,0.00
1126.23100,104.62,0.83,0.00,0.00
1126.25100,104.62,0.83,0.00,0.00
1126.27100,104.62,0.83,0.00,0.00
1126.29100,104.62,0.83,0.00,0.00
1126.31100,104.62,0.83,0.00,0.00
1126.33100,104.62,0.83,0.00,0.00
1126.35100,104.62,0.83,0.00,0.00
1126.37100,104.62,0.83,0.00,0.00
1126.39100,104.62,0.83,0.00,0.00
1126.41100,104.62,0.83,0.00,0.00
1126.43100,104.62,0.83,0.00,0.00
1126.45100,104.62,0.83,0.00,0.00
1126.47100,104.62,0.83,0.00,0.00
1126.49100,104.61,0.83,0.00,0.00
1126.51100,104.61,0.83,0.00,0.00
1126.53100,104.61,0.83,0.00,0.00
1126.55100,104.61,0.83,0.00,0.00
1126.57100,104.61,0.83,0.00,0.00
1126.59100,104.61,0.83,0.00,0.00
1126.61100,104.61,0.83,0.00,0.00
1126.63100,104.61,0.83,0.00,0.00
1126.65100,104.61,0.83,0.00,0.00
1126.67100,104.61,0.83,0.00,0.00
1126.69100,104.61,0.83,0.00,0.00
1126.71100,104.61,0.83,0.00,0.00
1126.73100,104.61,0.83,0.00,0.00
1126.75100,104.61,0.83,0.00,0.00
1126.77100,104.61,0.83,0.00,0.00
1126.79100,104.61,0.83,0.00,0.00
1126.81100,104.61,0.83,0.00,0.00
1126.83100,104.61,0.83,0.00,0.00
1126.85100,104.60,0.83,0.00,0.00
1126.87100,104.60,0.83,0.00,0.00
1126.89100,104.60,0.83,0.00,0.00
1126.91100,104.60,0.83,0.00,0.00
1126.93100,104.60,0.83,0.00,0.00
1126.95100,104.60,0.83,0.00,0.00
1126.97100,104.60,0.83,0.00,0.00
1126.99100,104.60,0.83,0.00,0.00
1127.01100,104.60,0.83,0.00,0.00
1127.03100,104.60,0.83,0.00,0.00
1127.05100,104.60,0.83,0.00,0.00
1127.07100,104.60,0.83,0.00,0.00
1127.09100,104.60,0.83,0.00,0.00
1127.11100,104.60,0.83,0.00,0.00
1127.13100,104.60,0.83,0.00,0.00
1127.15100,104.60,0.83,0.00,0.00
1127.17100,104.60,0.83,0.00,0.00
1127.19100,104.60,0.83,0.00,0.00
1127.21100,104.59,0.83,0.00,0.00
1127.23100,104.59,0.83,0.00,0.00
1127.25100,104.59,0.83,0.00,0.00
1127.27100,104.59,0.83,0.00,0.00
1127.29100,104.59,0.83,0.00,0.00
1127.31100,104.59,0.83,0.00,0.00
1127.33100,104.59,0.83,0.00,0.00
1127.35100,104.59,0.83,0.00,0.00
1127.37100,104.59,0.83,0.00,0.00
1127.39100,104.59,0.83,0.00,0.00
1127.41100,104.59,0.83,0.00,0.00
1127.43100,104.59,0.83,0.00,0.00
1127.45100,104.59,0.83,0.00,0.00
1127.47100,104.59,0.83,0.00,0.00
1127.49100,104.59,0.83,0.00,0.00
1127.51100,104.59,0.83,0.00,0.00
1127.53100,104.59,0.83,0.00,0.00
1127.55100,104.59,0.83,0.00,0.00
1127.57100,104.59,0.83,0.00,0.00
1127.59100,104.58,0.83,0.00,0.00
1127.61100,104.58,0.83,0.00,0.00
1127.63100,104.58,0.83,0.00,0.00
1127.65100,104.58,0.83,0.00,0.00
1127.67100,104.58,0.83,0.00,0.00
1127.69100,104.58,0.83,0.00,0.00
1127.71100,104.58,0.83,0.00,0.00
1127.73100,104.58,0.83,0.00,0.00
1127.75100,104.58,0.83,0.00,0.00
1127.77100,104.58,0.83,0.00,0.00
1127.79100,104.58,0.83,0.00,0.00
1127.81100,104.58,0.83,0.00,0.00
1127.83100,104.58,0.83,0.00,0.00
1127.85100,104.58,0.83,0.00,0.00
1127.87100,104.58,0.83,0.00,0.00
1127.89100,104.58,0.83,0.00,0.00
1127.91100,104.58,0.83,0.00,0.00
1127.93100,104.58,0.83,0.00,0.00
1127.95100,104.57,0.83,0.00,0.00
1127.97100,104.57,0.83,0.00,0.00
1127.99100,104.57,0.83,0.00,0.00
1128.01100,104.57,0.83,0.00,0.00
1128.03100,104.57,0.83,0.00,0.00
1128.05100,104.57,0.83,0.00,0.00
1128.07100,104.57,0.83,0.00,0.00
1128.09100,104.57,0.83,0.00,0.00
1128.11100,104.57,0.83,0.00,0.00
1128.13100,104.57,0.83,0.00,0.00
1128.15100,104.57,0.83,0.00,0.00
1128.17100,104.57,0.83,0.00,0.00
1128.19100,104.57,0.83,0.00,0.00
1128.21100,104.57,0.83,0.00,0.00
1128.23100,104.57,0.83,0.00,0.00
1128.25100,104.57,0.83,0.00,0.00
1128.27100,104.57,0.83,0.00,0.00
1128.29100,104.57,0.83,0.00,0.00
1128.31100,104.57,0.83,0.00,0.00
1128.33100,104.56,0.83,0.00,0.00
1128.35100,104.56,0.83,0.00,0.00
1128.37100,104.56,0.83,0.00,0.00
1128.39100,104.56,0.83,0.00,0.00
1128.41100,104.56,0.83,0.00,0.00
1128.43100,104.56,0.83,0.00,0.00
1128.45100,104.56,0.83,0.00,0.00
1128.47100,104.56,0.83,0.00,0.00
1128.49100,104.56,0.83,0.00,0.00
1128.51100,104.56,0.83,0.00,0.00
1128.53100,104.56,0.83,0.00,0.00
1128.55100,104.56,0.83,0.00,0.00
1128.57100,104.56,0.83,0.00,0.00
1128.59100,104.56,0.83,0.00,0.00
1128.61100,104.56,0.83,0.00,0.00
1128.63100,104.56,0.83,0.00,0.00
1128.65100,104.56,0.83,0.00,0.00
1128.67100,104.56,0.83,0.00,0.00
1128.69100,104.55,0.83,0.00,0.00
1128.71100,104.55,0.83,0.00,0.00
1128.73100,104.55,0.83,0.00,0.00
1128.75100,104.55,0.83,0.00,0.00
1128.77100,104.55,0.83,0.00,0.00
1128.79100,104.55,0.83,0.00,0.00
1128.81100,104.55,0.83,0.00,0.00
1128.83100,104.55,0.83,0.00,0.00
1128.85100,104.55,0.82,0.00,0.00
1128.87100,104.55,0.82,0.00,0.00
1128.89100,104.55,0.82,0.00,0.00
1128.91100,104.55,0.82,0.00,0.00
