Sr2,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1621.83100,97.26,0.77,0.00,0.00
1621.85100,97.26,0.77,0.00,0.00
1621.87100,97.26,0.77,0.00,0.00
1621.89100,97.26,0.77,0.00,0.00
1621.91100,97.26,0.77,0.00,0.00
1621.93100,97.26,0.77,0.00,0.00
1621.95100,97.26,0.77,0.00,0.00
1621.97100,97.26,0.77,0.00,0.00
1621.99100,97.26,0.77,0.00,0.00
1622.01100,97.26,0.77,0.00,0.00
1622.03100,97.26,0.77,0.00,0.00
1622.05100,97.26,0.77,0.00,0.00
1622.07100,97.26,0.77,0.00,0.00
1622.09100,97.26,0.77,0.00,0.00
1622.11100,97.26,0.77,0.00,0.00
1622.13100,97.26,0.77,0.00,0.00
1622.15100,97.26,0.77,0.00,0.00
1622.17100,97.26,0.77,0.00,0.00
1622.19100,97.26,0.77,0.00,0.00
1622.21100,97.26,0.77,0.00,0.00
1622.23100,97.26,0.77,0.00,0.00
1622.25100,97.26,0.77,0.00,0.00
1622.27100,97.26,0.77,0.00,0.00
1622.29100,97.26,0.77,0.00,0.00
1622.31100,97.26,0.77,0.00,0.00
1622.33100,97.26,0.77,0.00,0.00
1622.35100,97.26,0.77,0.00,0.00
1622.37100,97.26,0.77,0.00,0.00
1622.39100,97.26,0.77,0.00,0.00
1622.41100,97.26,0.77,0.00,0.00
1622.43100,97.26,0.77,0.00,0.00
1622.45100,97.26,0.77,0.00,0.00
1622.47100,97.26,0.77,0.00,0.00
1622.49100,97.26,0.77,0.00,0.00
1622.51100,97.26,0.77,0.00,0.00
1622.53100,97.26,0.77,0.00,0.00
1622.55100,97.26,0.77,0.00,0.00
1622.57100,97.25,0.77,0.00,0.00
1622.59100,97.25,0.77,0.00,0.00
1622.61100,97.25,0.77,0.00,0.00
1622.63100,97.25,0.77,0.00,0.00
1622.65100,97.25,0.77,0.00,0.00
1622.67100,97.25,0.77,0.00,0.00
1622.69100,97.25,0.77,0.00,0.00
1622.71100,97.25,0.77,0.00,0.00
1622.73100,97.25,0.77,0.00,0.00
1622.75100,97.25,0.77,0.00,0.00
1622.77100,97.25,0.77,0.00,0.00
1622.79100,97.25,0.77,0.00,0.00
1622.81100,97.25,0.77,0.00,0.00
1622.83100,97.25,0.77,0.00,0.00
1622.85100,97.25,0.77,0.00,0.00
1622.87100,97.25,0.77,0.00,0.00
1622.89100,97.25,0.77,0.00,0.00
1622.91100,97.25,0.77,0.00,0.00
1622.93100,97.25,0.77,0.00,0.00
1622.95100,97.25,0.77,0.00,0.00
1622.97100,97.25,0.77,0.00,0.00
1622.99100,97.25,0.77,0.00,0.00
1623.01100,97.25,0.77,0.00,0.00
1623.03100,97.25,0.77,0.00,0.00
1623.05100,97.25,0.77,0.00,0.00
1623.07100,97.25,0.77,0.00,0.00
1623.09100,97.25,0.77,0.00,0.00
1623.11100,97.25,0.77,0.00,0.00
1623.13100,97.25,0.77,0.00,0.00
1623.15100,97.25,0.77,0.00,0.00
1623.17100,97.25,0.77,0.00,0.00
1623.19100,97.25,0.77,0.00,0.00
1623.21100,97.25,0.77,0.00,0.00
1623.23100,97.25,0.77,0.00,0.00
1623.25100,97.25,0.77,0.00,0.00
1623.27100,97.25,0.77,0.00,0.00
1623.29100,97.25,0.77,0.00,0.00
1623.31100,97.25,0.77,0.00,0.00
1623.33100,97.25,0.77,0.00,0.00
1623.35100,97.25,0.77,0.00,0.00
1623.37100,97.25,0.77,0.00,0.00
1623.39100,97.25,0.77,0.00,0.00
1623.41100,97.25,0.77,0.00,0.00
1623.43100,97.25,0.77,0.00,0.00
1623.45100,97.25,0.77,0.00,0.00
1623.47100,97.25,0.77,0.00,0.00
1623.49100,97.25,0.77,0.00,0.00
1623.51100,97.25,0.77,0.00,0.00
1623.53100,97.25,0.77,0.00,0.00
1623.55100,97.25,0.77,0.00,0.00
1623.57100,97.25,0.77,0.00,0.00
1623.59100,97.25,0.77,0.00,0.00
1623.61100,97.25,0.77,0.00,0.00
1623.63100,97.25,0.77,0.00,0.00
1623.65100,97.25,0.77,0.00,0.00
1623.67100,97.25,0.77,0.00,0.00
1623.69100,97.25,0.77,0.00,0.00
1623.71100,97.25,0.77,0.00,0.00
1623.73100,97.25,0.77,0.00,0.00
1623.75100,97.25,0.77,0.00,0.00
1623.77100,97.25,0.77,0.00,0.00
1623.79100,97.25,0.76,0.00,0.00
1623.81100,97.25,0.76,0.00,0.00
1623.83100,97.25,0.76,0.00,0.00
1623.85100,97.24,0.76,0.00,0.00
1623.87100,97.24,0.76,0.00,0.00
1623.89100,97.24,0.76,0.00,0.00
1623.91100,97.24,0.76,0.00,0.00
1623.93100,97.24,0.76,0.00,0.00
1623.95100,97.24,0.76,0.00,0.00
1623.97100,97.24,0.76,0.00,0.00
1623.99100,97.24,0.76,0.00,0.00
1624.01100,97.24,0.76,0.00,0.00
1624.03100,97.24,0.76,0.00,0.00
1624.05100,97.24,0.76,0.00,0.00
1624.07100,97.24,0.76,0.00,0.00
1624.09100,97.24,0.76,0.00,0.00
1624.11100,97.24,0.76,0.00,0.00
1624.13100,97.24,0.76,0.00,0.00
1624.15100,97.24,0.76,0.00,0.00
1624.17100,97.24,0.76,0.00,0.00
1624.19100,97.24,0.76,0.00,0.00
1624.21100,97.24,0.76,0.00,0.00
1624.23100,97.24,0.76,0.00,0.00
1624.25100,97.24,0.76,0.00,0.00
1624.27100,97.24,0.76,0.00,0.00
1624.29100,97.24,0.76,0.00,0.00
1624.31100,97.24,0.76,0.00,0.00
1624.33100,97.24,0.76,0.00,0.00
1624.35100,97.24,0.76,0.00,0.00
1624.37100,97.24,0.76,0.00,0.00
1624.39100,97.24,0.76,0.00,0.00
1624.41100,97.24,0.76,0.00,0.00
1624.43100,97.24,0.76,0.00,0.00
1624.45100,97.24,0.76,0.00,0.00
1624.47100,97.24,0.76,0.00,0.00
1624.49100,97.24,0.76,0.00,0.00
1624.51100,97.24,0.76,0.00,0.00
1624.53100,97.24,0.76,0.00,0.00
1624.55100,97.24,0.76,0.00,0.00
1624.57100,97.24,0.76,0.00,0.00
1624.59100,97.24,0.76,0.00,0.00
1624.61100,97.24,0.76,0.00,0.00
1624.63100,97.24,0.76,0.00,0.00
1624.65100,97.24,0.76,0.00,0.00
1624.67100,97.24,0.76,0.00,0.00
1624.69100,97.24,0.76,0.00,0.00
1624.71100,97.24,0.76,0.00,0.00
1624.73100,97.24,0.76,0.00,0.00
1624.75100,97.24,0.76,0.00,0.00
1624.77100,97.24,0.76,0.00,0.00
1624.79100,97.24,0.76,0.00,0.00
1624.81100,97.24,0.76,0.00,0.00
1624.83100,97.24,0.76,0.00,0.00
1624.85100,97.24,0.76,0.00,0.00
1624.87100,97.24,0.76,0.00,0.00
1624.89100,97.24,0.76,0.00,0.00
1624.91100,97.24,0.76,0.00,0.00
1624.93100,97.24,0.76,0.00,0.00
1624.95100,97.24,0.76,0.00,0.00
1624.97100,97.24,0.76,0.00,0.00
1624.99100,97.24,0.76,0.00,0.00
1625.01100,97.24,0.76,0.00,0.00
1625.03100,97.24,0.76,0.00,0.00
1625.05100,97.24,0.76,0.00,0.00
1625.07100,97.24,0.76,0.00,0.00
1625.09100,97.24,0.76,0.00,0.00
1625.11100,97.24,0.76,0.00,0.00
1625.13100,97.23,0.76,0.00,0.00
1625.15100,97.23,0.76,0.00,0.00
1625.17100,97.23,0.76,0.00,0.00
1625.19100,97.23,0.76,0.00,0.00
1625.21100,97.23,0.76,0.00,0.00
1625.23100,97.23,0.76,0.00,0.00
1625.25100,97.23,0.76,0.00,0.00
1625.27100,97.23,0.76,0.00,0.00
1625.29100,97.23,0.76,0.00,0.00
1625.31100,97.23,0.76,0.00,0.00
1625.33100,97.23,0.76,0.00,0.00
1625.35100,97.23,0.76,0.00,0.00
1625.37100,97.23,0.76,0.00,0.00
1625.39100,97.23,0.76,0.00,0.00
1625.41100,97.23,0.76,0.00,0.00
1625.43100,97.23,0.76,0.00,0.00
1625.45100,97.23,0.76,0.00,0.00
1625.47100,97.23,0.76,0.00,0.00
1625.49100,97.23,0.76,0.00,0.00
1625.51100,97.23,0.76,0.00,0.00
1625.53100,97.23,0.76,0.00,0.00
1625.55100,97.23,0.76,0.00,0.00
1625.57100,97.23,0.76,0.00,0.00
1625.59100,97.23,0.76,0.00,0.00
1625.61100,97.23,0.76,0.00,0.00
1625.63100,97.23,0.76,0.00,0.00
1625.65100,97.23,0.76,0.00,0.00
1625.67100,97.23,0.76,0.00,0.00
1625.69100,97.23,0.76,0.00,0.00
1625.71100,97.23,0.76,0.00,0.00
1625.73100,97.23,0.76,0.00,0.00
1625.75100,97.23,0.76,0.00,0.00
1625.77100,97.23,0.76,0.00,0.00
1625.79100,97.23,0.76,0.00,0.00
1625.81100,97.23,0.76,0.00,0.00
1625.83100,97.23,0.76,0.00,0.00
1625.85100,97.23,0.76,0.00,0.00
1625.87100,97.23,0.76,0.00,0.00
1625.89100,97.23,0.76,0.00,0.00
1625.91100,97.23,0.76,0.00,0.00
1625.93100,97.23,0.76,0.00,0.00
1625.95100,97.23,0.76,0.00,0.00
1625.97100,97.23,0.76,0.00,0.00
1625.99100,97.23,0.76,0.00,0.00
1626.01100,97.23,0.76,0.00,0.00
1626.03100,97.23,0.76,0.00,0.00
1626.05100,97.23,0.76,0.00,0.00
1626.07100,97.23,0.76,0.00,0.00
1626.09100,97.23,0.76,0.00,0.00
1626.11100,97.23,0.76,0.00,0.00
1626.13100,97.23,0.76,0.00,0.00
1626.15100,97.23,0.76,0.00,0.00
1626.17100,97.23,0.76,0.00,0.00
1626.19100,97.23,0.76,0.00,0.00
1626.21100,97.23,0.76,0.00,0.00
1626.23100,97.23,0.76,0.00,0.00
1626.25100,97.23,0.76,0.00,0.00
1626.27100,97.23,0.76,0.00,0.00
1626.29100,97.23,0.76,0.00,0.00
1626.31100,97.23,0.76,0.00,0.00
1626.33100,97.23,0.76,0.00,0.00
1626.35100,97.23,0.76,0.00,0.00
1626.37100,97.23,0.76,0.00,0.00
1626.39100,97.23,0.76,0.00,0.00
1626.41100,97.23,0.76,0.00,0.00
1626.43100,97.22,0.76,0.00,0.00
1626.45100,97.22,0.76,0.00,0.00
1626.47100,97.22,0.76,0.00,0.00
1626.49100,97.22,0.76,0.00,0.00
1626.51100,97.22,0.76,0.00,0.00
1626.53100,97.22,0.76,0.00,0.00
1626.55100,97.22,0.76,0.00,0.00
1626.57100,97.22,0.76,0.00,0.00
1626.59100,97.22,0.76,0.00,0.00
1626.61100,97.22,0.76,0.00,0.00
1626.63100,97.22,0.76,0.00,0.00
1626.65100,97.22,0.76,0.00,0.00
1626.67100,97.22,0.76,0.00,0.00
1626.69100,97.22,0.76,0.00,0.00
1626.71100,97.22,0.76,0.00,0.00
1626.73100,97.22,0.76,0.00,0.00
1626.75100,97.22,0.76,0.00,0.00
1626.77100,97.22,0.76,0.00,0.00
1626.79100,97.22,0.76,0.00,0.00
1626.81100,97.22,0.76,0.00,0.00
1626.83100,97.22,0.76,0.00,0.00
1626.85100,97.22,0.76,0.00,0.00
1626.87100,97.22,0.76,0.00,0.00
1626.89100,97.22,0.76,0.00,0.00
1626.91100,97.22,0.76,0.00,0.00
1626.93100,97.22,0.76,0.00,0.00
1626.95100,97.22,0.76,0.00,0.00
1626.97100,97.22,0.76,0.00,0.00
1626.99100,97.22,0.76,0.00,0.00
1627.01100,97.22,0.76,0.00,0.00
1627.03100,97.22,0.76,0.00,0.00
1627.05100,97.22,0.76,0.00,0.00
1627.07100,97.22,0.76,0.00,0.00
1627.09100,97.22,0.76,0.00,0.00
1627.11100,97.22,0.76,0.00,0.00
1627.13100,97.22,0.76,0.00,0.00
1627.15100,97.22,0.76,0.00,0.00
1627.17100,97.22,0.76,0.00,0.00
1627.19100,97.22,0.76,0.00,0.00
1627.21100,97.22,0.76,0.00,0.00
1627.23100,97.22,0.76,0.00,0.00
1627.25100,97.22,0.76,0.00,0.00
1627.27100,97.22,0.76,0.00,0.00
1627.29100,97.22,0.76,0.00,0.00
1627.31100,97.22,0.76,0.00,0.00
1627.33100,97.22,0.76,0.00,0.00
1627.35100,97.22,0.76,0.00,0.00
1627.37100,97.22,0.76,0.00,0.00
1627.39100,97.22,0.76,0.00,0.00
1627.41100,97.22,0.76,0.00,0.00
1627.43100,97.22,0.76,0.00,0.00
1627.45100,97.22,0.76,0.00,0.00
1627.47100,97.22,0.76,0.00,0.00
1627.49100,97.22,0.76,0.00,0.00
1627.51100,97.22,0.76,0.00,0.00
1627.53100,97.22,0.76,0.00,0.00
1627.55100,97.22,0.76,0.00,0.00
1627.57100,97.22,0.76,0.00,0.00
1627.59100,97.22,0.76,0.00,0.00
1627.61100,97.22,0.76,0.00,0.00
1627.63100,97.22,0.76,0.00,0.00
1627.65100,97.22,0.76,0.00,0.00
1627.67100,97.22,0.76,0.00,0.00
1627.69100,97.22,0.76,0.00,0.00
1627.71100,97.21,0.76,0.00,0.00
1627.73100,97.21,0.76,0.00,0.00
1627.75100,97.21,0.76,0.00,0.00
1627.77100,97.21,0.76,0.00,0.00
1627.79100,97.21,0.76,0.00,0.00
1627.81100,97.21,0.76,0.00,0.00
1627.83100,97.21,0.76,0.00,0.00
1627.85100,97.21,0.76,0.00,0.00
1627.87100,97.21,0.76,0.00,0.00
1627.89100,97.21,0.76,0.00,0.00
1627.91100,97.21,0.76,0.00,0.00
1627.93100,97.21,0.76,0.00,0.00
1627.95100,97.21,0.76,0.00,0.00
1627.97100,97.21,0.76,0.00,0.00
1627.99100,97.21,0.76,0.00,0.00
1628.01100,97.21,0.76,0.00,0.00
1628.03100,97.21,0.76,0.00,0.00
1628.05100,97.21,0.76,0.00,0.00
1628.07100,97.21,0.76,0.00,0.00
1628.09100,97.21,0.76,0.00,0.00
1628.11100,97.21,0.76,0.00,0.00
1628.13100,97.21,0.76,0.00,0.00
1628.15100,97.21,0.76,0.00,0.00
1628.17100,97.21,0.76,0.00,0.00
1628.19100,97.21,0.76,0.00,0.00
1628.21100,97.21,0.76,0.00,0.00
1628.23100,97.21,0.76,0.00,0.00
1628.25100,97.21,0.76,0.00,0.00
1628.27100,97.21,0.76,0.00,0.00
1628.29100,97.21,0.76,0.00,0.00
1628.31100,97.21,0.76,0.00,0.00
1628.33100,97.21,0.76,0.00,0.00
1628.35100,97.21,0.76,0.00,0.00
1628.37100,97.21,0.76,0.00,0.00
1628.39100,97.21,0.76,0.00,0.00
1628.41100,97.21,0.76,0.00,0.00
1628.43100,97.21,0.76,0.00,0.00
1628.45100,97.21,0.76,0.00,0.00
1628.47100,97.21,0.76,0.00,0.00
1628.49100,97.21,0.76,0.00,0.00
1628.51100,97.21,0.76,0.00,0.00
1628.53100,97.21,0.76,0.00,0.00
1628.55100,97.21,0.76,0.00,0.00
1628.57100,97.21,0.76,0.00,0.00
1628.59100,97.21,0.76,0.00,0.00
1628.61100,97.21,0.76,0.00,0.00
1628.63100,97.21,0.76,0.00,0.00
1628.65100,97.21,0.76,0.00,0.00
1628.67100,97.21,0.76,0.00,0.00
1628.69100,97.21,0.76,0.00,0.00
1628.71100,97.21,0.76,0.00,0.00
1628.73100,97.21,0.76,0.00,0.00
1628.75100,97.21,0.76,0.00,0.00
1628.77100,97.21,0.76,0.00,0.00
1628.79100,97.21,0.76,0.00,0.00
1628.81100,97.21,0.76,0.00,0.00
1628.83100,97.21,0.76,0.00,0.00
1628.85100,97.21,0.76,0.00,0.00
1628.87100,97.21,0.76,0.00,0.00
1628.89100,97.21,0.76,0.00,0.00
1628.91100,97.21,0.76,0.00,0.00
1628.93100,97.21,0.76,0.00,0.00
1628.95100,97.21,0.76,0.00,0.00
1628.97100,97.21,0.76,0.00,0.00
1628.99100,97.21,0.76,0.00,0.00
1629.01100,97.20,0.76,0.00,0.00
1629.03100,97.20,0.76,0.00,0.00
1629.05100,97.20,0.76,0.00,0.00
1629.07100,97.20,0.76,0.00,0.00
1629.09100,97.20,0.76,0.00,0.00
1629.11100,97.20,0.76,0.00,0.00
1629.13100,97.20,0.76,0.00,0.00
1629.15100,97.20,0.76,0.00,0.00
1629.17100,97.20,0.76,0.00,0.00
1629.19100,97.20,0.76,0.00,0.00
1629.21100,97.20,0.76,0.00,0.00
1629.23100,97.20,0.76,0.00,0.00
1629.25100,97.20,0.76,0.00,0.00
1629.27100,97.20,0.76,0.00,0.00
1629.29100,97.20,0.76,0.00,0.00
1629.31100,97.20,0.76,0.00,0.00
1629.33100,97.20,0.76,0.00,0.00
1629.35100,97.20,0.76,0.00,0.00
1629.37100,97.20,0.76,0.00,0.00
1629.39100,97.20,0.76,0.00,0.00
1629.41100,97.20,0.76,0.00,0.00
1629.43100,97.20,0.76,0.00,0.00
1629.45100,97.20,0.76,0.00,0.00
1629.47100,97.20,0.76,0.00,0.00
1629.49100,97.20,0.76,0.00,0.00
1629.51100,97.20,0.76,0.00,0.00
1629.53100,97.20,0.76,0.00,0.00
1629.55100,97.20,0.76,0.00,0.00
1629.57100,97.20,0.76,0.00,0.00
1629.59100,97.20,0.76,0.00,0.00
1629.61100,97.20,0.76,0.00,0.00
1629.63100,97.20,0.76,0.00,0.00
1629.65100,97.20,0.76,0.00,0.00
1629.67100,97.20,0.76,0.00,0.00
1629.69100,97.20,0.76,0.00,0.00
1629.71100,97.20,0.76,0.00,0.00
1629.73100,97.20,0.76,0.00,0.00
1629.75100,97.20,0.76,0.00,0.00
1629.77100,97.20,0.76,0.00,0.00
1629.79100,97.20,0.76,0.00,0.00
1629.81100,97.20,0.76,0.00,0.00
1629.83100,97.20,0.76,0.00,0.00
1629.85100,97.20,0.76,0.00,0.00
1629.87100,97.20,0.76,0.00,0.00
1629.89100,97.20,0.76,0.00,0.00
1629.91100,97.20,0.76,0.00,0.00
1629.93100,97.20,0.76,0.00,0.00
1629.95100,97.20,0.76,0.00,0.00
1629.97100,97.20,0.76,0.00,0.00
1629.99100,97.20,0.76,0.00,0.00
1630.01100,97.20,0.76,0.00,0.00
1630.03100,97.20,0.76,0.00,0.00
1630.05100,97.20,0.76,0.00,0.00
1630.07100,97.20,0.76,0.00,0.00
1630.09100,97.20,0.76,0.00,0.00
1630.11100,97.20,0.76,0.00,0.00
1630.13100,97.20,0.76,0.00,0.00
1630.15100,97.20,0.76,0.00,0.00
1630.17100,97.20,0.76,0.00,0.00
1630.19100,97.20,0.76,0.00,0.00
1630.21100,97.20,0.76,0.00,0.00
1630.23100,97.20,0.76,0.00,0.00
1630.25100,97.20,0.76,0.00,0.00
1630.27100,97.20,0.76,0.00,0.00
1630.29100,97.20,0.76,0.00,0.00
1630.31100,97.19,0.76,0.00,0.00
1630.33100,97.19,0.76,0.00,0.00
1630.35100,97.19,0.76,0.00,0.00
1630.37100,97.19,0.76,0.00,0.00
1630.39100,97.19,0.76,0.00,0.00
1630.41100,97.19,0.76,0.00,0.00
1630.43100,97.19,0.76,0.00,0.00
1630.45100,97.19,0.76,0.00,0.00
1630.47100,97.19,0.76,0.00,0.00
1630.49100,97.19,0.76,0.00,0.00
1630.51100,97.19,0.76,0.00,0.00
1630.53100,97.19,0.76,0.00,0.00
1630.55100,97.19,0.76,0.00,0.00
1630.57100,97.19,0.76,0.00,0.00
1630.59100,97.19,0.76,0.00,0.00
1630.61100,97.19,0.76,0.00,0.00
1630.63100,97.19,0.76,0.00,0.00
1630.65100,97.19,0.76,0.00,0.00
1630.67100,97.19,0.76,0.00,0.00
1630.69100,97.19,0.76,0.00,0.00
1630.71100,97.19,0.76,0.00,0.00
1630.73100,97.19,0.76,0.00,0.00
1630.75100,97.19,0.76,0.00,0.00
1630.77100,97.19,0.76,0.00,0.00
1630.79100,97.19,0.76,0.00,0.00
1630.81100,97.19,0.76,0.00,0.00
1630.83100,97.19,0.76,0.00,0.00
1630.85100,97.19,0.76,0.00,0.00
1630.87100,97.19,0.76,0.00,0.00
1630.89100,97.19,0.76,0.00,0.00
1630.91100,97.19,0.76,0.00,0.00
1630.93100,97.19,0.76,0.00,0.00
1630.95100,97.19,0.76,0.00,0.00
1630.97100,97.19,0.76,0.00,0.00
1630.99100,97.19,0.76,0.00,0.00
1631.01100,97.19,0.76,0.00,0.00
1631.03100,97.19,0.76,0.00,0.00
1631.05100,97.19,0.76,0.00,0.00
1631.07100,97.19,0.76,0.00,0.00
1631.09100,97.19,0.76,0.00,0.00
1631.11100,97.19,0.76,0.00,0.00
1631.13100,97.19,0.76,0.00,0.00
1631.15100,97.19,0.76,0.00,0.00
1631.17100,97.19,0.76,0.00,0.00
1631.19100,97.19,0.76,0.00,0.00
1631.21100,97.19,0.76,0.00,0.00
1631.23100,97.19,0.76,0.00,0.00
1631.25100,97.19,0.76,0.00,0.00
1631.27100,97.19,0.76,0.00,0.00
1631.29100,97.19,0.76,0.00,0.00
1631.31100,97.19,0.76,0.00,0.00
1631.33100,97.19,0.76,0.00,0.00
1631.35100,97.19,0.76,0.00,0.00
1631.37100,97.19,0.76,0.00,0.00
1631.39100,97.19,0.76,0.00,0.00
1631.41100,97.19,0.76,0.00,0.00
1631.43100,97.19,0.76,0.00,0.00
1631.45100,97.19,0.76,0.00,0.00
1631.47100,97.19,0.76,0.00,0.00
1631.49100,97.19,0.76,0.00,0.00
1631.51100,97.19,0.76,0.00,0.00
1631.53100,97.19,0.76,0.00,0.00
1631.55100,97.19,0.76,0.00,0.00
1631.57100,97.19,0.76,0.00,0.00
1631.59100,97.19,0.76,0.00,0.00
1631.61100,97.18,0.76,0.00,0.00
1631.63100,97.18,0.76,0.00,0.00
1631.65100,97.18,0.76,0.00,0.00
1631.67100,97.18,0.76,0.00,0.00
1631.69100,97.18,0.76,0.00,0.00
1631.71100,97.18,0.76,0.00,0.00
1631.73100,97.18,0.76,0.00,0.00
1631.75100,97.18,0.76,0.00,0.00
1631.77100,97.18,0.76,0.00,0.00
1631.79100,97.18,0.76,0.00,0.00
1631.81100,97.18,0.76,0.00,0.00
1631.83100,97.18,0.76,0.00,0.00
1631.85100,97.18,0.76,0.00,0.00
1631.87100,97.18,0.76,0.00,0.00
1631.89100,97.18,0.76,0.00,0.00
1631.91100,97.18,0.76,0.00,0.00
1631.93100,97.18,0.76,0.00,0.00
1631.95100,97.18,0.76,0.00,0.00
1631.97100,97.18,0.76,0.00,0.00
1631.99100,97.18,0.76,0.00,0.00
1632.01100,97.18,0.76,0.00,0.00
1632.03100,97.18,0.76,0.00,0.00
1632.05100,97.18,0.76,0.00,0.00
1632.07100,97.18,0.76,0.00,0.00
1632.09100,97.18,0.76,0.00,0.00
1632.11100,97.18,0.76,0.00,0.00
1632.13100,97.18,0.76,0.00,0.00
1632.15100,97.18,0.76,0.00,0.00
1632.17100,97.18,0.76,0.00,0.00
1632.19100,97.18,0.76,0.00,0.00
1632.21100,97.18,0.76,0.00,0.00
1632.23100,97.18,0.76,0.00,0.00
1632.25100,97.18,0.76,0.00,0.00
1632.27100,97.18,0.76,0.00,0.00
1632.29100,97.18,0.76,0.00,0.00
1632.31100,97.18,0.76,0.00,0.00
1632.33100,97.18,0.76,0.00,0.00
1632.35100,97.18,0.76,0.00,0.00
1632.37100,97.18,0.76,0.00,0.00
1632.39100,97.18,0.76,0.00,0.00
1632.41100,97.18,0.76,0.00,0.00
1632.43100,97.18,0.76,0.00,0.00
1632.45100,97.18,0.76,0.00,0.00
1632.47100,97.18,0.76,0.00,0.00
1632.49100,97.18,0.76,0.00,0.00
1632.51100,97.18,0.76,0.00,0.00
1632.53100,97.18,0.76,0.00,0.00
1632.55100,97.18,0.76,0.00,0.00
1632.57100,97.18,0.76,0.00,0.00
1632.59100,97.18,0.76,0.00,0.00
1632.61100,97.18,0.76,0.00,0.00
1632.63100,97.18,0.76,0.00,0.00
1632.65100,97.18,0.76,0.00,0.00
1632.67100,97.18,0.76,0.00,0.00
1632.69100,97.18,0.76,0.00,0.00
1632.71100,97.18,0.76,0.00,0.00
1632.73100,97.18,0.76,0.00,0.00
1632.75100,97.18,0.76,0.00,0.00
1632.77100,97.18,0.76,0.00,0.00
1632.79100,97.18,0.76,0.00,0.00
1632.81100,97.18,0.76,0.00,0.00
1632.83100,97.18,0.76,0.00,0.00
1632.85100,97.18,0.76,0.00,0.00
1632.87100,97.18,0.76,0.00,0.00
1632.89100,97.18,0.76,0.00,0.00
1632.91100,97.17,0.76,0.00,0.00
1632.93100,97.17,0.76,0.00,0.00
1632.95100,97.17,0.76,0.00,0.00
1632.97100,97.17,0.76,0.00,0.00
1632.99100,97.17,0.76,0.00,0.00
1633.01100,97.17,0.76,0.00,0.00
1633.03100,97.17,0.76,0.00,0.00
1633.05100,97.17,0.76,0.00,0.00
1633.07100,97.17,0.76,0.00,0.00
1633.09100,97.17,0.76,0.00,0.00
1633.11100,97.17,0.76,0.00,0.00
1633.13100,97.17,0.76,0.00,0.00
1633.15100,97.17,0.76,0.00,0.00
1633.17100,97.17,0.76,0.00,0.00
1633.19100,97.17,0.76,0.00,0.00
1633.21100,97.17,0.76,0.00,0.00
1633.23100,97.17,0.76,0.00,0.00
1633.25100,97.17,0.76,0.00,0.00
1633.27100,97.17,0.76,0.00,0.00
1633.29100,97.17,0.76,0.00,0.00
1633.31100,97.17,0.76,0.00,0.00
1633.33100,97.17,0.76,0.00,0.00
1633.35100,97.17,0.76,0.00,0.00
1633.37100,97.17,0.76,0.00,0.00
1633.39100,97.17,0.76,0.00,0.00
1633.41100,97.17,0.76,0.00,0.00
1633.43100,97.17,0.76,0.00,0.00
1633.45100,97.17,0.76,0.00,0.00
1633.47100,97.17,0.76,0.00,0.00
1633.49100,97.17,0.76,0.00,0.00
1633.51100,97.17,0.76,0.00,0.00
1633.53100,97.17,0.76,0.00,0.00
1633.55100,97.17,0.76,0.00,0.00
1633.57100,97.17,0.76,0.00,0.00
1633.59100,97.17,0.76,0.00,0.00
1633.61100,97.17,0.76,0.00,0.00
1633.63100,97.17,0.76,0.00,0.00
1633.65100,97.17,0.76,0.00,0.00
1633.67100,97.17,0.76,0.00,0.00
1633.69100,97.17,0.76,0.00,0.00
1633.71100,97.17,0.76,0.00,0.00
1633.73100,97.17,0.76,0.00,0.00
1633.75100,97.17,0.76,0.00,0.00
1633.77100,97.17,0.76,0.00,0.00
1633.79100,97.17,0.76,0.00,0.00
1633.81100,97.17,0.76,0.00,0.00
1633.83100,97.17,0.76,0.00,0.00
1633.85100,97.17,0.76,0.00,0.00
1633.87100,97.17,0.76,0.00,0.00
1633.89100,97.17,0.76,0.00,0.00
1633.91100,97.17,0.76,0.00,0.00
1633.93100,97.17,0.76,0.00,0.00
1633.95100,97.17,0.76,0.00,0.00
1633.97100,97.17,0.76,0.00,0.00
1633.99100,97.17,0.76,0.00,0.00
1634.01100,97.17,0.76,0.00,0.00
1634.03100,97.17,0.76,0.00,0.00
1634.05100,97.17,0.76,0.00,0.00
1634.07100,97.17,0.76,0.00,0.00
1634.09100,97.17,0.76,0.00,0.00
1634.11100,97.17,0.76,0.00,0.00
1634.13100,97.17,0.76,0.00,0.00
1634.15100,97.17,0.76,0.00,0.00
1634.17100,97.17,0.76,0.00,0.00
1634.19100,97.17,0.76,0.00,0.00
1634.21100,97.17,0.76,0.00,0.00
1634.23100,97.16,0.76,0.00,0.00
1634.25100,97.16,0.76,0.00,0.00
1634.27100,97.16,0.76,0.00,0.00
1634.29100,97.16,0.76,0.00,0.00
1634.31100,97.16,0.76,0.00,0.00
1634.33100,97.16,0.76,0.00,0.00
1634.35100,97.16,0.76,0.00,0.00
1634.37100,97.16,0.76,0.00,0.00
1634.39100,97.16,0.76,0.00,0.00
1634.41100,97.16,0.76,0.00,0.00
1634.43100,97.16,0.76,0.00,0.00
1634.45100,97.16,0.76,0.00,0.00
1634.47100,97.16,0.76,0.00,0.00
1634.49100,97.16,0.76,0.00,0.00
