Sr2,5p3/2,,,
1777.13500,-56.68,2.17,14.84,0.60
1777.15500,-56.68,2.17,14.84,0.60
1777.17500,-56.68,2.17,14.83,0.60
1777.19500,-56.68,2.17,14.83,0.60
1777.21500,-56.68,2.17,14.83,0.60
1777.23500,-56.67,2.17,14.83,0.60
1777.25500,-56.67,2.17,14.83,0.60
1777.27500,-56.67,2.17,14.83,0.60
1777.29500,-56.67,2.17,14.83,0.60
1777.31500,-56.67,2.17,14.83,0.60
1777.33500,-56.67,2.17,14.83,0.60
1777.35500,-56.67,2.17,14.83,0.60
1777.37500,-56.67,2.17,14.83,0.60
1777.39500,-56.66,2.17,14.83,0.60
1777.41500,-56.66,2.17,14.83,0.60
1777.43500,-56.66,2.17,14.83,0.60
1777.45500,-56.66,2.17,14.83,0.60
1777.47500,-56.66,2.17,14.83,0.60
1777.49500,-56.66,2.17,14.83,0.60
1777.51500,-56.66,2.17,14.83,0.60
1777.53500,-56.66,2.17,14.83,0.60
1777.55500,-56.65,2.17,14.83,0.60
1777.57500,-56.65,2.17,14.83,0.60
1777.59500,-56.65,2.17,14.83,0.60
1777.61500,-56.65,2.17,14.83,0.60
1777.63500,-56.65,2.17,14.83,0.60
1777.65500,-56.65,2.17,14.83,0.60
1777.67500,-56.65,2.17,14.83,0.60
1777.69500,-56.65,2.17,14.83,0.60
1777.71500,-56.64,2.17,14.83,0.60
1777.73500,-56.64,2.17,14.83,0.60
1777.75500,-56.64,2.17,14.83,0.60
1777.77500,-56.64,2.17,14.83,0.60
1777.79500,-56.64,2.17,14.83,0.60
1777.81500,-56.64,2.17,14.83,0.60
1777.83500,-56.64,2.17,14.83,0.60
1777.85500,-56.64,2.17,14.83,0.60
1777.87500,-56.64,2.17,14.83,0.60
1777.89500,-56.63,2.16,14.83,0.60
1777.91500,-56.63,2.16,14.83,0.60
1777.93500,-56.63,2.16,14.83,0.60
1777.95500,-56.63,2.16,14.83,0.60
1777.97500,-56.63,2.16,14.83,0.60
1777.99500,-56.63,2.16,14.83,0.60
1778.01500,-56.63,2.16,14.83,0.60
1778.03500,-56.63,2.16,14.83,0.60
1778.05500,-56.62,2.16,14.83,0.60
1778.07500,-56.62,2.16,14.83,0.60
1778.09500,-56.62,2.16,14.83,0.60
1778.11500,-56.62,2.16,14.83,0.60
1778.13500,-56.62,2.16,14.83,0.60
1778.15500,-56.62,2.16,14.83,0.60
1778.17500,-56.62,2.16,14.83,0.60
1778.19500,-56.62,2.16,14.83,0.60
1778.21500,-56.61,2.16,14.83,0.60
1778.23500,-56.61,2.16,14.83,0.60
1778.25500,-56.61,2.16,14.83,0.60
1778.27500,-56.61,2.16,14.83,0.60
1778.29500,-56.61,2.16,14.83,0.60
1778.31500,-56.61,2.16,14.83,0.60
1778.33500,-56.61,2.16,14.83,0.60
1778.35500,-56.61,2.16,14.83,0.60
1778.37500,-56.60,2.16,14.83,0.60
1778.39500,-56.60,2.16,14.83,0.60
1778.41500,-56.60,2.16,14.83,0.60
1778.43500,-56.60,2.16,14.83,0.60
1778.45500,-56.60,2.16,14.83,0.60
1778.47500,-56.60,2.16,14.83,0.60
1778.49500,-56.60,2.16,14.83,0.60
1778.51500,-56.60,2.16,14.83,0.60
1778.53500,-56.60,2.16,14.82,0.60
1778.55500,-56.59,2.16,14.82,0.60
1778.57500,-56.59,2.16,14.82,0.60
1778.59500,-56.59,2.16,14.82,0.60
1778.61500,-56.59,2.16,14.82,0.60
1778.63500,-56.59,2.16,14.82,0.60
1778.65500,-56.59,2.16,14.82,0.60
1778.67500,-56.59,2.16,14.82,0.60
1778.69500,-56.59,2.16,14.82,0.60
1778.71500,-56.58,2.16,14.82,0.60
1778.73500,-56.58,2.16,14.82,0.60
1778.75500,-56.58,2.16,14.82,0.60
1778.77500,-56.58,2.16,14.82,0.60
1778.79500,-56.58,2.16,14.82,0.60
1778.81500,-56.58,2.16,14.82,0.60
1778.83500,-56.58,2.16,14.82,0.60
1778.85500,-56.58,2.16,14.82,0.60
1778.87500,-56.57,2.16,14.82,0.60
1778.89500,-56.57,2.16,14.82,0.60
1778.91500,-56.57,2.16,14.82,0.60
1778.93500,-56.57,2.16,14.82,0.60
1778.95500,-56.57,2.16,14.82,0.60
1778.97500,-56.57,2.16,14.82,0.60
1778.99500,-56.57,2.16,14.82,0.60
1779.01500,-56.57,2.16,14.82,0.60
1779.03500,-56.56,2.16,14.82,0.60
1779.05500,-56.56,2.16,14.82,0.60
1779.07500,-56.56,2.16,14.82,0.60
1779.09500,-56.56,2.16,14.82,0.60
1779.11500,-56.56,2.16,14.82,0.60
1779.13500,-56.56,2.16,14.82,0.60
1779.15500,-56.56,2.16,14.82,0.60
1779.17500,-56.56,2.16,14.82,0.60
1779.19500,-56.56,2.16,14.82,0.60
1779.21500,-56.55,2.16,14.82,0.60
1779.23500,-56.55,2.16,14.82,0.60
1779.25500,-56.55,2.16,14.82,0.60
1779.27500,-56.55,2.16,14.82,0.60
1779.29500,-56.55,2.16,14.82,0.60
1779.31500,-56.55,2.16,14.82,0.60
1779.33500,-56.55,2.16,14.82,0.60
1779.35500,-56.55,2.16,14.82,0.60
1779.37500,-56.54,2.16,14.82,0.60
1779.39500,-56.54,2.16,14.82,0.60
1779.41500,-56.54,2.16,14.82,0.60
1779.43500,-56.54,2.16,14.82,0.60
1779.45500,-56.54,2.16,14.82,0.60
1779.47500,-56.54,2.16,14.82,0.60
1779.49500,-56.54,2.16,14.82,0.60
1779.51500,-56.54,2.16,14.82,0.60
1779.53500,-56.53,2.16,14.82,0.60
1779.55500,-56.53,2.16,14.82,0.60
1779.57500,-56.53,2.16,14.82,0.60
1779.59500,-56.53,2.16,14.82,0.60
1779.61500,-56.53,2.16,14.82,0.60
1779.63500,-56.53,2.16,14.82,0.60
1779.65500,-56.53,2.16,14.82,0.60
1779.67500,-56.53,2.16,14.82,0.60
1779.69500,-56.52,2.16,14.82,0.60
1779.71500,-56.52,2.16,14.82,0.60
1779.73500,-56.52,2.16,14.82,0.60
1779.75500,-56.52,2.16,14.82,0.60
1779.77500,-56.52,2.16,14.82,0.60
1779.79500,-56.52,2.16,14.82,0.60
1779.81500,-56.52,2.16,14.82,0.60
1779.83500,-56.52,2.16,14.82,0.60
1779.85500,-56.52,2.16,14.82,0.60
1779.87500,-56.51,2.16,14.82,0.60
1779.89500,-56.51,2.16,14.81,0.60
1779.91500,-56.51,2.16,14.81,0.60
1779.93500,-56.51,2.16,14.81,0.60
1779.95500,-56.51,2.16,14.81,0.60
1779.97500,-56.51,2.16,14.81,0.60
1779.99500,-56.51,2.16,14.81,0.60
1780.01500,-56.51,2.16,14.81,0.60
1780.03500,-56.50,2.16,14.81,0.60
1780.05500,-56.50,2.16,14.81,0.60
1780.07500,-56.50,2.16,14.81,0.60
1780.09500,-56.50,2.16,14.81,0.60
1780.11500,-56.50,2.16,14.81,0.60
1780.13500,-56.50,2.16,14.81,0.60
1780.15500,-56.50,2.16,14.81,0.60
1780.17500,-56.50,2.16,14.81,0.60
1780.19500,-56.49,2.16,14.81,0.60
1780.21500,-56.49,2.16,14.81,0.60
1780.23500,-56.49,2.16,14.81,0.60
1780.25500,-56.49,2.16,14.81,0.60
1780.27500,-56.49,2.16,14.81,0.60
1780.29500,-56.49,2.16,14.81,0.60
1780.31500,-56.49,2.16,14.81,0.60
1780.33500,-56.49,2.16,14.81,0.60
1780.35500,-56.48,2.16,14.81,0.60
1780.37500,-56.48,2.16,14.81,0.60
1780.39500,-56.48,2.16,14.81,0.60
1780.41500,-56.48,2.16,14.81,0.60
1780.43500,-56.48,2.16,14.81,0.60
1780.45500,-56.48,2.16,14.81,0.60
1780.47500,-56.48,2.16,14.81,0.60
1780.49500,-56.48,2.16,14.81,0.60
1780.51500,-56.48,2.16,14.81,0.60
1780.53500,-56.47,2.16,14.81,0.60
1780.55500,-56.47,2.16,14.81,0.60
1780.57500,-56.47,2.16,14.81,0.60
1780.59500,-56.47,2.16,14.81,0.60
1780.61500,-56.47,2.16,14.81,0.60
1780.63500,-56.47,2.16,14.81,0.60
1780.65500,-56.47,2.16,14.81,0.60
1780.67500,-56.47,2.16,14.81,0.60
1780.69500,-56.46,2.16,14.81,0.60
1780.71500,-56.46,2.16,14.81,0.60
1780.73500,-56.46,2.16,14.81,0.60
1780.75500,-56.46,2.16,14.81,0.60
1780.77500,-56.46,2.16,14.81,0.60
1780.79500,-56.46,2.16,14.81,0.60
1780.81500,-56.46,2.16,14.81,0.60
1780.83500,-56.46,2.16,14.81,0.60
1780.85500,-56.45,2.16,14.81,0.60
1780.87500,-56.45,2.16,14.81,0.60
1780.89500,-56.45,2.16,14.81,0.60
1780.91500,-56.45,2.16,14.81,0.60
1780.93500,-56.45,2.16,14.81,0.60
1780.95500,-56.45,2.16,14.81,0.60
1780.97500,-56.45,2.16,14.81,0.60
1780.99500,-56.45,2.16,14.81,0.60
1781.01500,-56.45,2.16,14.81,0.60
1781.03500,-56.44,2.16,14.81,0.60
1781.05500,-56.44,2.16,14.81,0.60
1781.07500,-56.44,2.16,14.81,0.60
1781.09500,-56.44,2.16,14.81,0.60
1781.11500,-56.44,2.16,14.81,0.60
1781.13500,-56.44,2.16,14.81,0.60
1781.15500,-56.44,2.16,14.81,0.60
1781.17500,-56.44,2.16,14.81,0.60
1781.19500,-56.43,2.16,14.81,0.60
1781.21500,-56.43,2.16,14.81,0.60
1781.23500,-56.43,2.16,14.81,0.60
1781.25500,-56.43,2.16,14.81,0.60
1781.27500,-56.43,2.16,14.80,0.60
1781.29500,-56.43,2.16,14.80,0.60
1781.31500,-56.43,2.16,14.80,0.60
1781.33500,-56.43,2.16,14.80,0.60
1781.35500,-56.42,2.16,14.80,0.60
1781.37500,-56.42,2.16,14.80,0.60
1781.39500,-56.42,2.16,14.80,0.60
1781.41500,-56.42,2.16,14.80,0.60
1781.43500,-56.42,2.16,14.80,0.60
1781.45500,-56.42,2.16,14.80,0.60
1781.47500,-56.42,2.16,14.80,0.60
1781.49500,-56.42,2.16,14.80,0.60
1781.51500,-56.41,2.16,14.80,0.60
1781.53500,-56.41,2.16,14.80,0.60
1781.55500,-56.41,2.16,14.80,0.60
1781.57500,-56.41,2.16,14.80,0.60
1781.59500,-56.41,2.16,14.80,0.60
1781.61500,-56.41,2.16,14.80,0.60
1781.63500,-56.41,2.16,14.80,0.60
1781.65500,-56.41,2.16,14.80,0.60
1781.67500,-56.41,2.16,14.80,0.60
1781.69500,-56.40,2.16,14.80,0.60
1781.71500,-56.40,2.16,14.80,0.60
1781.73500,-56.40,2.16,14.80,0.60
1781.75500,-56.40,2.16,14.80,0.60
1781.77500,-56.40,2.16,14.80,0.60
1781.79500,-56.40,2.16,14.80,0.60
1781.81500,-56.40,2.16,14.80,0.60
1781.83500,-56.40,2.16,14.80,0.60
1781.85500,-56.39,2.16,14.80,0.60
1781.87500,-56.39,2.16,14.80,0.60
1781.89500,-56.39,2.16,14.80,0.60
1781.91500,-56.39,2.16,14.80,0.60
1781.93500,-56.39,2.16,14.80,0.60
1781.95500,-56.39,2.16,14.80,0.60
1781.97500,-56.39,2.16,14.80,0.60
1781.99500,-56.39,2.16,14.80,0.60
1782.01500,-56.38,2.16,14.80,0.60
1782.03500,-56.38,2.16,14.80,0.60
1782.05500,-56.38,2.16,14.80,0.60
1782.07500,-56.38,2.16,14.80,0.60
1782.09500,-56.38,2.16,14.80,0.60
1782.11500,-56.38,2.16,14.80,0.60
1782.13500,-56.38,2.16,14.80,0.60
1782.15500,-56.38,2.16,14.80,0.60
1782.17500,-56.38,2.16,14.80,0.60
1782.19500,-56.37,2.16,14.80,0.60
1782.21500,-56.37,2.16,14.80,0.60
1782.23500,-56.37,2.16,14.80,0.60
1782.25500,-56.37,2.16,14.80,0.60
1782.27500,-56.37,2.16,14.80,0.60
1782.29500,-56.37,2.16,14.80,0.60
1782.31500,-56.37,2.16,14.80,0.60
1782.33500,-56.37,2.16,14.80,0.60
1782.35500,-56.36,2.16,14.80,0.60
1782.37500,-56.36,2.16,14.80,0.60
1782.39500,-56.36,2.16,14.80,0.60
1782.41500,-56.36,2.16,14.80,0.60
1782.43500,-56.36,2.16,14.80,0.60
1782.45500,-56.36,2.16,14.80,0.60
1782.47500,-56.36,2.16,14.80,0.60
1782.49500,-56.36,2.16,14.80,0.60
1782.51500,-56.35,2.16,14.80,0.60
1782.53500,-56.35,2.16,14.80,0.60
1782.55500,-56.35,2.16,14.80,0.60
1782.57500,-56.35,2.16,14.80,0.60
1782.59500,-56.35,2.16,14.80,0.60
1782.61500,-56.35,2.16,14.80,0.60
1782.63500,-56.35,2.16,14.80,0.60
1782.65500,-56.35,2.16,14.79,0.60
1782.67500,-56.35,2.16,14.79,0.60
1782.69500,-56.34,2.16,14.79,0.60
1782.71500,-56.34,2.16,14.79,0.60
1782.73500,-56.34,2.16,14.79,0.60
1782.75500,-56.34,2.16,14.79,0.60
1782.77500,-56.34,2.16,14.79,0.60
1782.79500,-56.34,2.16,14.79,0.60
1782.81500,-56.34,2.16,14.79,0.60
1782.83500,-56.34,2.16,14.79,0.60
1782.85500,-56.33,2.16,14.79,0.60
1782.87500,-56.33,2.16,14.79,0.60
1782.89500,-56.33,2.16,14.79,0.60
1782.91500,-56.33,2.16,14.79,0.60
1782.93500,-56.33,2.16,14.79,0.60
1782.95500,-56.33,2.16,14.79,0.60
1782.97500,-56.33,2.16,14.79,0.60
1782.99500,-56.33,2.16,14.79,0.60
1783.01500,-56.32,2.16,14.79,0.60
1783.03500,-56.32,2.16,14.79,0.60
1783.05500,-56.32,2.16,14.79,0.60
1783.07500,-56.32,2.16,14.79,0.60
1783.09500,-56.32,2.16,14.79,0.60
1783.11500,-56.32,2.16,14.79,0.60
1783.13500,-56.32,2.16,14.79,0.60
1783.15500,-56.32,2.16,14.79,0.60
1783.17500,-56.32,2.16,14.79,0.60
1783.19500,-56.31,2.16,14.79,0.60
1783.21500,-56.31,2.16,14.79,0.60
1783.23500,-56.31,2.16,14.79,0.60
1783.25500,-56.31,2.16,14.79,0.60
1783.27500,-56.31,2.16,14.79,0.60
1783.29500,-56.31,2.16,14.79,0.60
1783.31500,-56.31,2.16,14.79,0.60
1783.33500,-56.31,2.16,14.79,0.60
1783.35500,-56.30,2.16,14.79,0.60
1783.37500,-56.30,2.16,14.79,0.60
1783.39500,-56.30,2.16,14.79,0.60
1783.41500,-56.30,2.16,14.79,0.60
1783.43500,-56.30,2.16,14.79,0.60
1783.45500,-56.30,2.16,14.79,0.60
1783.47500,-56.30,2.16,14.79,0.60
1783.49500,-56.30,2.16,14.79,0.60
1783.51500,-56.29,2.16,14.79,0.60
1783.53500,-56.29,2.16,14.79,0.60
1783.55500,-56.29,2.16,14.79,0.60
1783.57500,-56.29,2.16,14.79,0.60
1783.59500,-56.29,2.16,14.79,0.60
1783.61500,-56.29,2.16,14.79,0.60
1783.63500,-56.29,2.16,14.79,0.60
1783.65500,-56.29,2.16,14.79,0.60
1783.67500,-56.29,2.16,14.79,0.60
1783.69500,-56.28,2.16,14.79,0.60
1783.71500,-56.28,2.16,14.79,0.60
1783.73500,-56.28,2.16,14.79,0.60
1783.75500,-56.28,2.16,14.79,0.60
1783.77500,-56.28,2.16,14.79,0.60
1783.79500,-56.28,2.16,14.79,0.60
1783.81500,-56.28,2.16,14.79,0.60
1783.83500,-56.28,2.16,14.79,0.60
1783.85500,-56.27,2.16,14.79,0.60
1783.87500,-56.27,2.16,14.79,0.60
1783.89500,-56.27,2.16,14.79,0.60
1783.91500,-56.27,2.16,14.79,0.60
1783.93500,-56.27,2.16,14.79,0.60
1783.95500,-56.27,2.16,14.79,0.60
1783.97500,-56.27,2.16,14.79,0.60
1783.99500,-56.27,2.16,14.79,0.60
1784.01500,-56.26,2.16,14.79,0.60
1784.03500,-56.26,2.16,14.78,0.60
1784.05500,-56.26,2.16,14.78,0.60
1784.07500,-56.26,2.16,14.78,0.60
1784.09500,-56.26,2.16,14.78,0.60
1784.11500,-56.26,2.16,14.78,0.60
1784.13500,-56.26,2.16,14.78,0.60
1784.15500,-56.26,2.16,14.78,0.60
1784.17500,-56.26,2.16,14.78,0.60
1784.19500,-56.25,2.16,14.78,0.60
1784.21500,-56.25,2.16,14.78,0.60
1784.23500,-56.25,2.16,14.78,0.60
1784.25500,-56.25,2.16,14.78,0.60
1784.27500,-56.25,2.16,14.78,0.60
1784.29500,-56.25,2.16,14.78,0.60
1784.31500,-56.25,2.16,14.78,0.60
1784.33500,-56.25,2.16,14.78,0.60
1784.35500,-56.24,2.16,14.78,0.60
1784.37500,-56.24,2.16,14.78,0.60
1784.39500,-56.24,2.16,14.78,0.60
1784.41500,-56.24,2.16,14.78,0.60
1784.43500,-56.24,2.16,14.78,0.60
1784.45500,-56.24,2.16,14.78,0.60
1784.47500,-56.24,2.16,14.78,0.60
1784.49500,-56.24,2.16,14.78,0.60
1784.51500,-56.24,2.16,14.78,0.60
1784.53500,-56.23,2.16,14.78,0.60
1784.55500,-56.23,2.16,14.78,0.60
1784.57500,-56.23,2.16,14.78,0.60
1784.59500,-56.23,2.16,14.78,0.60
1784.61500,-56.23,2.16,14.78,0.60
1784.63500,-56.23,2.16,14.78,0.60
1784.65500,-56.23,2.16,14.78,0.60
1784.67500,-56.23,2.16,14.78,0.60
1784.69500,-56.22,2.16,14.78,0.60
1784.71500,-56.22,2.16,14.78,0.60
1784.73500,-56.22,2.16,14.78,0.60
1784.75500,-56.22,2.16,14.78,0.60
1784.77500,-56.22,2.16,14.78,0.60
1784.79500,-56.22,2.16,14.78,0.60
1784.81500,-56.22,2.16,14.78,0.60
1784.83500,-56.22,2.16,14.78,0.60
1784.85500,-56.21,2.16,14.78,0.60
1784.87500,-56.21,2.16,14.78,0.60
1784.89500,-56.21,2.16,14.78,0.60
1784.91500,-56.21,2.16,14.78,0.60
1784.93500,-56.21,2.16,14.78,0.60
1784.95500,-56.21,2.16,14.78,0.60
1784.97500,-56.21,2.16,14.78,0.60
1784.99500,-56.21,2.16,14.78,0.60
1785.01500,-56.21,2.16,14.78,0.60
1785.03500,-56.20,2.16,14.78,0.60
1785.05500,-56.20,2.16,14.78,0.60
1785.07500,-56.20,2.16,14.78,0.60
1785.09500,-56.20,2.16,14.78,0.60
1785.11500,-56.20,2.16,14.78,0.60
1785.13500,-56.20,2.16,14.78,0.60
1785.15500,-56.20,2.16,14.78,0.60
1785.17500,-56.20,2.16,14.78,0.60
1785.19500,-56.19,2.16,14.78,0.60
1785.21500,-56.19,2.16,14.78,0.60
1785.23500,-56.19,2.16,14.78,0.60
1785.25500,-56.19,2.16,14.78,0.60
1785.27500,-56.19,2.16,14.78,0.60
1785.29500,-56.19,2.16,14.78,0.60
1785.31500,-56.19,2.16,14.78,0.60
1785.33500,-56.19,2.16,14.78,0.60
1785.35500,-56.18,2.16,14.78,0.60
1785.37500,-56.18,2.16,14.78,0.60
1785.39500,-56.18,2.16,14.78,0.60
1785.41500,-56.18,2.16,14.77,0.60
1785.43500,-56.18,2.16,14.77,0.60
1785.45500,-56.18,2.16,14.77,0.60
1785.47500,-56.18,2.16,14.77,0.60
1785.49500,-56.18,2.16,14.77,0.60
1785.51500,-56.18,2.16,14.77,0.60
1785.53500,-56.17,2.16,14.77,0.60
1785.55500,-56.17,2.16,14.77,0.60
1785.57500,-56.17,2.16,14.77,0.60
1785.59500,-56.17,2.16,14.77,0.60
1785.61500,-56.17,2.16,14.77,0.60
1785.63500,-56.17,2.16,14.77,0.60
1785.65500,-56.17,2.16,14.77,0.60
1785.67500,-56.17,2.16,14.77,0.60
1785.69500,-56.16,2.16,14.77,0.60
1785.71500,-56.16,2.16,14.77,0.60
1785.73500,-56.16,2.16,14.77,0.60
1785.75500,-56.16,2.16,14.77,0.60
1785.77500,-56.16,2.16,14.77,0.60
1785.79500,-56.16,2.16,14.77,0.60
1785.81500,-56.16,2.16,14.77,0.60
1785.83500,-56.16,2.16,14.77,0.60
1785.85500,-56.16,2.16,14.77,0.60
1785.87500,-56.15,2.16,14.77,0.60
1785.89500,-56.15,2.16,14.77,0.60
1785.91500,-56.15,2.16,14.77,0.60
1785.93500,-56.15,2.16,14.77,0.60
1785.95500,-56.15,2.16,14.77,0.60
1785.97500,-56.15,2.16,14.77,0.60
1785.99500,-56.15,2.16,14.77,0.60
1786.01500,-56.15,2.16,14.77,0.60
1786.03500,-56.14,2.16,14.77,0.60
1786.05500,-56.14,2.16,14.77,0.60
1786.07500,-56.14,2.16,14.77,0.60
1786.09500,-56.14,2.16,14.77,0.60
1786.11500,-56.14,2.16,14.77,0.60
1786.13500,-56.14,2.16,14.77,0.60
1786.15500,-56.14,2.16,14.77,0.60
1786.17500,-56.14,2.16,14.77,0.60
1786.19500,-56.13,2.16,14.77,0.60
1786.21500,-56.13,2.16,14.77,0.60
1786.23500,-56.13,2.16,14.77,0.60
1786.25500,-56.13,2.16,14.77,0.60
1786.27500,-56.13,2.16,14.77,0.60
1786.29500,-56.13,2.16,14.77,0.60
1786.31500,-56.13,2.16,14.77,0.60
1786.33500,-56.13,2.16,14.77,0.60
1786.35500,-56.13,2.16,14.77,0.60
1786.37500,-56.12,2.16,14.77,0.60
1786.39500,-56.12,2.16,14.77,0.60
1786.41500,-56.12,2.16,14.77,0.60
1786.43500,-56.12,2.16,14.77,0.60
1786.45500,-56.12,2.16,14.77,0.60
1786.47500,-56.12,2.16,14.77,0.60
1786.49500,-56.12,2.16,14.77,0.60
1786.51500,-56.12,2.16,14.77,0.60
1786.53500,-56.11,2.16,14.77,0.60
1786.55500,-56.11,2.16,14.77,0.60
1786.57500,-56.11,2.16,14.77,0.60
1786.59500,-56.11,2.16,14.77,0.60
1786.61500,-56.11,2.16,14.77,0.60
1786.63500,-56.11,2.16,14.77,0.60
1786.65500,-56.11,2.16,14.77,0.60
1786.67500,-56.11,2.16,14.77,0.60
1786.69500,-56.11,2.16,14.77,0.60
1786.71500,-56.10,2.16,14.77,0.60
1786.73500,-56.10,2.16,14.77,0.60
1786.75500,-56.10,2.16,14.77,0.60
1786.77500,-56.10,2.16,14.77,0.60
1786.79500,-56.10,2.16,14.77,0.60
1786.81500,-56.10,2.16,14.76,0.60
1786.83500,-56.10,2.16,14.76,0.60
1786.85500,-56.10,2.16,14.76,0.60
1786.87500,-56.09,2.16,14.76,0.60
1786.89500,-56.09,2.16,14.76,0.60
1786.91500,-56.09,2.16,14.76,0.60
1786.93500,-56.09,2.16,14.76,0.60
1786.95500,-56.09,2.16,14.76,0.60
1786.97500,-56.09,2.16,14.76,0.60
1786.99500,-56.09,2.16,14.76,0.60
1787.01500,-56.09,2.16,14.76,0.60
1787.03500,-56.09,2.16,14.76,0.60
1787.05500,-56.08,2.16,14.76,0.60
1787.07500,-56.08,2.16,14.76,0.60
1787.09500,-56.08,2.16,14.76,0.60
1787.11500,-56.08,2.16,14.76,0.60
1787.13500,-56.08,2.16,14.76,0.60
1787.15500,-56.08,2.16,14.76,0.60
1787.17500,-56.08,2.16,14.76,0.60
1787.19500,-56.08,2.16,14.76,0.60
1787.21500,-56.07,2.16,14.76,0.60
1787.23500,-56.07,2.16,14.76,0.60
1787.25500,-56.07,2.16,14.76,0.60
1787.27500,-56.07,2.16,14.76,0.60
1787.29500,-56.07,2.15,14.76,0.60
1787.31500,-56.07,2.15,14.76,0.60
1787.33500,-56.07,2.15,14.76,0.60
1787.35500,-56.07,2.15,14.76,0.60
1787.37500,-56.06,2.15,14.76,0.60
1787.39500,-56.06,2.15,14.76,0.60
1787.41500,-56.06,2.15,14.76,0.60
1787.43500,-56.06,2.15,14.76,0.60
1787.45500,-56.06,2.15,14.76,0.60
1787.47500,-56.06,2.15,14.76,0.60
1787.49500,-56.06,2.15,14.76,0.60
1787.51500,-56.06,2.15,14.76,0.60
1787.53500,-56.06,2.15,14.76,0.60
1787.55500,-56.05,2.15,14.76,0.60
1787.57500,-56.05,2.15,14.76,0.60
1787.59500,-56.05,2.15,14.76,0.60
1787.61500,-56.05,2.15,14.76,0.60
1787.63500,-56.05,2.15,14.76,0.60
1787.65500,-56.05,2.15,14.76,0.60
1787.67500,-56.05,2.15,14.76,0.60
1787.69500,-56.05,2.15,14.76,0.60
1787.71500,-56.04,2.15,14.76,0.60
1787.73500,-56.04,2.15,14.76,0.60
1787.75500,-56.04,2.15,14.76,0.60
1787.77500,-56.04,2.15,14.76,0.60
1787.79500,-56.04,2.15,14.76,0.60
1787.81500,-56.04,2.15,14.76,0.60
1787.83500,-56.04,2.15,14.76,0.60
1787.85500,-56.04,2.15,14.76,0.60
1787.87500,-56.04,2.15,14.76,0.60
1787.89500,-56.03,2.15,14.76,0.60
1787.91500,-56.03,2.15,14.76,0.60
1787.93500,-56.03,2.15,14.76,0.60
1787.95500,-56.03,2.15,14.76,0.60
1787.97500,-56.03,2.15,14.76,0.60
1787.99500,-56.03,2.15,14.76,0.60
1788.01500,-56.03,2.15,14.76,0.60
1788.03500,-56.03,2.15,14.76,0.60
1788.05500,-56.02,2.15,14.76,0.60
1788.07500,-56.02,2.15,14.76,0.60
1788.09500,-56.02,2.15,14.76,0.60
1788.11500,-56.02,2.15,14.76,0.60
1788.13500,-56.02,2.15,14.76,0.60
1788.15500,-56.02,2.15,14.76,0.60
1788.17500,-56.02,2.15,14.76,0.60
1788.19500,-56.02,2.15,14.76,0.60
1788.21500,-56.02,2.15,14.75,0.60
1788.23500,-56.01,2.15,14.75,0.60
1788.25500,-56.01,2.15,14.75,0.60
1788.27500,-56.01,2.15,14.75,0.60
1788.29500,-56.01,2.15,14.75,0.60
1788.31500,-56.01,2.15,14.75,0.60
1788.33500,-56.01,2.15,14.75,0.60
1788.35500,-56.01,2.15,14.75,0.60
1788.37500,-56.01,2.15,14.75,0.60
1788.39500,-56.00,2.15,14.75,0.60
1788.41500,-56.00,2.15,14.75,0.60
1788.43500,-56.00,2.15,14.75,0.60
1788.45500,-56.00,2.15,14.75,0.60
1788.47500,-56.00,2.15,14.75,0.60
1788.49500,-56.00,2.15,14.75,0.60
1788.51500,-56.00,2.15,14.75,0.60
1788.53500,-56.00,2.15,14.75,0.60
1788.55500,-56.00,2.15,14.75,0.60
1788.57500,-55.99,2.15,14.75,0.60
1788.59500,-55.99,2.15,14.75,0.60
1788.61500,-55.99,2.15,14.75,0.60
1788.63500,-55.99,2.15,14.75,0.60
1788.65500,-55.99,2.15,14.75,0.60
1788.67500,-55.99,2.15,14.75,0.60
1788.69500,-55.99,2.15,14.75,0.60
1788.71500,-55.99,2.15,14.75,0.60
1788.73500,-55.98,2.15,14.75,0.60
1788.75500,-55.98,2.15,14.75,0.60
1788.77500,-55.98,2.15,14.75,0.60
1788.79500,-55.98,2.15,14.75,0.60
1788.81500,-55.98,2.15,14.75,0.60
1788.83500,-55.98,2.15,14.75,0.60
1788.85500,-55.98,2.15,14.75,0.60
1788.87500,-55.98,2.15,14.75,0.60
1788.89500,-55.98,2.15,14.75,0.60
1788.91500,-55.97,2.15,14.75,0.60
1788.93500,-55.97,2.15,14.75,0.60
1788.95500,-55.97,2.15,14.75,0.60
1788.97500,-55.97,2.15,14.75,0.60
1788.99500,-55.97,2.15,14.75,0.60
1789.01500,-55.97,2.15,14.75,0.60
1789.03500,-55.97,2.15,14.75,0.60
1789.05500,-55.97,2.15,14.75,0.60
1789.07500,-55.96,2.15,14.75,0.60
1789.09500,-55.96,2.15,14.75,0.60
1789.11500,-55.96,2.15,14.75,0.60
1789.13500,-55.96,2.15,14.75,0.60
1789.15500,-55.96,2.15,14.75,0.60
1789.17500,-55.96,2.15,14.75,0.60
1789.19500,-55.96,2.15,14.75,0.60
1789.21500,-55.96,2.15,14.75,0.60
1789.23500,-55.96,2.15,14.75,0.60
1789.25500,-55.95,2.15,14.75,0.60
1789.27500,-55.95,2.15,14.75,0.60
