Sr2,5p3/2,,,
430.74100,52965.32,501.82,-52814.12,501.82
430.74200,52272.27,495.27,-52121.06,495.26
430.74300,51597.09,488.88,-51445.89,488.88
430.74400,50939.10,482.66,-50787.90,482.66
430.74500,50297.65,476.60,-50146.46,476.59
430.74600,49672.13,470.68,-49520.94,470.68
430.74700,49061.95,464.91,-48910.76,464.91
430.74800,48466.56,459.28,-48315.36,459.28
430.74900,47885.41,453.79,-47734.22,453.78
430.75000,47318.02,448.42,-47166.82,448.42
430.75100,46763.88,443.18,-46612.69,443.18
430.75200,46222.56,438.06,-46071.37,438.06
430.75300,45693.59,433.06,-45542.40,433.06
430.75400,45176.58,428.17,-45025.39,428.17
430.75500,44671.11,423.39,-44519.92,423.39
430.75600,44176.81,418.72,-44025.62,418.72
430.75700,43693.30,414.15,-43542.11,414.14
430.75800,43220.24,409.68,-43069.06,409.67
430.75900,42757.30,405.30,-42606.12,405.29
430.76000,42304.15,401.01,-42152.97,401.01
430.76100,41860.48,396.82,-41709.30,396.81
430.76200,41426.01,392.71,-41274.82,392.71
430.76300,41000.44,388.69,-40849.26,388.68
430.76400,40583.51,384.74,-40432.33,384.74
430.76500,40174.95,380.88,-40023.77,380.88
430.76600,39774.52,377.09,-39623.34,377.09
430.76700,39381.98,373.38,-39230.80,373.38
430.76800,38997.09,369.74,-38845.92,369.74
430.76900,38619.64,366.17,-38468.46,366.17
430.77000,38249.40,362.67,-38098.23,362.67
430.77100,37886.19,359.24,-37735.01,359.24
430.77200,37529.79,355.87,-37378.62,355.87
430.77300,37180.01,352.56,-37028.84,352.56
430.77400,36836.69,349.32,-36685.52,349.31
430.77500,36499.63,346.13,-36348.46,346.12
430.77600,36168.66,343.00,-36017.50,343.00
430.77700,35843.64,339.93,-35692.47,339.92
430.77800,35524.38,336.91,-35373.22,336.90
430.77900,35210.75,333.94,-35059.59,333.94
430.78000,34902.60,331.03,-34751.44,331.02
430.78100,34599.78,328.17,-34448.62,328.16
430.78200,34302.16,325.35,-34151.00,325.35
430.78300,34009.60,322.59,-33858.44,322.58
430.78400,33721.98,319.87,-33570.82,319.86
430.78500,33439.16,317.19,-33288.01,317.19
430.78600,33161.04,314.56,-33009.89,314.56
430.78700,32887.50,311.98,-32736.34,311.97
430.78800,32618.42,309.43,-32467.27,309.43
430.78900,32353.70,306.93,-32202.54,306.92
430.79000,32093.22,304.47,-31942.07,304.46
430.79100,31836.90,302.04,-31685.75,302.04
430.79200,31584.63,299.66,-31433.48,299.65
430.79300,31336.31,297.31,-31185.16,297.30
430.79400,31091.86,295.00,-30940.71,294.99
430.79500,30851.18,292.72,-30700.03,292.72
430.79600,30614.19,290.48,-30463.04,290.48
430.79700,30380.80,288.27,-30229.65,288.27
430.79800,30150.93,286.10,-29999.79,286.09
430.79900,29924.51,283.96,-29773.36,283.95
430.80000,29701.45,281.85,-29550.31,281.84
430.80100,29481.68,279.77,-29330.54,279.77
430.80200,29265.13,277.72,-29113.99,277.72
430.80300,29051.73,275.71,-28900.59,275.70
430.80400,28841.41,273.72,-28690.27,273.71
430.80500,28634.11,271.76,-28482.97,271.75
430.80600,28429.75,269.83,-28278.62,269.82
430.80700,28228.29,267.92,-28077.15,267.92
430.80800,28029.64,266.04,-27878.51,266.04
430.80900,27833.77,264.19,-27682.64,264.19
430.81000,27640.61,262.36,-27489.47,262.36
430.81100,27450.10,260.56,-27298.97,260.56
430.81200,27262.19,258.79,-27111.06,258.78
430.81300,27076.83,257.03,-26925.70,257.03
430.81400,26893.96,255.30,-26742.83,255.30
430.81500,26713.54,253.60,-26562.41,253.59
430.81600,26535.52,251.92,-26384.39,251.91
430.81700,26359.84,250.25,-26208.72,250.25
430.81800,26186.47,248.62,-26035.35,248.61
430.81900,26015.36,247.00,-25864.24,246.99
430.82000,25846.46,245.40,-25695.34,245.39
430.82100,25679.74,243.82,-25528.61,243.82
430.82200,25515.14,242.27,-25364.02,242.26
430.82300,25352.63,240.73,-25201.51,240.73
430.82400,25192.18,239.21,-25041.06,239.21
430.82500,25033.73,237.72,-24882.61,237.71
430.82600,24877.26,236.24,-24726.14,236.23
430.82700,24722.73,234.78,-24571.61,234.77
430.82800,24570.09,233.33,-24418.98,233.33
430.82900,24419.33,231.91,-24268.21,231.90
430.83000,24270.39,230.50,-24119.28,230.49
430.83100,24123.26,229.11,-23972.15,229.10
430.83200,23977.89,227.73,-23826.78,227.73
430.83300,23834.26,226.38,-23683.15,226.37
430.83400,23692.33,225.03,-23541.22,225.03
430.83500,23552.08,223.71,-23400.97,223.70
430.83600,23413.47,222.40,-23262.36,222.39
430.83700,23276.48,221.10,-23125.37,221.09
430.83800,23141.07,219.82,-22989.97,219.81
430.83900,23007.23,218.56,-22856.12,218.55
430.84000,22874.92,217.30,-22723.81,217.30
430.84100,22744.12,216.07,-22593.01,216.06
430.84200,22614.79,214.84,-22463.69,214.84
430.84300,22486.93,213.64,-22335.83,213.63
430.84400,22360.50,212.44,-22209.40,212.43
430.84500,22235.47,211.26,-22084.38,211.25
430.84600,22111.84,210.09,-21960.74,210.08
430.84700,21989.56,208.93,-21838.46,208.93
430.84800,21868.62,207.79,-21717.53,207.78
430.84900,21749.00,206.66,-21597.91,206.65
430.85000,21630.68,205.54,-21479.59,205.53
430.85100,21513.63,204.43,-21362.54,204.43
430.85200,21397.84,203.34,-21246.75,203.33
430.85300,21283.28,202.26,-21132.19,202.25
430.85400,21169.94,201.18,-21018.85,201.18
430.85500,21057.80,200.12,-20906.71,200.12
430.85600,20946.83,199.07,-20795.74,199.07
430.85700,20837.02,198.04,-20685.93,198.03
430.85800,20728.35,197.01,-20577.26,197.00
430.85900,20620.80,195.99,-20469.72,195.98
430.86000,20514.36,194.99,-20363.28,194.98
430.86100,20409.01,193.99,-20257.93,193.98
430.86200,20304.73,193.00,-20153.65,193.00
430.86300,20201.51,192.03,-20050.42,192.02
430.86400,20099.32,191.06,-19948.24,191.05
430.86500,19998.16,190.10,-19847.08,190.10
430.86600,19898.01,189.16,-19746.93,189.15
430.86700,19798.85,188.22,-19647.78,188.21
430.86800,19700.67,187.29,-19549.60,187.28
430.86900,19603.46,186.37,-19452.39,186.36
430.87000,19507.20,185.46,-19356.13,185.45
430.87100,19411.87,184.56,-19260.80,184.55
430.87200,19317.47,183.67,-19166.40,183.66
430.87300,19223.98,182.79,-19072.91,182.78
430.87400,19131.38,181.91,-18980.31,181.90
430.87500,19039.67,181.04,-18888.60,181.03
430.87600,18948.83,180.18,-18797.76,180.17
430.87700,18858.84,179.33,-18707.78,179.32
430.87800,18769.71,178.49,-18618.64,178.48
430.87900,18681.41,177.66,-18530.34,177.65
430.88000,18593.93,176.83,-18442.87,176.82
430.88100,18507.26,176.01,-18356.20,176.00
430.88200,18421.40,175.20,-18270.34,175.19
430.88300,18336.32,174.39,-18185.26,174.38
430.88400,18252.02,173.60,-18100.97,173.59
430.88500,18168.50,172.81,-18017.44,172.80
430.88600,18085.72,172.02,-17934.67,172.01
430.88700,18003.70,171.25,-17852.64,171.24
430.88800,17922.41,170.48,-17771.36,170.47
430.88900,17841.85,169.72,-17690.80,169.71
430.89000,17762.01,168.96,-17610.96,168.95
430.89100,17682.88,168.21,-17531.82,168.21
430.89200,17604.44,167.47,-17453.39,167.46
430.89300,17526.69,166.74,-17375.64,166.73
430.89400,17449.63,166.01,-17298.58,166.00
430.89500,17373.23,165.29,-17222.19,165.28
430.89600,17297.50,164.57,-17146.46,164.56
430.89700,17222.43,163.86,-17071.38,163.85
430.89800,17147.99,163.16,-16996.95,163.15
430.89900,17074.20,162.46,-16923.16,162.45
430.90000,17001.04,161.77,-16849.99,161.76
430.90100,16928.49,161.08,-16777.45,161.07
430.90200,16856.56,160.40,-16705.52,160.39
430.90300,16785.24,159.73,-16634.20,159.72
430.90400,16714.51,159.06,-16563.47,159.05
430.90500,16644.38,158.40,-16493.34,158.39
430.90600,16574.82,157.74,-16423.79,157.73
430.90700,16505.85,157.09,-16354.81,157.08
430.90800,16437.44,156.44,-16286.40,156.43
430.90900,16369.59,155.80,-16218.56,155.79
430.91000,16302.30,155.16,-16151.27,155.15
430.91100,16235.56,154.53,-16084.53,154.52
430.91200,16169.36,153.90,-16018.33,153.89
430.91300,16103.69,153.28,-15952.66,153.27
430.91400,16038.55,152.67,-15887.52,152.66
430.91500,15973.94,152.06,-15822.91,152.05
430.91600,15909.84,151.45,-15758.81,151.44
430.91700,15846.25,150.85,-15695.22,150.84
430.91800,15783.16,150.25,-15632.14,150.24
430.91900,15720.57,149.66,-15569.55,149.65
430.92000,15658.48,149.07,-15507.45,149.06
430.92100,15596.87,148.49,-15445.84,148.48
430.92200,15535.73,147.91,-15384.71,147.90
430.92300,15475.08,147.34,-15324.06,147.33
430.92400,15414.89,146.77,-15263.87,146.76
430.92500,15355.17,146.21,-15204.15,146.20
430.92600,15295.91,145.65,-15144.89,145.64
430.92700,15237.09,145.09,-15086.08,145.08
430.92800,15178.73,144.54,-15027.72,144.53
430.92900,15120.81,143.99,-14969.80,143.98
430.93000,15063.33,143.45,-14912.32,143.44
430.93100,15006.28,142.91,-14855.27,142.90
430.93200,14949.66,142.37,-14798.65,142.36
430.93300,14893.46,141.84,-14742.45,141.83
430.93400,14837.68,141.31,-14686.67,141.30
430.93500,14782.32,140.79,-14631.31,140.78
430.93600,14727.36,140.27,-14576.36,140.26
430.93700,14672.81,139.76,-14521.81,139.74
430.93800,14618.66,139.24,-14467.66,139.23
430.93900,14564.91,138.74,-14413.90,138.72
430.94000,14511.54,138.23,-14360.54,138.22
430.94100,14458.57,137.73,-14307.57,137.72
430.94200,14405.98,137.23,-14254.97,137.22
430.94300,14353.76,136.74,-14202.76,136.73
430.94400,14301.93,136.25,-14150.93,136.24
430.94500,14250.46,135.76,-14099.46,135.75
430.94600,14199.36,135.28,-14048.36,135.27
430.94700,14148.62,134.80,-13997.62,134.79
430.94800,14098.24,134.32,-13947.25,134.31
430.94900,14048.22,133.85,-13897.22,133.84
430.95000,13998.55,133.38,-13847.55,133.37
430.95100,13949.23,132.91,-13798.23,132.90
430.95200,13900.25,132.45,-13749.25,132.44
430.95300,13851.61,131.99,-13700.62,131.98
430.95400,13803.31,131.54,-13652.32,131.52
430.95500,13755.34,131.08,-13604.35,131.07
430.95600,13707.70,130.63,-13556.72,130.62
430.95700,13660.39,130.18,-13509.41,130.17
430.95800,13613.41,129.74,-13462.42,129.73
430.95900,13566.74,129.30,-13415.76,129.29
430.96000,13520.39,128.86,-13369.41,128.85
430.96100,13474.36,128.43,-13323.37,128.41
430.96200,13428.63,127.99,-13277.65,127.98
430.96300,13383.21,127.56,-13232.23,127.55
430.96400,13338.10,127.14,-13187.12,127.12
430.96500,13293.29,126.71,-13142.31,126.70
430.96600,13248.77,126.29,-13097.79,126.28
430.96700,13204.55,125.87,-13053.58,125.86
430.96800,13160.63,125.46,-13009.65,125.45
430.96900,13116.99,125.05,-12966.02,125.03
430.97000,13073.64,124.64,-12922.67,124.62
430.97100,13030.57,124.23,-12879.60,124.22
430.97200,12987.79,123.83,-12836.82,123.81
430.97300,12945.28,123.42,-12794.31,123.41
430.97400,12903.05,123.02,-12752.08,123.01
430.97500,12861.09,122.63,-12710.12,122.61
430.97600,12819.40,122.23,-12668.44,122.22
430.97700,12777.98,121.84,-12627.02,121.83
430.97800,12736.83,121.45,-12585.86,121.44
430.97900,12695.93,121.07,-12544.97,121.05
430.98000,12655.30,120.68,-12504.34,120.67
430.98100,12614.93,120.30,-12463.96,120.29
430.98200,12574.81,119.92,-12423.84,119.91
430.98300,12534.94,119.54,-12383.98,119.53
430.98400,12495.32,119.17,-12344.36,119.16
430.98500,12455.95,118.80,-12304.99,118.78
430.98600,12416.83,118.43,-12265.87,118.41
430.98700,12377.95,118.06,-12226.99,118.05
430.98800,12339.31,117.69,-12188.35,117.68
430.98900,12300.91,117.33,-12149.96,117.32
430.99000,12262.75,116.97,-12111.79,116.96
430.99100,12224.82,116.61,-12073.87,116.60
430.99200,12187.12,116.26,-12036.17,116.24
430.99300,12149.66,115.90,-11998.71,115.89
430.99400,12112.42,115.55,-11961.47,115.54
430.99500,12075.41,115.20,-11924.46,115.19
430.99600,12038.62,114.85,-11887.67,114.84
430.99700,12002.05,114.51,-11851.11,114.49
430.99800,11965.71,114.16,-11814.76,114.15
430.99900,11929.58,113.82,-11778.63,113.81
431.00000,11893.67,113.48,-11742.72,113.47
431.00100,11857.97,113.14,-11707.03,113.13
431.00200,11822.48,112.81,-11671.54,112.80
431.00300,11787.21,112.48,-11636.27,112.46
431.00400,11752.14,112.14,-11601.20,112.13
431.00500,11717.28,111.81,-11566.34,111.80
431.00600,11682.63,111.49,-11531.69,111.47
431.00700,11648.17,111.16,-11497.24,111.15
431.00800,11613.92,110.84,-11462.99,110.82
431.00900,11579.87,110.52,-11428.93,110.50
431.01000,11546.02,110.20,-11395.08,110.18
431.01100,11512.36,109.88,-11361.42,109.86
431.01200,11478.89,109.56,-11327.96,109.55
431.01300,11445.62,109.25,-11294.69,109.23
431.01400,11412.54,108.93,-11261.61,108.92
431.01500,11379.65,108.62,-11228.72,108.61
431.01600,11346.95,108.31,-11196.02,108.30
431.01700,11314.43,108.01,-11163.50,107.99
431.01800,11282.10,107.70,-11131.17,107.69
431.01900,11249.95,107.40,-11099.02,107.38
431.02000,11217.98,107.09,-11067.06,107.08
431.02100,11186.19,106.79,-11035.27,106.78
431.02200,11154.58,106.49,-11003.66,106.48
431.02300,11123.15,106.20,-10972.23,106.18
431.02400,11091.89,105.90,-10940.97,105.89
431.02500,11060.81,105.61,-10909.89,105.59
431.02600,11029.90,105.32,-10878.98,105.30
431.02700,10999.16,105.03,-10848.24,105.01
431.02800,10968.59,104.74,-10817.67,104.72
431.02900,10938.18,104.45,-10787.27,104.43
431.03000,10907.95,104.16,-10757.03,104.15
431.03100,10877.88,103.88,-10726.96,103.86
431.03200,10847.97,103.60,-10697.06,103.58
431.03300,10818.23,103.31,-10667.32,103.30
431.03400,10788.65,103.04,-10637.73,103.02
431.03500,10759.22,102.76,-10608.31,102.74
431.03600,10729.96,102.48,-10579.05,102.47
431.03700,10700.86,102.21,-10549.95,102.19
431.03800,10671.91,101.93,-10521.00,101.92
431.03900,10643.11,101.66,-10492.21,101.64
431.04000,10614.47,101.39,-10463.57,101.37
431.04100,10585.99,101.12,-10435.08,101.10
431.04200,10557.65,100.85,-10406.75,100.84
431.04300,10529.46,100.59,-10378.56,100.57
431.04400,10501.43,100.32,-10350.53,100.30
431.04500,10473.54,100.06,-10322.64,100.04
431.04600,10445.80,99.79,-10294.90,99.78
431.04700,10418.20,99.53,-10267.30,99.52
431.04800,10390.75,99.27,-10239.85,99.26
431.04900,10363.44,99.02,-10212.54,99.00
431.05000,10336.27,98.76,-10185.37,98.74
431.05100,10309.24,98.50,-10158.35,98.49
431.05200,10282.35,98.25,-10131.46,98.23
431.05300,10255.61,98.00,-10104.71,97.98
431.05400,10229.00,97.74,-10078.11,97.73
431.05500,10202.52,97.49,-10051.63,97.48
431.05600,10176.19,97.25,-10025.30,97.23
431.05700,10149.98,97.00,-9999.09,96.98
431.05800,10123.91,96.75,-9973.03,96.74
431.05900,10097.98,96.51,-9947.09,96.49
431.06000,10072.17,96.26,-9921.28,96.25
431.06100,10046.49,96.02,-9895.61,96.00
431.06200,10020.95,95.78,-9870.07,95.76
431.06300,9995.53,95.54,-9844.65,95.52
431.06400,9970.24,95.30,-9819.36,95.28
431.06500,9945.08,95.06,-9794.20,95.04
431.06600,9920.04,94.82,-9769.16,94.81
431.06700,9895.13,94.59,-9744.25,94.57
431.06800,9870.34,94.35,-9719.46,94.34
431.06900,9845.68,94.12,-9694.80,94.11
431.07000,9821.13,93.89,-9670.26,93.87
431.07100,9796.71,93.66,-9645.84,93.64
431.07200,9772.41,93.43,-9621.53,93.41
431.07300,9748.22,93.20,-9597.35,93.18
431.07400,9724.16,92.97,-9573.29,92.96
431.07500,9700.21,92.75,-9549.34,92.73
431.07600,9676.38,92.52,-9525.51,92.50
431.07700,9652.67,92.30,-9501.80,92.28
431.07800,9629.07,92.07,-9478.20,92.06
431.07900,9605.58,91.85,-9454.72,91.84
431.08000,9582.21,91.63,-9431.34,91.61
431.08100,9558.95,91.41,-9408.09,91.39
431.08200,9535.80,91.19,-9384.94,91.18
431.08300,9512.77,90.97,-9361.90,90.96
431.08400,9489.84,90.76,-9338.98,90.74
431.08500,9467.02,90.54,-9316.16,90.53
431.08600,9444.31,90.33,-9293.45,90.31
431.08700,9421.71,90.11,-9270.85,90.10
431.08800,9399.22,89.90,-9248.36,89.88
431.08900,9376.83,89.69,-9225.97,89.67
431.09000,9354.55,89.48,-9203.69,89.46
431.09100,9332.37,89.27,-9181.52,89.25
431.09200,9310.30,89.06,-9159.44,89.04
431.09300,9288.33,88.85,-9137.47,88.84
431.09400,9266.46,88.65,-9115.61,88.63
431.09500,9244.69,88.44,-9093.84,88.42
431.09600,9223.03,88.24,-9072.18,88.22
431.09700,9201.47,88.03,-9050.62,88.01
431.09800,9180.00,87.83,-9029.15,87.81
431.09900,9158.64,87.63,-9007.79,87.61
431.10000,9137.37,87.43,-8986.52,87.41
431.10100,9116.20,87.23,-8965.35,87.21
431.10200,9095.13,87.03,-8944.28,87.01
431.10300,9074.15,86.83,-8923.31,86.81
431.10400,9053.27,86.63,-8902.43,86.61
431.10500,9032.49,86.43,-8881.65,86.42
431.10600,9011.80,86.24,-8860.96,86.22
431.10700,8991.20,86.04,-8840.36,86.03
431.10800,8970.69,85.85,-8819.86,85.83
431.10900,8950.28,85.66,-8799.45,85.64
431.11000,8929.96,85.47,-8779.13,85.45
431.11100,8909.74,85.27,-8758.90,85.26
431.11200,8889.60,85.08,-8738.76,85.07
431.11300,8869.55,84.89,-8718.72,84.88
431.11400,8849.59,84.71,-8698.76,84.69
431.11500,8829.72,84.52,-8678.89,84.50
431.11600,8809.94,84.33,-8659.11,84.31
431.11700,8790.25,84.14,-8639.42,84.13
431.11800,8770.64,83.96,-8619.81,83.94
431.11900,8751.12,83.78,-8600.30,83.76
431.12000,8731.69,83.59,-8580.86,83.57
431.12100,8712.34,83.41,-8561.52,83.39
431.12200,8693.08,83.23,-8542.25,83.21
431.12300,8673.90,83.05,-8523.07,83.03
431.12400,8654.80,82.86,-8503.98,82.85
431.12500,8635.79,82.69,-8484.97,82.67
431.12600,8616.86,82.51,-8466.04,82.49
431.12700,8598.01,82.33,-8447.19,82.31
431.12800,8579.24,82.15,-8428.43,82.13
431.12900,8560.56,81.97,-8409.74,81.96
431.13000,8541.95,81.80,-8391.14,81.78
431.13100,8523.43,81.62,-8372.61,81.60
431.13200,8504.98,81.45,-8354.17,81.43
431.13300,8486.62,81.28,-8335.80,81.26
431.13400,8468.33,81.10,-8317.52,81.08
431.13500,8450.12,80.93,-8299.31,80.91
431.13600,8431.99,80.76,-8281.18,80.74
431.13700,8413.93,80.59,-8263.12,80.57
431.13800,8395.95,80.42,-8245.14,80.40
431.13900,8378.05,80.25,-8227.24,80.23
431.14000,8360.22,80.08,-8209.41,80.06
431.14100,8342.47,79.91,-8191.66,79.89
431.14200,8324.79,79.75,-8173.98,79.73
431.14300,8307.18,79.58,-8156.38,79.56
431.14400,8289.65,79.41,-8138.85,79.39
431.14500,8272.20,79.25,-8121.39,79.23
431.14600,8254.81,79.08,-8104.01,79.06
431.14700,8237.50,78.92,-8086.70,78.90
431.14800,8220.26,78.76,-8069.46,78.74
431.14900,8203.09,78.60,-8052.29,78.58
431.15000,8185.99,78.43,-8035.19,78.41
431.15100,8168.96,78.27,-8018.17,78.25
431.15200,8152.00,78.11,-8001.21,78.09
431.15300,8135.12,77.95,-7984.32,77.93
431.15400,8118.30,77.79,-7967.50,77.77
431.15500,8101.55,77.64,-7950.75,77.62
431.15600,8084.86,77.48,-7934.07,77.46
431.15700,8068.25,77.32,-7917.46,77.30
431.15800,8051.70,77.16,-7900.91,77.14
431.15900,8035.22,77.01,-7884.44,76.99
431.16000,8018.81,76.85,-7868.02,76.83
431.16100,8002.46,76.70,-7851.68,76.68
431.16200,7986.18,76.55,-7835.40,76.53
431.16300,7969.97,76.39,-7819.18,76.37
431.16400,7953.82,76.24,-7803.03,76.22
431.16500,7937.73,76.09,-7786.95,76.07
431.16600,7921.71,75.94,-7770.93,75.92
431.18600,7614.22,73.03,-7463.46,73.01
431.20600,7329.50,70.34,-7178.76,70.32
431.22600,7065.10,67.84,-6914.38,67.82
431.24600,6818.94,65.51,-6668.24,65.49
431.26600,6589.19,63.34,-6438.50,63.32
431.28600,6374.25,61.31,-6223.59,61.29
431.30600,6172.75,59.41,-6022.11,59.38
431.32600,5983.46,57.62,-5832.84,57.59
431.34600,5805.31,55.94,-5654.71,55.91
431.36600,5637.34,54.35,-5486.76,54.32
431.38600,5478.71,52.85,-5328.15,52.82
431.40600,5328.65,51.43,-5178.11,51.40
431.42600,5186.50,50.09,-5035.97,50.06
431.44600,5051.64,48.82,-4901.13,48.78
431.46600,4923.53,47.61,-4773.04,47.57
431.48600,4801.67,46.45,-4651.20,46.42
431.50600,4685.61,45.36,-4535.17,45.32
431.52600,4574.96,44.31,-4424.54,44.28
431.54600,4469.35,43.32,-4318.94,43.28
431.56600,4368.43,42.36,-4218.04,42.33
431.58600,4271.91,41.45,-4121.54,41.41
431.60600,4179.50,40.58,-4029.15,40.54
431.62600,4090.94,39.74,-3940.61,39.70
431.64600,4006.01,38.94,-3855.70,38.90
431.66600,3924.47,38.17,-3774.18,38.13
431.68600,3846.14,37.43,-3695.87,37.39
431.70600,3770.83,36.72,-3620.58,36.68
431.72600,3698.36,36.04,-3548.13,35.99
431.74600,3628.59,35.38,-3478.37,35.34
431.76600,3561.35,34.74,-3411.16,34.70
431.78600,3496.52,34.13,-3346.35,34.09
431.80600,3433.98,33.54,-3283.82,33.50
431.82600,3373.59,32.97,-3223.45,32.93
431.84600,3315.25,32.42,-3165.14,32.37
431.86600,3258.87,31.89,-3108.77,31.84
431.88600,3204.33,31.38,-3054.26,31.33
431.90600,3151.57,30.88,-3001.51,30.83
431.92600,3100.48,30.40,-2950.44,30.35
431.94600,3050.99,29.93,-2900.97,29.88
431.96600,3003.03,29.48,-2853.03,29.42
431.98600,2956.52,29.04,-2806.54,28.99
432.00600,2911.41,28.61,-2761.45,28.56
432.02600,2867.63,28.20,-2717.69,28.15
432.04600,2825.13,27.80,-2675.20,27.74
432.06600,2783.84,27.41,-2633.94,27.35
432.08600,2743.72,27.03,-2593.84,26.97
432.10600,2704.72,26.66,-2554.85,26.61
432.12600,2666.79,26.31,-2516.94,26.25
432.14600,2629.89,25.96,-2480.06,25.90
432.16600,2593.98,25.62,-2444.17,25.56
432.18600,2559.01,25.29,-2409.23,25.23
432.20600,2524.96,24.97,-2375.19,24.91
432.22600,2491.79,24.66,-2342.04,24.60
432.24600,2459.46,24.35,-2309.73,24.29
432.26600,2427.94,24.05,-2278.23,23.99
432.28600,2397.20,23.77,-2247.51,23.70
432.30600,2367.22,23.48,-2217.55,23.42
432.32600,2337.96,23.21,-2188.31,23.14
432.34600,2309.41,22.94,-2159.77,22.87
432.36600,2281.53,22.68,-2131.91,22.61
432.38600,2254.30,22.42,-2104.70,22.35
432.40600,2227.70,22.17,-2078.12,22.10
432.42600,2201.70,21.92,-2052.14,21.86
432.44600,2176.30,21.68,-2026.76,21.62
432.46600,2151.46,21.45,-2001.94,21.38
432.48600,2127.17,21.22,-1977.67,21.15
432.50600,2103.42,21.00,-1953.93,20.93
432.52600,2080.18,20.78,-1930.71,20.71
432.54600,2057.43,20.57,-1907.98,20.49
432.56600,2035.17,20.36,-1885.74,20.28
432.58600,2013.37,20.15,-1863.96,20.08
432.60600,1992.03,19.95,-1842.64,19.87
432.62600,1971.12,19.75,-1821.75,19.68
432.64600,1950.64,19.56,-1801.29,19.48
432.66600,1930.58,19.37,-1781.24,19.29
432.68600,1910.91,19.19,-1761.60,19.11
432.70600,1891.63,19.01,-1742.34,18.93
432.72600,1872.73,18.83,-1723.45,18.75
432.74600,1854.19,18.65,-1704.94,18.57
432.76600,1836.02,18.48,-1686.78,18.40
432.78600,1818.18,18.32,-1668.96,18.23
432.80600,1800.68,18.15,-1651.49,18.07
432.82600,1783.51,17.99,-1634.33,17.91
432.84600,1766.66,17.83,-1617.50,17.75
432.86600,1750.12,17.68,-1600.97,17.59
432.88600,1733.87,17.52,-1584.75,17.44
432.90600,1717.92,17.37,-1568.82,17.29
432.92600,1702.26,17.23,-1553.17,17.14
432.94600,1686.87,17.08,-1537.80,16.99
432.96600,1671.75,16.94,-1522.70,16.85
432.98600,1656.90,16.80,-1507.87,16.71
433.00600,1642.30,16.66,-1493.29,16.57
433.02600,1627.95,16.53,-1478.96,16.44
433.04600,1613.84,16.39,-1464.87,16.30
433.06600,1599.97,16.26,-1451.02,16.17
433.08600,1586.34,16.14,-1437.40,16.04
433.10600,1572.93,16.01,-1424.01,15.92
433.12600,1559.74,15.89,-1410.84,15.79
433.14600,1546.76,15.76,-1397.88,15.67
433.16600,1534.00,15.64,-1385.13,15.55
433.18600,1521.44,15.53,-1372.59,15.43
433.20600,1509.07,15.41,-1360.25,15.31
433.22600,1496.91,15.30,-1348.10,15.20
433.24600,1484.93,15.18,-1336.15,15.09
433.26600,1473.15,15.07,-1324.38,14.97
433.28600,1461.54,14.96,-1312.79,14.87
433.30600,1450.11,14.86,-1301.38,14.76
433.32600,1438.86,14.75,-1290.15,14.65
433.34600,1427.77,14.65,-1279.08,14.55
433.36600,1416.86,14.55,-1268.18,14.44
433.38600,1406.10,14.44,-1257.44,14.34
433.40600,1395.50,14.35,-1246.87,14.24
433.42600,1385.06,14.25,-1236.44,14.14
433.44600,1374.77,14.15,-1226.17,14.05
433.46600,1364.63,14.06,-1216.05,13.95
433.48600,1354.64,13.96,-1206.08,13.86
433.50600,1344.79,13.87,-1196.24,13.76
433.52600,1335.08,13.78,-1186.55,13.67
433.54600,1325.50,13.69,-1177.00,13.58
433.56600,1316.06,13.60,-1167.57,13.49
433.58600,1306.75,13.51,-1158.28,13.40
433.60600,1297.57,13.43,-1149.12,13.32
433.62600,1288.51,13.34,-1140.08,13.23
433.64600,1279.58,13.26,-1131.17,13.15
433.66600,1270.77,13.18,-1122.37,13.06
433.68600,1262.08,13.09,-1113.70,12.98
433.70600,1253.50,13.01,-1105.14,12.90
433.72600,1245.04,12.93,-1096.70,12.82
433.74600,1236.69,12.86,-1088.36,12.74
433.76600,1228.44,12.78,-1080.14,12.66
433.78600,1220.31,12.70,-1072.02,12.59
433.80600,1212.28,12.63,-1064.01,12.51
433.82600,1204.35,12.55,-1056.11,12.44
433.84600,1196.53,12.48,-1048.30,12.36
433.86600,1188.80,12.41,-1040.59,12.29
433.88600,1181.18,12.34,-1032.98,12.22
433.90600,1173.64,12.27,-1025.47,12.15
433.92600,1166.21,12.20,-1018.05,12.08
433.94600,1158.86,12.13,-1010.72,12.01
433.96600,1151.61,12.06,-1003.49,11.94
433.98600,1144.44,11.99,-996.34,11.87
434.00600,1137.36,11.93,-989.28,11.80
434.02600,1130.37,11.86,-982.30,11.74
434.04600,1123.46,11.80,-975.41,11.67
434.06600,1116.63,11.73,-968.60,11.61
434.08600,1109.89,11.67,-961.88,11.54
434.10600,1103.22,11.61,-955.23,11.48
434.12600,1096.64,11.55,-948.66,11.42
434.14600,1090.13,11.48,-942.17,11.36
434.16600,1083.69,11.42,-935.76,11.30
434.18600,1077.33,11.36,-929.42,11.24
434.20600,1071.05,11.31,-923.15,11.18
434.22600,1064.84,11.25,-916.95,11.12
434.24600,1058.69,11.19,-910.83,11.06
434.26600,1052.62,11.13,-904.77,11.00
434.28600,1046.61,11.08,-898.79,10.94
434.30600,1040.68,11.02,-892.87,10.89
