wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty,alpha(m=2),alpha(m=2)_uncertainty
497.19,16606.36,245.67,-17503.21,3241.93,3197.76,128.06,13408.6,283.04,15007.48,257.16,19804.12,270.91
497.2,16211.23,241.6,-22347.79,3733.99,3096.62,124.33,13114.61,280,14662.92,254.01,19307.86,263.17
497.21,15820.58,237.77,-28963.6,4406.05,3022.27,120.96,12798.31,277.14,14309.45,251.03,18842.85,255.97
497.22,15428.19,234.18,-38531.47,5377.49,2977.82,117.93,12450.37,274.52,13939.28,248.24,18406.01,249.26
497.23,15025.64,230.83,-53583.38,6903.43,2969.02,115.27,12056.61,272.21,13541.12,245.7,17994.66,242.99
497.24,14600.49,227.77,-80692.25,9644.17,3006.09,113.08,11594.4,270.38,13097.44,243.51,17606.58,237.11
497.25,14132.98,225.06,-143803.58,15999.4,3107.35,111.51,11025.62,269.35,12579.3,241.85,17240.33,231.58
497.26,13600.83,222.97,-451931.1,46880.05,3304.28,110.99,10296.55,269.81,11948.69,241.2,16905.11,226.43
497.27,12891.7,221.92,523309.84,50532.12,3683.75,112.55,9207.95,273.43,11049.83,242.57,16575.45,221.51
497.28,11799.94,223.64,184477.15,16441.09,4446.82,119.4,7353.11,285.55,9576.53,249.43,16246.76,216.8
497.29,9647.72,236.77,123265.83,9831.94,6298.49,145.14,3349.23,330.35,6498.47,278.08,15946.21,212.39
497.3,508.59,366.35,118232.77,7059.46,15151.6,316.16,-14643.01,651.92,-7067.21,504.59,15660.19,208.2
497.3028,-13796.23,645.36,150025.95,6687.89,29378.69,618.41,-43174.92,1246.98,-28485.57,943.46,15582.46,207.07
497.3034,-21748.41,810.65,169634.55,6711.66,37314.34,789.4,-59062.75,1586.77,-40405.58,1196.54,15565.94,206.83
497.304,-35952.18,1111.67,205516.71,6906.97,51501.64,1096.29,-87453.81,2198.32,-61703,1653.4,15549.46,206.59
497.3046,-68585.04,1813.18,289309.09,7769.59,84118.07,1803.81,-152703.11,3611.11,-110644.08,2711.17,15533.02,206.35
497.3052,-222007.41,5140.49,686950.45,14676.67,237524.04,5137.19,-459531.44,10275.61,-340769.42,7707.7,15516.63,206.11
497.3058,291751.85,6036.17,-648769.48,16789.59,-276251.57,6033.37,568003.43,12067.78,429877.64,9051.68,15500.28,205.87
497.3064,101654.68,1911.55,-155790.56,7718.6,-86170.7,1902.69,187825.39,3808.7,144740.04,2859.2,15483.98,205.63
497.307,66106.08,1146.56,-64315.51,6541.47,-50638.36,1131.75,116744.44,2269.08,91425.26,1706.29,15467.72,205.4
497.3076,51099.6,827.97,-26186.43,6131.18,-35648.09,807.36,86747.69,1622.54,68923.64,1223.16,15451.51,205.16
497.3082,42817.3,655.34,-5504.26,5911.8,-27381.96,629.13,70199.26,1268.29,56508.28,959.2,15435.33,204.93
497.31,31274.19,425.01,22106.84,5544.85,-15887.11,383.53,47161.3,783.42,39217.75,600.34,15387.08,204.22
497.32,19261.66,233.46,42827.48,4482.72,-4135.8,147.19,23397.46,334.91,21329.56,279.13,15125.86,200.43
497.33,16912.44,211.91,41514.44,3795.02,-2036.76,112.88,18949.2,276.69,17930.82,239.89,14875.68,196.81
497.34,15823.32,204.09,38774.01,3294.35,-1187.55,100.71,17010.87,257.3,16417.09,226.7,14635.76,193.36
497.35,15148.28,199.51,36156.15,2912.85,-742.84,94.49,15891.13,247.67,15519.71,219.86,14405.44,190.05
497.36,14662.28,196.09,33870.66,2612.48,-478.2,90.51,15140.48,241.59,14901.38,215.31,14184.08,186.89
497.37,14279.68,193.23,31907.91,2369.92,-308.55,87.6,14588.24,237.11,14433.96,211.8,13971.13,183.85
497.38,13960.71,190.67,30219.85,2170.03,-194.65,85.26,14155.36,233.47,14058.04,208.84,13766.07,180.94
497.39,13684.31,188.3,28758.18,2002.53,-115.89,83.28,13800.2,230.33,13742.26,206.21,13568.42,178.14
497.4,13438.24,186.07,27482.07,1860.2,-60.48,81.53,13498.72,227.5,13468.48,203.78,13377.76,175.44
497.41,13214.87,183.94,26358.71,1737.82,-21.19,79.94,13236.06,224.89,13225.46,201.51,13193.68,172.85
497.42,13009.17,181.9,25362.01,1631.53,6.65,78.48,13002.52,222.43,13005.85,199.36,13015.82,170.35
497.62,10387,150.52,16377.24,796.47,-5.96,59.95,10392.96,185.95,10389.98,166.49,10381.04,133.88
497.82,8861.96,129.21,17175.21,964.42,-63.21,49.67,8925.17,160.6,8893.56,143.63,8798.75,111.95
498.32,6595.2,95.85,7025.95,204.71,-123.76,35.79,6718.97,119.88,6657.08,107.05,6471.44,81.03
498.82,5339.27,76.56,5674.27,175.07,-96.6,28.69,5435.86,95.87,5387.56,85.56,5242.67,64.64
499.32,4526.04,63.95,4529,140.24,-63.05,24.34,4589.09,80.02,4557.57,71.4,4462.99,54.41
499.82,3951.85,55.05,3729.96,116.75,-33.04,21.39,3984.89,68.77,3968.37,61.36,3918.82,47.4
500.32,3522.41,48.44,3146.58,100,-8.18,19.26,3530.6,60.37,3526.5,53.88,3514.23,42.31
500.82,3187.47,43.35,2704.51,87.48,11.78,17.65,3175.69,53.87,3181.58,48.09,3199.25,38.46
501.32,2917.59,39.3,2359.86,77.77,27.41,16.39,2890.17,48.68,2903.88,43.48,2945,35.45
501.82,2694.16,36.02,2085.4,70.04,39.05,15.39,2655.11,44.45,2674.63,39.72,2733.21,33.05
502.32,2504.48,33.32,1863.7,63.75,46.56,14.6,2457.92,40.93,2481.2,36.6,2551.04,31.16
502.82,2338.65,31.09,1684.03,58.56,48.74,14.05,2289.91,37.96,2314.28,33.98,2387.39,29.78
503.32,2185.83,29.36,1542.45,54.29,40.92,13.92,2144.9,35.42,2165.37,31.78,2226.75,29.28
503.35,2176.69,29.28,1535.29,54.06,39.86,13.94,2136.83,35.28,2156.76,31.66,2216.55,29.31
503.38,2167.51,29.2,1528.31,53.84,38.69,13.97,2128.82,35.14,2148.16,31.55,2206.2,29.34
503.41,2158.28,29.13,1521.51,53.62,37.41,14,2120.87,35,2139.58,31.43,2195.69,29.4
503.44,2148.99,29.06,1514.91,53.41,36,14.05,2112.99,34.87,2130.99,31.32,2184.99,29.46
503.47,2139.63,29,1508.52,53.2,34.45,14.09,2105.17,34.73,2122.4,31.21,2174.08,29.54
503.5,2130.17,28.94,1502.34,52.99,32.75,14.15,2097.41,34.59,2113.79,31.1,2162.92,29.64
503.53,2120.6,28.88,1496.41,52.79,30.88,14.22,2089.72,34.46,2105.16,30.99,2151.49,29.76
503.56,2110.91,28.84,1490.72,52.6,28.83,14.3,2082.08,34.33,2096.5,30.89,2139.73,29.9
503.59,2101.06,28.8,1485.31,52.41,26.55,14.4,2074.51,34.2,2087.79,30.78,2127.62,30.07
503.62,2091.04,28.77,1480.19,52.22,24.04,14.51,2066.99,34.07,2079.01,30.69,2115.08,30.26
503.65,2080.8,28.75,1475.4,52.05,21.26,14.63,2059.54,33.94,2070.17,30.59,2102.05,30.5
503.68,2070.3,28.75,1470.97,51.88,18.17,14.78,2052.14,33.81,2061.22,30.5,2088.47,30.78
503.71,2059.51,28.76,1466.93,51.72,14.72,14.96,2044.79,33.68,2052.15,30.41,2074.24,31.1
503.74,2048.37,28.79,1463.35,51.57,10.87,15.17,2037.51,33.55,2042.94,30.33,2059.24,31.49
503.77,2036.81,28.84,1460.28,51.44,6.53,15.41,2030.28,33.43,2033.54,30.25,2043.34,31.94
503.8,2024.74,28.91,1457.79,51.32,1.64,15.69,2023.1,33.3,2023.92,30.18,2026.38,32.49
503.83,2012.07,29.02,1455.99,51.21,-3.91,16.03,2015.98,33.18,2014.02,30.12,2008.16,33.13
503.86,1998.65,29.17,1454.98,51.13,-10.26,16.44,2008.91,33.06,2003.78,30.07,1988.4,33.9
503.89,1984.33,29.38,1454.91,51.08,-17.56,16.92,2001.9,32.94,1993.11,30.04,1966.77,34.83
503.92,1968.89,29.64,1456,51.06,-26.04,17.51,1994.93,32.82,1981.91,30.02,1942.85,35.97
503.95,1952.03,30,1458.49,51.09,-35.99,18.22,1988.02,32.7,1970.03,30.03,1916.04,37.35
503.98,1933.36,30.48,1462.74,51.17,-47.8,19.11,1981.16,32.58,1957.26,30.07,1885.56,39.07
504.01,1912.33,31.12,1469.25,51.34,-62.02,20.21,1974.36,32.46,1943.34,30.15,1850.31,41.23
504.04,1888.15,31.99,1478.71,51.63,-79.45,21.62,1967.6,32.35,1927.87,30.3,1808.71,43.98
504.07,1859.64,33.18,1492.18,52.1,-101.24,23.44,1960.89,32.23,1910.27,30.54,1758.4,47.56
504.1,1824.97,34.87,1511.29,52.83,-129.25,25.85,1954.23,32.12,1889.6,30.93,1695.72,52.32
504.13,1781.11,37.34,1538.72,54.01,-166.51,29.17,1947.62,32,1864.36,31.57,1614.6,58.88
504.16,1722.66,41.11,1579.2,55.97,-218.4,33.91,1941.05,31.89,1831.85,32.65,1504.26,68.28
504.19,1639.03,47.2,1642.03,59.44,-295.5,41.13,1934.54,31.78,1786.79,34.58,1343.53,82.64
504.22,1506.19,57.98,1748.18,66.21,-421.88,53.2,1928.07,31.67,1717.13,38.41,1084.31,106.68
504.25,1255.22,80.28,1957.59,81.85,-666.42,76.91,1921.64,31.56,1588.43,47.34,588.8,154.02
504.28,576.62,144.63,2538.75,132.54,-1338.65,142.81,1915.27,31.45,1245.94,76.52,-762.03,285.72
504.283,437.98,158.05,2658.27,143.57,-1476.65,156.38,1914.63,31.43,1176.31,82.88,-1038.67,312.85
504.286,270.14,174.34,2803.09,157.09,-1643.86,172.83,1914,31.42,1092.07,90.68,-1373.72,345.75
504.289,62.72,194.53,2982.22,173.97,-1850.64,193.18,1913.36,31.41,988.04,100.43,-1787.92,386.44
504.292,-200.19,220.2,3209.43,195.58,-2112.92,219.01,1912.73,31.4,856.27,112.9,-2313.1,438.09
504.295,-544.4,253.89,3507.07,224.13,-2456.49,252.86,1912.1,31.39,683.85,129.38,-3000.89,505.77
504.298,-1014.64,300.01,3913.88,263.43,-2926.1,299.13,1911.46,31.38,448.41,152.07,-3940.74,598.32
504.301,-1695.81,366.93,4503.4,320.74,-3606.64,366.22,1910.83,31.37,107.51,185.15,-5302.45,732.47
504.304,-2771.18,472.73,5434.33,411.71,-4681.38,472.18,1910.2,31.36,-430.49,237.68,-7452.56,944.38
504.307,-4722.85,664.96,7124.2,577.52,-6632.42,664.57,1909.57,31.35,-1406.64,333.41,-11355.28,1329.16
504.31,-9360.18,1122.08,11139.94,972.73,-11269.11,1121.84,1908.93,31.34,-3725.62,561.59,-20629.29,2243.7
504.313,-34470.06,3598.41,32885.48,3116.62,-36378.37,3598.33,1908.3,31.33,-16280.88,1799.38,-70848.43,7196.67
504.3136,-63313.99,6443.23,57865.01,5580.18,-65222.17,6443.19,1908.18,31.32,-30702.91,3221.71,-128536.16,12886.39
504.3142,-309971.66,30771.06,271476.77,26648.56,-311879.71,30771.05,1908.05,31.32,-154031.8,15385.55,-621851.38,61542.11
504.3145,353396.9,34657.1,-303017.28,30013.95,351488.91,34657.09,1907.99,31.32,177652.44,17328.57,704885.81,69314.18
504.316,32222.26,2979.73,-24871.98,2580.88,30314.58,2979.64,1907.67,31.32,17064.96,1490.07,62536.84,5959.29
504.319,12694.01,1053.92,-7960.21,913.76,10786.97,1053.67,1907.04,31.3,7300.53,527.55,23480.98,2107.36
504.322,8499.43,640.47,-4327.73,556.37,6593.02,640.06,1906.41,31.29,5202.92,321.2,15092.45,1280.15
504.325,6669.64,460.26,-2743.17,400.98,4763.85,459.69,1905.79,31.28,4287.71,231.47,11433.5,919.42
504.328,5644.42,359.4,-1855.34,314.31,3739.26,358.68,1905.16,31.27,3774.79,181.41,9383.68,717.39
504.331,4988.63,294.98,-1287.4,259.19,3084.1,294.1,1904.53,31.26,3446.58,149.57,8072.74,588.25
504.334,4533,250.3,-892.73,221.16,2629.1,249.26,1903.9,31.25,3218.45,127.59,7162.09,498.58
504.337,4197.95,217.51,-602.44,193.43,2294.68,216.32,1903.27,31.24,3050.61,111.56,6492.63,432.7
504.34,3941.17,192.44,-379.86,172.38,2038.52,191.09,1902.65,31.23,2921.91,99.38,5979.69,382.26
504.343,3738.06,172.66,-203.69,155.9,1836.04,171.16,1902.02,31.22,2820.04,89.83,5574.09,342.41
504.346,3573.35,156.67,-60.7,142.69,1671.95,155.02,1901.4,31.21,2737.37,82.18,5245.31,310.13
504.349,3437.07,143.49,57.76,131.91,1536.3,141.68,1900.77,31.2,2668.92,75.91,4973.37,283.46
504.379,2767.05,79.87,649.05,82.8,872.51,76.59,1894.54,31.09,2330.8,46.97,3639.57,153.38
504.409,2518.33,57.64,903.38,69.76,629.97,53.03,1888.35,30.99,2203.34,37.92,3148.3,106.35
504.439,2388.6,46.8,1218.11,76.79,506.39,41.01,1882.21,30.92,2135.4,33.95,2894.99,82.38
504.469,2309.44,40.63,378.79,60.16,433.33,33.79,1876.11,30.9,2092.77,31.9,2742.76,68.04
504.499,2245.81,36.62,821.23,46.99,375.75,29.02,1870.05,30.68,2057.93,30.51,2621.56,58.53
504.529,2202.28,33.98,912.22,46.58,338.24,25.67,1864.04,30.57,2033.16,29.66,2540.52,51.89
504.559,2168.23,32.11,957.12,46.21,310.17,23.21,1858.06,30.47,2013.15,29.07,2478.4,47.02
504.589,2140.46,30.73,984.66,45.85,288.33,21.34,1852.13,30.36,1996.29,28.62,2428.78,43.33
504.619,2117.1,29.68,1003.15,45.52,270.86,19.88,1846.23,30.26,1981.66,28.28,2387.96,40.46
504.649,2096.97,28.86,1016.11,45.22,256.59,18.73,1840.38,30.16,1968.67,28,2353.55,38.18
504.679,2079.28,28.2,1025.37,44.96,244.71,17.79,1834.57,30.06,1956.92,27.76,2323.99,36.33
504.709,2063.48,27.67,1031.99,44.71,234.69,17.01,1828.79,29.97,1946.14,27.56,2298.17,34.81
504.739,2049.18,27.22,1036.67,44.48,226.12,16.37,1823.06,29.87,1936.12,27.38,2275.3,33.54
504.769,2036.09,26.83,1039.85,44.27,218.73,15.82,1817.36,29.77,1926.72,27.21,2254.82,32.47
504.799,2023.98,26.51,1041.88,44.06,212.28,15.36,1811.7,29.67,1917.84,27.07,2236.27,31.56
504.829,2012.7,26.22,1042.97,43.87,206.62,14.96,1806.08,29.58,1909.39,26.93,2219.33,30.78
504.859,2002.11,25.96,1043.32,43.68,201.62,14.61,1800.49,29.48,1901.3,26.8,2203.73,30.1
504.889,1992.11,25.74,1043.06,43.5,197.17,14.31,1794.95,29.39,1893.53,26.68,2189.28,29.5
504.919,1982.62,25.53,1042.29,43.33,193.18,14.04,1789.43,29.29,1886.03,26.57,2175.8,28.98
504.949,1973.56,25.34,1041.1,43.15,189.6,13.8,1783.96,29.2,1878.76,26.46,2163.16,28.51
504.979,1964.88,25.17,1039.55,42.99,186.36,13.59,1778.52,29.11,1871.7,26.35,2151.25,28.09
505.009,1956.55,25.01,1037.69,42.82,183.43,13.4,1773.12,29.02,1864.83,26.25,2139.98,27.72
505.039,1948.51,24.86,1035.59,42.66,180.76,13.23,1767.75,28.93,1858.13,26.15,2129.27,27.38
505.069,1940.74,24.73,1033.26,42.5,178.32,13.07,1762.41,28.84,1851.58,26.05,2119.06,27.07
505.099,1933.21,24.59,1030.74,42.35,176.09,12.93,1757.11,28.75,1845.16,25.96,2109.3,26.79
505.129,1925.89,24.47,1028.06,42.19,174.04,12.8,1751.85,28.66,1838.87,25.87,2099.93,26.53
505.159,1918.77,24.35,1025.24,42.04,172.16,12.68,1746.61,28.57,1832.69,25.78,2090.93,26.3
505.189,1911.83,24.24,1022.3,41.89,170.42,12.57,1741.42,28.48,1826.62,25.69,2082.25,26.08
505.219,1905.06,24.13,1019.25,41.74,168.81,12.47,1736.25,28.39,1820.65,25.6,2073.87,25.87
505.249,1898.43,24.03,1016.11,41.59,167.32,12.37,1731.12,28.31,1814.77,25.52,2065.75,25.68
505.279,1891.95,23.93,1012.89,41.44,165.93,12.28,1726.01,28.22,1808.98,25.43,2057.88,25.51
505.309,1885.59,23.83,1009.61,41.3,164.65,12.2,1720.95,28.13,1803.27,25.35,2050.24,25.34
505.809,1792.93,22.52,950.46,39.05,152.03,11.29,1640.9,26.79,1716.91,24.09,1944.95,23.48
506.309,1715.6,21.48,891.51,37.06,147.21,10.76,1568.39,25.58,1642,23,1862.8,22.37
506.809,1647.61,20.59,836.69,35.26,145.24,10.36,1502.38,24.48,1574.99,22.02,1792.85,21.53
507.309,1586.5,19.8,786.64,33.64,144.52,10.03,1441.99,23.49,1514.24,21.14,1731.02,20.82
507.809,1530.9,19.09,741.17,32.16,144.39,9.74,1386.51,22.58,1458.71,20.33,1675.3,20.2
508.309,1479.9,18.43,699.9,30.82,144.56,9.47,1335.35,21.75,1407.63,19.6,1624.46,19.65
508.809,1432.85,17.84,662.4,29.58,144.84,9.23,1288.01,20.99,1360.43,18.92,1577.7,19.14
509.309,1389.23,17.29,628.26,28.45,145.18,9.01,1244.05,20.28,1316.64,18.3,1534.41,18.67
509.809,1348.64,16.78,597.13,27.4,145.51,8.8,1203.13,19.63,1275.88,17.73,1494.15,18.24
510.309,1310.73,16.31,568.68,26.44,145.82,8.61,1164.91,19.03,1237.82,17.2,1456.55,17.84
510.809,1275.22,15.88,542.61,25.54,146.08,8.42,1129.14,18.47,1202.18,16.7,1421.3,17.46
511.309,1241.88,15.47,518.68,24.7,146.3,8.25,1095.58,17.95,1168.73,16.24,1388.18,17.11
511.809,1210.49,15.09,496.67,23.92,146.47,8.09,1064.02,17.46,1137.25,15.81,1356.96,16.78
512.309,1180.87,14.73,476.39,23.19,146.6,7.93,1034.27,17,1107.57,15.41,1327.47,16.46
512.809,1152.87,14.4,457.66,22.51,146.68,7.78,1006.19,16.57,1079.53,15.03,1299.54,16.16
513.309,1126.34,14.08,440.33,21.87,146.71,7.64,979.63,16.17,1052.99,14.67,1273.06,15.88
513.809,1101.18,13.79,424.27,21.27,146.71,7.51,954.47,15.79,1027.82,14.34,1247.89,15.61
514.309,1077.26,13.51,409.38,20.7,146.67,7.38,930.58,15.43,1003.92,14.02,1223.93,15.36
514.809,1054.49,13.24,395.53,20.16,146.6,7.25,907.89,15.09,981.19,13.73,1201.09,15.11
515.309,1032.79,12.99,382.64,19.65,146.5,7.14,886.28,14.77,959.53,13.44,1179.29,14.88
515.809,1012.07,12.75,370.63,19.17,146.38,7.02,865.69,14.46,938.88,13.18,1158.45,14.65
516.309,992.27,12.53,359.42,18.72,146.23,6.91,846.04,14.17,919.16,12.92,1138.5,14.44
516.809,973.32,12.31,348.95,18.28,146.06,6.81,827.26,13.9,900.29,12.68,1119.38,14.24
517.309,955.17,12.11,339.16,17.87,145.87,6.71,809.3,13.64,882.24,12.45,1101.05,14.04
517.809,937.77,11.91,329.99,17.48,145.67,6.61,792.1,13.39,864.93,12.24,1083.44,13.85
518.309,921.06,11.73,321.4,17.11,145.45,6.52,775.61,13.16,848.33,12.03,1066.51,13.67
518.809,905,11.55,313.34,16.75,145.22,6.42,759.78,12.93,832.39,11.83,1050.22,13.49
519.309,889.56,11.38,305.77,16.41,144.98,6.34,744.58,12.71,817.07,11.64,1034.54,13.32
519.809,874.69,11.21,298.66,16.08,144.73,6.25,729.96,12.51,802.32,11.46,1019.42,13.16
520.309,860.36,11.06,291.98,15.77,144.47,6.17,715.89,12.31,788.13,11.29,1004.84,13
520.809,846.55,10.91,285.68,15.47,144.21,6.09,702.34,12.12,774.44,11.12,990.76,12.85
521.309,833.22,10.76,279.76,15.19,143.95,6.01,689.27,11.94,761.25,10.96,977.17,12.7
521.809,820.35,10.62,274.18,14.91,143.67,5.94,676.67,11.77,748.51,10.81,964.02,12.56
522.309,807.9,10.49,268.91,14.65,143.4,5.86,664.5,11.6,736.2,10.67,951.3,12.42
522.809,795.87,10.36,263.95,14.39,143.13,5.79,652.75,11.44,724.31,10.53,939,12.29
523.309,784.23,10.24,259.26,14.15,142.85,5.73,641.38,11.29,712.8,10.39,927.07,12.16
523.809,772.95,10.12,254.84,13.91,142.57,5.66,630.38,11.14,701.66,10.26,915.52,12.04
524.309,762.02,10.01,250.66,13.69,142.3,5.59,619.73,11,690.87,10.14,904.32,11.91
524.809,751.43,9.9,246.72,13.47,142.02,5.53,609.41,10.86,680.42,10.01,893.45,11.8
525.309,741.15,9.79,242.98,13.26,141.75,5.47,599.41,10.72,670.28,9.9,882.9,11.68
525.809,731.18,9.69,239.46,13.06,141.47,5.41,589.7,10.6,660.44,9.79,872.65,11.57
526.309,721.49,9.59,236.12,12.86,141.2,5.35,580.29,10.47,650.89,9.68,862.69,11.46
526.809,712.08,9.49,232.97,12.67,140.94,5.3,571.14,10.35,641.61,9.57,853.01,11.36
527.309,702.93,9.4,229.99,12.49,140.67,5.24,562.25,10.24,632.59,9.47,843.6,11.25
527.809,694.03,9.31,227.16,12.31,140.41,5.19,553.62,10.13,623.82,9.38,834.44,11.15
528.309,685.37,9.22,224.5,12.14,140.15,5.13,545.21,10.02,615.29,9.28,825.52,11.06
528.809,676.94,9.13,221.97,11.97,139.9,5.08,537.04,9.92,606.99,9.19,816.84,10.96
529.309,668.73,9.05,219.58,11.81,139.65,5.03,529.07,9.82,598.9,9.1,808.38,10.87
529.809,660.73,8.97,217.32,11.65,139.41,4.98,521.32,9.72,591.02,9.02,800.14,10.78
530.309,652.93,8.89,215.19,11.5,139.17,4.94,513.76,9.62,583.35,8.93,792.1,10.69
530.809,645.33,8.82,213.17,11.36,138.93,4.89,506.39,9.53,575.86,8.85,784.26,10.61
531.309,637.91,8.75,211.26,11.21,138.7,4.84,499.21,9.44,568.56,8.77,776.61,10.52
531.809,630.67,8.67,209.46,11.08,138.48,4.8,492.19,9.36,561.43,8.7,769.15,10.44
532.309,623.61,8.61,207.76,10.94,138.26,4.76,485.35,9.27,554.48,8.62,761.86,10.36
532.809,616.7,8.54,206.15,10.81,138.04,4.71,478.66,9.19,547.68,8.55,754.75,10.29
533.309,609.96,8.47,204.63,10.69,137.83,4.67,472.13,9.11,541.05,8.48,747.8,10.21
533.809,603.37,8.41,203.2,10.56,137.63,4.63,465.74,9.03,534.56,8.42,741,10.14
534.309,596.93,8.35,201.86,10.44,137.43,4.59,459.5,8.96,528.22,8.35,734.36,10.06
534.809,590.63,8.29,200.59,10.33,137.24,4.55,453.39,8.89,522.01,8.29,727.87,9.99
535.309,584.47,8.23,199.4,10.21,137.05,4.51,447.42,8.82,515.95,8.23,721.52,9.92
535.809,578.44,8.17,198.28,10.1,136.87,4.48,441.57,8.75,510.01,8.16,715.31,9.85
536.309,572.54,8.12,197.23,10,136.69,4.44,435.84,8.68,504.19,8.11,709.23,9.79
536.809,566.76,8.06,196.25,9.89,136.52,4.4,430.24,8.61,498.5,8.05,703.28,9.72
537.309,561.1,8.01,195.33,9.79,136.36,4.37,424.74,8.55,492.92,7.99,697.46,9.66
537.809,555.55,7.96,194.47,9.69,136.2,4.33,419.35,8.49,487.45,7.94,691.75,9.6
538.309,550.12,7.91,193.67,9.6,136.05,4.3,414.07,8.43,482.1,7.89,686.17,9.54
538.809,544.79,7.86,192.93,9.5,135.9,4.27,408.89,8.37,476.84,7.83,680.69,9.48
539.309,539.57,7.81,192.24,9.41,135.76,4.24,403.81,8.31,471.69,7.78,675.33,9.42
539.809,534.45,7.76,191.6,9.32,135.62,4.2,398.82,8.26,466.64,7.73,670.07,9.36
540.309,529.42,7.71,191.01,9.23,135.49,4.17,393.93,8.2,461.67,7.69,664.91,9.3
540.809,524.49,7.67,190.47,9.15,135.37,4.14,389.12,8.15,456.81,7.64,659.85,9.25
541.309,519.65,7.62,189.98,9.07,135.25,4.11,384.4,8.1,452.03,7.59,654.9,9.19
541.809,514.9,7.58,189.53,8.98,135.13,4.08,379.76,8.05,447.33,7.55,650.03,9.14
542.309,510.23,7.54,189.12,8.91,135.03,4.05,375.2,8,442.72,7.5,645.26,9.09
542.809,505.65,7.5,188.76,8.83,134.92,4.02,370.72,7.95,438.19,7.46,640.57,9.04
543.309,501.14,7.46,188.43,8.75,134.83,4,366.32,7.9,433.73,7.42,635.97,8.99
543.809,496.72,7.42,188.15,8.68,134.74,3.97,361.98,7.85,429.35,7.38,631.46,8.94
544.309,492.37,7.38,187.9,8.61,134.65,3.94,357.72,7.81,425.04,7.34,627.02,8.89
544.809,488.1,7.34,187.69,8.54,134.57,3.92,353.52,7.76,420.81,7.3,622.67,8.84
545.309,483.89,7.3,187.51,8.47,134.5,3.89,349.39,7.72,416.64,7.26,618.39,8.79
545.809,479.76,7.27,187.37,8.4,134.43,3.86,345.33,7.68,412.54,7.22,614.19,8.75
546.309,475.69,7.23,187.26,8.34,134.37,3.84,341.32,7.64,408.51,7.19,610.06,8.7
546.809,471.69,7.2,187.18,8.27,134.31,3.81,337.38,7.6,404.53,7.15,606,8.66
547.309,467.75,7.16,187.14,8.21,134.26,3.79,333.49,7.56,400.62,7.12,602.01,8.62
547.809,463.87,7.13,187.12,8.15,134.21,3.77,329.66,7.52,396.77,7.08,598.09,8.57
548.309,460.06,7.1,187.13,8.09,134.17,3.74,325.89,7.48,392.97,7.05,594.23,8.53
548.809,456.3,7.06,187.17,8.03,134.14,3.72,322.16,7.44,389.23,7.02,590.44,8.49
549.309,452.6,7.03,187.24,7.98,134.11,3.7,318.49,7.41,385.55,6.98,586.71,8.45
549.809,448.95,7,187.34,7.92,134.08,3.67,314.87,7.37,381.91,6.95,583.04,8.41
550.309,445.36,6.97,187.46,7.87,134.06,3.65,311.3,7.34,378.33,6.92,579.43,8.37
550.809,441.82,6.94,187.61,7.81,134.05,3.63,307.77,7.3,374.8,6.89,575.87,8.33
551.309,438.33,6.91,187.78,7.76,134.04,3.61,304.29,7.27,371.31,6.86,572.37,8.29
551.809,434.89,6.88,187.98,7.71,134.04,3.59,300.86,7.23,367.88,6.83,568.93,8.25
552.309,431.5,6.85,188.2,7.66,134.04,3.57,297.46,7.2,364.48,6.8,565.54,8.22
552.809,428.16,6.83,188.44,7.61,134.05,3.55,294.11,7.17,361.14,6.77,562.21,8.18
553.309,424.86,6.8,188.71,7.56,134.06,3.53,290.8,7.14,357.83,6.75,558.92,8.15
553.809,421.61,6.77,189,7.52,134.08,3.51,287.53,7.11,354.57,6.72,555.69,8.11
554.309,418.4,6.75,189.31,7.47,134.1,3.49,284.3,7.08,351.35,6.69,552.5,8.08
554.809,415.23,6.72,189.64,7.43,134.13,3.47,281.11,7.05,348.17,6.67,549.36,8.04
555.309,412.11,6.69,189.99,7.39,134.16,3.45,277.95,7.02,345.03,6.64,546.27,8.01
555.809,409.02,6.67,190.37,7.34,134.2,3.43,274.83,6.99,341.93,6.62,543.22,7.97
556.309,405.98,6.64,190.76,7.3,134.24,3.41,271.74,6.96,338.86,6.59,540.22,7.94
556.809,402.97,6.62,191.17,7.26,134.29,3.39,268.68,6.94,335.83,6.57,537.26,7.91
557.309,400,6.6,191.6,7.22,134.34,3.38,265.66,6.91,332.83,6.54,534.35,7.88
557.809,397.07,6.57,192.05,7.18,134.4,3.36,262.67,6.88,329.87,6.52,531.47,7.85
558.309,394.17,6.55,192.52,7.15,134.47,3.34,259.7,6.86,326.94,6.5,528.64,7.81
558.809,391.31,6.53,193.01,7.11,134.53,3.32,256.77,6.83,324.04,6.47,525.84,7.78
559.309,388.48,6.5,193.52,7.07,134.61,3.31,253.87,6.81,321.17,6.45,523.09,7.75
559.809,385.68,6.48,194.04,7.04,134.69,3.29,250.99,6.78,318.34,6.43,520.37,7.72
560.309,382.92,6.46,194.58,7,134.77,3.28,248.15,6.76,315.53,6.41,517.69,7.7
560.809,380.19,6.44,195.14,6.97,134.86,3.26,245.33,6.74,312.76,6.39,515.04,7.67
