wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty,alpha(m=2),alpha(m=2)_uncertainty
885.09,272.95,3.95,-439.82,6.44,-88.31,1.51,361.25,4.28,317.1,4.05,184.64,4.17
885.59,272.6,3.95,-439.2,6.44,-88.08,1.51,360.68,4.28,316.64,4.05,184.52,4.17
886.09,272.25,3.94,-438.59,6.43,-87.86,1.5,360.11,4.27,316.18,4.05,184.4,4.17
886.59,271.91,3.94,-437.99,6.42,-87.63,1.5,359.54,4.27,315.72,4.04,184.27,4.17
887.09,271.56,3.94,-437.38,6.41,-87.41,1.5,358.98,4.27,315.27,4.04,184.15,4.16
887.59,271.22,3.94,-436.78,6.4,-87.19,1.5,358.41,4.27,314.82,4.04,184.03,4.16
888.09,270.88,3.94,-436.19,6.39,-86.97,1.5,357.85,4.27,314.37,4.04,183.91,4.16
888.59,270.54,3.94,-435.6,6.38,-86.75,1.5,357.3,4.26,313.92,4.04,183.79,4.16
889.09,270.2,3.94,-435.01,6.37,-86.54,1.49,356.74,4.26,313.47,4.04,183.67,4.16
889.59,269.87,3.94,-434.42,6.36,-86.32,1.49,356.19,4.26,313.03,4.03,183.55,4.16
890.09,269.53,3.93,-433.84,6.35,-86.11,1.49,355.64,4.26,312.59,4.03,183.43,4.16
890.59,269.2,3.93,-433.27,6.34,-85.9,1.49,355.1,4.25,312.15,4.03,183.3,4.16
891.09,268.87,3.93,-432.7,6.33,-85.68,1.49,354.55,4.25,311.71,4.03,183.18,4.16
891.59,268.54,3.93,-432.13,6.32,-85.47,1.49,354.01,4.25,311.27,4.03,183.06,4.15
892.09,268.21,3.93,-431.56,6.32,-85.26,1.49,353.47,4.25,310.84,4.03,182.95,4.15
892.59,267.88,3.93,-431,6.31,-85.06,1.48,352.94,4.25,310.41,4.02,182.83,4.15
893.09,267.55,3.93,-430.44,6.3,-84.85,1.48,352.4,4.24,309.98,4.02,182.71,4.15
893.59,267.23,3.93,-429.89,6.29,-84.64,1.48,351.87,4.24,309.55,4.02,182.59,4.15
894.09,266.9,3.92,-429.34,6.28,-84.44,1.48,351.34,4.24,309.12,4.02,182.47,4.15
894.59,266.58,3.92,-428.79,6.27,-84.23,1.48,350.82,4.24,308.7,4.02,182.35,4.15
895.09,266.26,3.92,-428.24,6.26,-84.03,1.48,350.29,4.23,308.28,4.02,182.23,4.15
895.59,265.94,3.92,-427.7,6.25,-83.83,1.48,349.77,4.23,307.85,4.01,182.11,4.15
896.09,265.62,3.92,-427.17,6.25,-83.63,1.47,349.25,4.23,307.44,4.01,181.99,4.15
896.59,265.3,3.92,-426.63,6.24,-83.43,1.47,348.73,4.23,307.02,4.01,181.88,4.14
897.09,264.99,3.92,-426.1,6.23,-83.23,1.47,348.22,4.23,306.6,4.01,181.76,4.14
897.59,264.67,3.92,-425.58,6.22,-83.03,1.47,347.71,4.22,306.19,4.01,181.64,4.14
898.09,264.36,3.92,-425.05,6.21,-82.84,1.47,347.2,4.22,305.78,4.01,181.52,4.14
898.59,264.05,3.91,-424.53,6.21,-82.64,1.47,346.69,4.22,305.37,4,181.4,4.14
899.09,263.73,3.91,-424.01,6.2,-82.45,1.47,346.18,4.22,304.96,4,181.29,4.14
899.59,263.42,3.91,-423.5,6.19,-82.25,1.46,345.68,4.22,304.55,4,181.17,4.14
900.09,263.12,3.91,-422.99,6.18,-82.06,1.46,345.18,4.21,304.15,4,181.05,4.14
900.59,262.81,3.91,-422.48,6.17,-81.87,1.46,344.68,4.21,303.74,4,180.94,4.14
901.09,262.5,3.91,-421.98,6.17,-81.68,1.46,344.18,4.21,303.34,4,180.82,4.14
901.59,262.2,3.91,-421.48,6.16,-81.49,1.46,343.69,4.21,302.94,4,180.7,4.13
902.09,261.89,3.91,-420.98,6.15,-81.3,1.46,343.19,4.21,302.54,3.99,180.59,4.13
902.59,261.59,3.91,-420.48,6.14,-81.12,1.46,342.7,4.2,302.15,3.99,180.47,4.13
903.09,261.29,3.9,-419.99,6.13,-80.93,1.45,342.21,4.2,301.75,3.99,180.36,4.13
903.59,260.98,3.9,-419.5,6.13,-80.74,1.45,341.73,4.2,301.36,3.99,180.24,4.13
904.09,260.68,3.9,-419.02,6.12,-80.56,1.45,341.24,4.2,300.96,3.99,180.13,4.13
904.59,260.39,3.9,-418.53,6.11,-80.38,1.45,340.76,4.2,300.57,3.99,180.01,4.13
905.09,260.09,3.9,-418.05,6.1,-80.19,1.45,340.28,4.19,300.19,3.99,179.89,4.13
905.59,259.79,3.9,-417.58,6.1,-80.01,1.45,339.8,4.19,299.8,3.98,179.78,4.13
906.09,259.5,3.9,-417.1,6.09,-79.83,1.45,339.33,4.19,299.41,3.98,179.67,4.13
906.59,259.2,3.9,-416.63,6.08,-79.65,1.45,338.85,4.19,299.03,3.98,179.55,4.12
907.09,258.91,3.9,-416.16,6.07,-79.47,1.44,338.38,4.19,298.65,3.98,179.44,4.12
907.59,258.62,3.89,-415.7,6.07,-79.3,1.44,337.91,4.18,298.27,3.98,179.32,4.12
908.09,258.33,3.89,-415.24,6.06,-79.12,1.44,337.44,4.18,297.89,3.98,179.21,4.12
908.59,258.04,3.89,-414.78,6.05,-78.94,1.44,336.98,4.18,297.51,3.98,179.09,4.12
909.09,257.75,3.89,-414.32,6.04,-78.77,1.44,336.51,4.18,297.13,3.97,178.98,4.12
909.59,257.46,3.89,-413.87,6.04,-78.59,1.44,336.05,4.18,296.76,3.97,178.87,4.12
910.09,257.17,3.89,-413.42,6.03,-78.42,1.44,335.59,4.17,296.38,3.97,178.75,4.12
910.59,256.89,3.89,-412.97,6.02,-78.25,1.44,335.13,4.17,296.01,3.97,178.64,4.12
911.09,256.6,3.89,-412.52,6.02,-78.08,1.43,334.68,4.17,295.64,3.97,178.53,4.12
911.59,256.32,3.89,-412.08,6.01,-77.9,1.43,334.22,4.17,295.27,3.97,178.41,4.12
912.09,256.04,3.89,-411.64,6,-77.73,1.43,333.77,4.17,294.9,3.97,178.3,4.11
912.59,255.75,3.88,-411.2,6,-77.57,1.43,333.32,4.17,294.54,3.96,178.19,4.11
913.09,255.47,3.88,-410.77,5.99,-77.4,1.43,332.87,4.16,294.17,3.96,178.08,4.11
913.59,255.19,3.88,-410.33,5.98,-77.23,1.43,332.42,4.16,293.81,3.96,177.96,4.11
914.09,254.91,3.88,-409.9,5.98,-77.06,1.43,331.98,4.16,293.45,3.96,177.85,4.11
914.59,254.64,3.88,-409.48,5.97,-76.9,1.43,331.53,4.16,293.09,3.96,177.74,4.11
915.09,254.36,3.88,-409.05,5.96,-76.73,1.42,331.09,4.16,292.73,3.96,177.63,4.11
915.59,254.08,3.88,-408.63,5.96,-76.57,1.42,330.65,4.15,292.37,3.96,177.52,4.11
916.09,253.81,3.88,-408.21,5.95,-76.4,1.42,330.21,4.15,292.01,3.96,177.4,4.11
916.59,253.53,3.88,-407.79,5.94,-76.24,1.42,329.78,4.15,291.66,3.95,177.29,4.11
917.09,253.26,3.88,-407.38,5.94,-76.08,1.42,329.34,4.15,291.3,3.95,177.18,4.1
917.59,252.99,3.87,-406.97,5.93,-75.92,1.42,328.91,4.15,290.95,3.95,177.07,4.1
918.09,252.72,3.87,-406.56,5.92,-75.76,1.42,328.48,4.15,290.6,3.95,176.96,4.1
918.59,252.45,3.87,-406.15,5.92,-75.6,1.42,328.05,4.14,290.25,3.95,176.85,4.1
919.09,252.18,3.87,-405.75,5.91,-75.44,1.42,327.62,4.14,289.9,3.95,176.74,4.1
919.59,251.91,3.87,-405.35,5.9,-75.28,1.41,327.19,4.14,289.55,3.95,176.63,4.1
920.09,251.64,3.87,-404.95,5.9,-75.12,1.41,326.77,4.14,289.21,3.95,176.52,4.1
920.59,251.38,3.87,-404.55,5.89,-74.97,1.41,326.34,4.14,288.86,3.94,176.41,4.1
921.09,251.11,3.87,-404.15,5.88,-74.81,1.41,325.92,4.14,288.52,3.94,176.3,4.1
921.59,250.85,3.87,-403.76,5.88,-74.66,1.41,325.5,4.13,288.17,3.94,176.19,4.1
922.09,250.58,3.87,-403.37,5.87,-74.5,1.41,325.08,4.13,287.83,3.94,176.08,4.1
922.59,250.32,3.86,-402.98,5.87,-74.35,1.41,324.67,4.13,287.49,3.94,175.97,4.09
923.09,250.06,3.86,-402.6,5.86,-74.2,1.41,324.25,4.13,287.15,3.94,175.86,4.09
923.59,249.79,3.86,-402.21,5.85,-74.04,1.41,323.84,4.13,286.82,3.94,175.75,4.09
924.09,249.53,3.86,-401.83,5.85,-73.89,1.4,323.43,4.13,286.48,3.94,175.64,4.09
924.59,249.27,3.86,-401.45,5.84,-73.74,1.4,323.02,4.12,286.15,3.93,175.53,4.09
925.09,249.02,3.86,-401.08,5.84,-73.59,1.4,322.61,4.12,285.81,3.93,175.42,4.09
925.59,248.76,3.86,-400.7,5.83,-73.44,1.4,322.2,4.12,285.48,3.93,175.31,4.09
926.09,248.5,3.86,-400.33,5.82,-73.29,1.4,321.79,4.12,285.15,3.93,175.21,4.09
926.59,248.24,3.86,-399.96,5.82,-73.15,1.4,321.39,4.12,284.82,3.93,175.1,4.09
927.09,247.99,3.86,-399.59,5.81,-73,1.4,320.99,4.12,284.49,3.93,174.99,4.09
927.59,247.73,3.85,-399.23,5.81,-72.85,1.4,320.59,4.11,284.16,3.93,174.88,4.09
928.09,247.48,3.85,-398.86,5.8,-72.71,1.4,320.19,4.11,283.83,3.93,174.77,4.09
928.59,247.23,3.85,-398.5,5.8,-72.56,1.39,319.79,4.11,283.51,3.92,174.67,4.08
929.09,246.97,3.85,-398.14,5.79,-72.42,1.39,319.39,4.11,283.18,3.92,174.56,4.08
929.59,246.72,3.85,-397.79,5.78,-72.27,1.39,319,4.11,282.86,3.92,174.45,4.08
930.09,246.47,3.85,-397.43,5.78,-72.13,1.39,318.6,4.11,282.54,3.92,174.34,4.08
930.59,246.22,3.85,-397.08,5.77,-71.99,1.39,318.21,4.1,282.22,3.92,174.24,4.08
931.09,245.97,3.85,-396.73,5.77,-71.84,1.39,317.82,4.1,281.9,3.92,174.13,4.08
931.59,245.72,3.85,-396.38,5.76,-71.7,1.39,317.43,4.1,281.58,3.92,174.02,4.08
932.09,245.48,3.85,-396.03,5.76,-71.56,1.39,317.04,4.1,281.26,3.92,173.91,4.08
932.59,245.23,3.85,-395.69,5.75,-71.42,1.39,316.65,4.1,280.94,3.92,173.81,4.08
933.09,244.98,3.84,-395.35,5.75,-71.28,1.39,316.27,4.1,280.63,3.91,173.7,4.08
933.59,244.74,3.84,-395.01,5.74,-71.14,1.38,315.88,4.1,280.31,3.91,173.59,4.08
934.09,244.49,3.84,-394.67,5.74,-71.01,1.38,315.5,4.09,280,3.91,173.49,4.07
934.59,244.25,3.84,-394.33,5.73,-70.87,1.38,315.12,4.09,279.68,3.91,173.38,4.07
935.09,244.01,3.84,-394,5.72,-70.73,1.38,314.74,4.09,279.37,3.91,173.28,4.07
935.59,243.76,3.84,-393.66,5.72,-70.59,1.38,314.36,4.09,279.06,3.91,173.17,4.07
936.09,243.52,3.84,-393.33,5.71,-70.46,1.38,313.98,4.09,278.75,3.91,173.06,4.07
936.59,243.28,3.84,-393,5.71,-70.32,1.38,313.61,4.09,278.44,3.91,172.96,4.07
937.09,243.04,3.84,-392.68,5.7,-70.19,1.38,313.23,4.09,278.14,3.91,172.85,4.07
937.59,242.8,3.84,-392.35,5.7,-70.06,1.38,312.86,4.08,277.83,3.9,172.75,4.07
938.09,242.56,3.84,-392.03,5.69,-69.92,1.38,312.49,4.08,277.52,3.9,172.64,4.07
938.59,242.33,3.84,-391.71,5.69,-69.79,1.37,312.11,4.08,277.22,3.9,172.54,4.07
939.09,242.09,3.83,-391.39,5.68,-69.66,1.37,311.75,4.08,276.92,3.9,172.43,4.07
939.59,241.85,3.83,-391.07,5.68,-69.53,1.37,311.38,4.08,276.61,3.9,172.33,4.07
940.09,241.62,3.83,-390.75,5.67,-69.39,1.37,311.01,4.08,276.31,3.9,172.22,4.06
940.59,241.38,3.83,-390.44,5.67,-69.26,1.37,310.64,4.08,276.01,3.9,172.12,4.06
941.09,241.15,3.83,-390.13,5.66,-69.13,1.37,310.28,4.07,275.71,3.9,172.01,4.06
941.59,240.91,3.83,-389.82,5.66,-69,1.37,309.92,4.07,275.41,3.9,171.91,4.06
942.09,240.68,3.83,-389.51,5.65,-68.87,1.37,309.55,4.07,275.12,3.89,171.8,4.06
942.59,240.45,3.83,-389.2,5.65,-68.75,1.37,309.19,4.07,274.82,3.89,171.7,4.06
943.09,240.22,3.83,-388.9,5.64,-68.62,1.37,308.83,4.07,274.52,3.89,171.6,4.06
943.59,239.98,3.83,-388.59,5.64,-68.49,1.36,308.48,4.07,274.23,3.89,171.49,4.06
944.09,239.75,3.83,-388.29,5.63,-68.36,1.36,308.12,4.07,273.94,3.89,171.39,4.06
944.59,239.52,3.83,-387.99,5.63,-68.24,1.36,307.76,4.06,273.64,3.89,171.28,4.06
945.09,239.29,3.82,-387.7,5.63,-68.11,1.36,307.41,4.06,273.35,3.89,171.18,4.06
945.59,239.07,3.82,-387.4,5.62,-67.99,1.36,307.05,4.06,273.06,3.89,171.08,4.06
946.09,238.84,3.82,-387.11,5.62,-67.86,1.36,306.7,4.06,272.77,3.89,170.97,4.05
946.59,238.61,3.82,-386.81,5.61,-67.74,1.36,306.35,4.06,272.48,3.88,170.87,4.05
947.09,238.38,3.82,-386.52,5.61,-67.62,1.36,306,4.06,272.19,3.88,170.77,4.05
947.59,238.16,3.82,-386.23,5.6,-67.49,1.36,305.65,4.06,271.9,3.88,170.67,4.05
948.09,237.93,3.82,-385.94,5.6,-67.37,1.36,305.3,4.05,271.62,3.88,170.56,4.05
948.59,237.71,3.82,-385.66,5.59,-67.25,1.36,304.96,4.05,271.33,3.88,170.46,4.05
949.09,237.48,3.82,-385.37,5.59,-67.13,1.35,304.61,4.05,271.05,3.88,170.36,4.05
949.59,237.26,3.82,-385.09,5.58,-67.01,1.35,304.27,4.05,270.76,3.88,170.26,4.05
950.09,237.04,3.82,-384.81,5.58,-66.89,1.35,303.92,4.05,270.48,3.88,170.15,4.05
950.59,236.82,3.82,-384.53,5.57,-66.77,1.35,303.58,4.05,270.2,3.88,170.05,4.05
951.09,236.59,3.81,-384.25,5.57,-66.65,1.35,303.24,4.05,269.92,3.88,169.95,4.05
951.59,236.37,3.81,-383.98,5.57,-66.53,1.35,302.9,4.05,269.64,3.87,169.85,4.05
952.09,236.15,3.81,-383.7,5.56,-66.41,1.35,302.56,4.04,269.36,3.87,169.74,4.05
952.59,235.93,3.81,-383.43,5.56,-66.29,1.35,302.22,4.04,269.08,3.87,169.64,4.04
953.09,235.71,3.81,-383.16,5.55,-66.17,1.35,301.89,4.04,268.8,3.87,169.54,4.04
953.59,235.5,3.81,-382.89,5.55,-66.06,1.35,301.55,4.04,268.52,3.87,169.44,4.04
954.09,235.28,3.81,-382.62,5.54,-65.94,1.35,301.22,4.04,268.25,3.87,169.34,4.04
954.59,235.06,3.81,-382.35,5.54,-65.82,1.35,300.88,4.04,267.97,3.87,169.24,4.04
955.09,234.84,3.81,-382.09,5.54,-65.71,1.34,300.55,4.04,267.7,3.87,169.14,4.04
955.59,234.63,3.81,-381.82,5.53,-65.59,1.34,300.22,4.03,267.42,3.87,169.03,4.04
956.09,234.41,3.81,-381.56,5.53,-65.48,1.34,299.89,4.03,267.15,3.87,168.93,4.04
956.59,234.2,3.81,-381.3,5.52,-65.36,1.34,299.56,4.03,266.88,3.86,168.83,4.04
957.09,233.98,3.8,-381.04,5.52,-65.25,1.34,299.23,4.03,266.61,3.86,168.73,4.04
957.59,233.77,3.8,-380.78,5.52,-65.14,1.34,298.9,4.03,266.34,3.86,168.63,4.04
958.09,233.55,3.8,-380.53,5.51,-65.02,1.34,298.58,4.03,266.07,3.86,168.53,4.04
958.59,233.34,3.8,-380.27,5.51,-64.91,1.34,298.25,4.03,265.8,3.86,168.43,4.04
959.09,233.13,3.8,-380.02,5.5,-64.8,1.34,297.93,4.03,265.53,3.86,168.33,4.03
959.59,232.92,3.8,-379.77,5.5,-64.69,1.34,297.6,4.02,265.26,3.86,168.23,4.03
960.09,232.71,3.8,-379.52,5.5,-64.58,1.34,297.28,4.02,264.99,3.86,168.13,4.03
960.59,232.5,3.8,-379.27,5.49,-64.47,1.34,296.96,4.02,264.73,3.86,168.03,4.03
961.09,232.29,3.8,-379.02,5.49,-64.36,1.33,296.64,4.02,264.46,3.86,167.93,4.03
961.59,232.08,3.8,-378.77,5.48,-64.25,1.33,296.32,4.02,264.2,3.85,167.83,4.03
962.09,231.87,3.8,-378.53,5.48,-64.14,1.33,296,4.02,263.93,3.85,167.73,4.03
962.59,231.66,3.8,-378.29,5.48,-64.03,1.33,295.69,4.02,263.67,3.85,167.63,4.03
963.09,231.45,3.8,-378.05,5.47,-63.92,1.33,295.37,4.02,263.41,3.85,167.53,4.03
963.59,231.24,3.79,-377.8,5.47,-63.81,1.33,295.05,4.01,263.15,3.85,167.43,4.03
964.09,231.04,3.79,-377.57,5.46,-63.7,1.33,294.74,4.01,262.89,3.85,167.33,4.03
964.59,230.83,3.79,-377.33,5.46,-63.6,1.33,294.43,4.01,262.63,3.85,167.23,4.03
965.09,230.62,3.79,-377.09,5.46,-63.49,1.33,294.11,4.01,262.37,3.85,167.13,4.03
965.59,230.42,3.79,-376.86,5.45,-63.38,1.33,293.8,4.01,262.11,3.85,167.04,4.02
966.09,230.21,3.79,-376.62,5.45,-63.28,1.33,293.49,4.01,261.85,3.85,166.94,4.02
966.59,230.01,3.79,-376.39,5.45,-63.17,1.33,293.18,4.01,261.59,3.85,166.84,4.02
967.09,229.81,3.79,-376.16,5.44,-63.07,1.32,292.87,4.01,261.34,3.84,166.74,4.02
967.59,229.6,3.79,-375.93,5.44,-62.96,1.32,292.56,4.01,261.08,3.84,166.64,4.02
968.09,229.4,3.79,-375.7,5.43,-62.86,1.32,292.26,4,260.83,3.84,166.54,4.02
968.59,229.2,3.79,-375.48,5.43,-62.75,1.32,291.95,4,260.57,3.84,166.44,4.02
969.09,229,3.79,-375.25,5.43,-62.65,1.32,291.64,4,260.32,3.84,166.35,4.02
969.59,228.79,3.79,-375.03,5.42,-62.55,1.32,291.34,4,260.07,3.84,166.25,4.02
970.09,228.59,3.79,-374.8,5.42,-62.44,1.32,291.04,4,259.81,3.84,166.15,4.02
970.59,228.39,3.78,-374.58,5.42,-62.34,1.32,290.73,4,259.56,3.84,166.05,4.02
971.09,228.19,3.78,-374.36,5.41,-62.24,1.32,290.43,4,259.31,3.84,165.95,4.02
971.59,227.99,3.78,-374.14,5.41,-62.14,1.32,290.13,4,259.06,3.84,165.86,4.02
972.09,227.79,3.78,-373.92,5.41,-62.04,1.32,289.83,4,258.81,3.84,165.76,4.02
972.59,227.6,3.78,-373.71,5.4,-61.93,1.32,289.53,3.99,258.56,3.83,165.66,4.01
973.09,227.4,3.78,-373.49,5.4,-61.83,1.32,289.23,3.99,258.32,3.83,165.56,4.01
973.59,227.2,3.78,-373.28,5.4,-61.73,1.31,288.93,3.99,258.07,3.83,165.47,4.01
974.09,227,3.78,-373.06,5.39,-61.63,1.31,288.64,3.99,257.82,3.83,165.37,4.01
974.59,226.81,3.78,-372.85,5.39,-61.54,1.31,288.34,3.99,257.57,3.83,165.27,4.01
975.09,226.61,3.78,-372.64,5.39,-61.44,1.31,288.05,3.99,257.33,3.83,165.17,4.01
975.59,226.42,3.78,-372.43,5.38,-61.34,1.31,287.75,3.99,257.08,3.83,165.08,4.01
976.09,226.22,3.78,-372.22,5.38,-61.24,1.31,287.46,3.99,256.84,3.83,164.98,4.01
976.59,226.03,3.78,-372.02,5.38,-61.14,1.31,287.17,3.99,256.6,3.83,164.88,4.01
977.09,225.83,3.78,-371.81,5.37,-61.04,1.31,286.87,3.98,256.35,3.83,164.79,4.01
977.59,225.64,3.77,-371.61,5.37,-60.95,1.31,286.58,3.98,256.11,3.83,164.69,4.01
978.09,225.44,3.77,-371.4,5.37,-60.85,1.31,286.29,3.98,255.87,3.83,164.59,4.01
978.59,225.25,3.77,-371.2,5.36,-60.75,1.31,286,3.98,255.63,3.82,164.5,4.01
979.09,225.06,3.77,-371,5.36,-60.66,1.31,285.72,3.98,255.39,3.82,164.4,4.01
979.59,224.87,3.77,-370.8,5.36,-60.56,1.31,285.43,3.98,255.15,3.82,164.31,4
980.09,224.67,3.77,-370.6,5.35,-60.47,1.31,285.14,3.98,254.91,3.82,164.21,4
980.59,224.48,3.77,-370.41,5.35,-60.37,1.3,284.85,3.98,254.67,3.82,164.11,4
981.09,224.29,3.77,-370.21,5.35,-60.28,1.3,284.57,3.98,254.43,3.82,164.02,4
981.59,224.1,3.77,-370.01,5.34,-60.18,1.3,284.28,3.97,254.19,3.82,163.92,4
982.09,223.91,3.77,-369.82,5.34,-60.09,1.3,284,3.97,253.96,3.82,163.83,4
982.59,223.72,3.77,-369.63,5.34,-59.99,1.3,283.72,3.97,253.72,3.82,163.73,4
983.09,223.53,3.77,-369.44,5.33,-59.9,1.3,283.44,3.97,253.48,3.82,163.63,4
983.59,223.35,3.77,-369.25,5.33,-59.81,1.3,283.15,3.97,253.25,3.82,163.54,4
984.09,223.16,3.77,-369.06,5.33,-59.71,1.3,282.87,3.97,253.02,3.82,163.44,4
984.59,222.97,3.76,-368.87,5.33,-59.62,1.3,282.59,3.97,252.78,3.81,163.35,4
985.09,222.78,3.76,-368.68,5.32,-59.53,1.3,282.31,3.97,252.55,3.81,163.25,4
985.59,222.6,3.76,-368.49,5.32,-59.44,1.3,282.03,3.97,252.32,3.81,163.16,4
986.09,222.41,3.76,-368.31,5.32,-59.35,1.3,281.76,3.96,252.08,3.81,163.06,4
986.59,222.22,3.76,-368.13,5.31,-59.26,1.3,281.48,3.96,251.85,3.81,162.97,3.99
987.09,222.04,3.76,-367.94,5.31,-59.17,1.3,281.2,3.96,251.62,3.81,162.87,3.99
987.59,221.85,3.76,-367.76,5.31,-59.08,1.29,280.93,3.96,251.39,3.81,162.78,3.99
988.09,221.67,3.76,-367.58,5.3,-58.99,1.29,280.65,3.96,251.16,3.81,162.68,3.99
988.59,221.48,3.76,-367.4,5.3,-58.9,1.29,280.38,3.96,250.93,3.81,162.59,3.99
989.09,221.3,3.76,-367.22,5.3,-58.81,1.29,280.1,3.96,250.7,3.81,162.49,3.99
989.59,221.12,3.76,-367.04,5.3,-58.72,1.29,279.83,3.96,250.47,3.81,162.4,3.99
990.09,220.93,3.76,-366.87,5.29,-58.63,1.29,279.56,3.96,250.25,3.81,162.3,3.99
990.59,220.75,3.76,-366.69,5.29,-58.54,1.29,279.29,3.96,250.02,3.8,162.21,3.99
991.09,220.57,3.76,-366.52,5.29,-58.45,1.29,279.02,3.95,249.79,3.8,162.12,3.99
991.59,220.38,3.76,-366.34,5.28,-58.36,1.29,278.75,3.95,249.57,3.8,162.02,3.99
992.09,220.2,3.76,-366.17,5.28,-58.28,1.29,278.48,3.95,249.34,3.8,161.93,3.99
992.59,220.02,3.75,-366,5.28,-58.19,1.29,278.21,3.95,249.12,3.8,161.83,3.99
993.09,219.84,3.75,-365.83,5.28,-58.1,1.29,277.94,3.95,248.89,3.8,161.74,3.99
993.59,219.66,3.75,-365.66,5.27,-58.01,1.29,277.67,3.95,248.67,3.8,161.65,3.99
994.09,219.48,3.75,-365.49,5.27,-57.93,1.29,277.41,3.95,248.44,3.8,161.55,3.98
994.59,219.3,3.75,-365.33,5.27,-57.84,1.29,277.14,3.95,248.22,3.8,161.46,3.98
995.09,219.12,3.75,-365.16,5.27,-57.76,1.28,276.88,3.95,248,3.8,161.36,3.98
995.59,218.94,3.75,-364.99,5.26,-57.67,1.28,276.61,3.95,247.78,3.8,161.27,3.98
996.09,218.76,3.75,-364.83,5.26,-57.59,1.28,276.35,3.94,247.56,3.8,161.18,3.98
996.59,218.58,3.75,-364.67,5.26,-57.5,1.28,276.08,3.94,247.33,3.8,161.08,3.98
997.09,218.41,3.75,-364.51,5.26,-57.42,1.28,275.82,3.94,247.11,3.79,160.99,3.98
997.59,218.23,3.75,-364.34,5.25,-57.33,1.28,275.56,3.94,246.89,3.79,160.9,3.98
998.09,218.05,3.75,-364.18,5.25,-57.25,1.28,275.3,3.94,246.68,3.79,160.8,3.98
998.59,217.87,3.75,-364.02,5.25,-57.16,1.28,275.04,3.94,246.46,3.79,160.71,3.98
999.09,217.7,3.75,-363.87,5.24,-57.08,1.28,274.78,3.94,246.24,3.79,160.62,3.98
999.59,217.52,3.75,-363.71,5.24,-57,1.28,274.52,3.94,246.02,3.79,160.53,3.98
1000.09,217.35,3.74,-363.55,5.24,-56.91,1.28,274.26,3.94,245.8,3.79,160.43,3.98
1000.59,217.17,3.74,-363.4,5.24,-56.83,1.28,274,3.94,245.59,3.79,160.34,3.98
1001.09,217,3.74,-363.24,5.23,-56.75,1.28,273.74,3.94,245.37,3.79,160.25,3.98
1001.59,216.82,3.74,-363.09,5.23,-56.67,1.28,273.49,3.93,245.15,3.79,160.15,3.97
1002.09,216.65,3.74,-362.94,5.23,-56.59,1.28,273.23,3.93,244.94,3.79,160.06,3.97
1002.59,216.47,3.74,-362.78,5.23,-56.5,1.28,272.98,3.93,244.72,3.79,159.97,3.97
1003.09,216.3,3.74,-362.63,5.22,-56.42,1.27,272.72,3.93,244.51,3.79,159.88,3.97
1003.59,216.13,3.74,-362.48,5.22,-56.34,1.27,272.47,3.93,244.3,3.79,159.78,3.97
1004.09,215.95,3.74,-362.33,5.22,-56.26,1.27,272.21,3.93,244.08,3.78,159.69,3.97
1004.59,215.78,3.74,-362.19,5.22,-56.18,1.27,271.96,3.93,243.87,3.78,159.6,3.97
1005.09,215.61,3.74,-362.04,5.22,-56.1,1.27,271.71,3.93,243.66,3.78,159.51,3.97
1005.59,215.44,3.74,-361.89,5.21,-56.02,1.27,271.45,3.93,243.45,3.78,159.42,3.97
1006.09,215.26,3.74,-361.75,5.21,-55.94,1.27,271.2,3.93,243.23,3.78,159.32,3.97
1006.59,215.09,3.74,-361.6,5.21,-55.86,1.27,270.95,3.93,243.02,3.78,159.23,3.97
1007.09,214.92,3.74,-361.46,5.21,-55.78,1.27,270.7,3.92,242.81,3.78,159.14,3.97
1007.59,214.75,3.74,-361.32,5.2,-55.7,1.27,270.45,3.92,242.6,3.78,159.05,3.97
1008.09,214.58,3.74,-361.17,5.2,-55.62,1.27,270.2,3.92,242.39,3.78,158.96,3.97
1008.59,214.41,3.73,-361.03,5.2,-55.55,1.27,269.96,3.92,242.18,3.78,158.86,3.97
1009.09,214.24,3.73,-360.89,5.2,-55.47,1.27,269.71,3.92,241.97,3.78,158.77,3.97
1009.59,214.07,3.73,-360.75,5.19,-55.39,1.27,269.46,3.92,241.77,3.78,158.68,3.96
1010.09,213.9,3.73,-360.61,5.19,-55.31,1.27,269.21,3.92,241.56,3.78,158.59,3.96
1010.59,213.73,3.73,-360.48,5.19,-55.23,1.27,268.97,3.92,241.35,3.78,158.5,3.96
1011.09,213.56,3.73,-360.34,5.19,-55.16,1.26,268.72,3.92,241.14,3.77,158.41,3.96
1011.59,213.4,3.73,-360.2,5.19,-55.08,1.26,268.48,3.92,240.94,3.77,158.32,3.96
1012.09,213.23,3.73,-360.07,5.18,-55,1.26,268.23,3.92,240.73,3.77,158.23,3.96
1012.59,213.06,3.73,-359.94,5.18,-54.93,1.26,267.99,3.91,240.53,3.77,158.13,3.96
1013.09,212.89,3.73,-359.8,5.18,-54.85,1.26,267.75,3.91,240.32,3.77,158.04,3.96
1013.59,212.73,3.73,-359.67,5.18,-54.77,1.26,267.5,3.91,240.12,3.77,157.95,3.96
