wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty,alpha(m=2),alpha(m=2)_uncertainty
1694.76,238.55,6.25,7.55,2.67,80.88,3.73,157.67,6.24,198.11,6.17,319.43,8.18
1695.26,238.54,6.25,7.64,2.67,80.86,3.73,157.68,6.24,198.11,6.17,319.4,8.18
1695.76,238.53,6.25,7.73,2.67,80.83,3.73,157.69,6.24,198.11,6.17,319.36,8.18
1696.26,238.52,6.25,7.81,2.67,80.81,3.73,157.71,6.24,198.11,6.17,319.32,8.18
1696.76,238.5,6.25,7.9,2.67,80.78,3.73,157.72,6.24,198.11,6.17,319.29,8.18
1697.26,238.49,6.25,7.99,2.68,80.76,3.73,157.74,6.24,198.12,6.17,319.25,8.18
1697.76,238.48,6.25,8.08,2.68,80.73,3.73,157.75,6.24,198.12,6.17,319.21,8.18
1698.26,238.47,6.24,8.17,2.68,80.71,3.73,157.77,6.24,198.12,6.17,319.18,8.17
1698.76,238.46,6.24,8.26,2.68,80.68,3.73,157.78,6.24,198.12,6.17,319.14,8.17
1699.26,238.45,6.24,8.35,2.68,80.65,3.73,157.8,6.24,198.12,6.17,319.11,8.17
1699.76,238.44,6.24,8.44,2.68,80.63,3.73,157.81,6.24,198.13,6.17,319.07,8.17
1700.26,238.43,6.24,8.54,2.68,80.6,3.73,157.83,6.24,198.13,6.17,319.03,8.17
1700.76,238.42,6.24,8.63,2.68,80.57,3.73,157.85,6.24,198.14,6.17,319,8.17
1701.26,238.41,6.24,8.72,2.68,80.55,3.73,157.87,6.24,198.14,6.17,318.96,8.17
1701.76,238.41,6.24,8.82,2.68,80.52,3.73,157.88,6.24,198.14,6.17,318.93,8.17
1702.26,238.4,6.24,8.91,2.69,80.49,3.72,157.9,6.24,198.15,6.17,318.89,8.17
1702.76,238.39,6.24,9.01,2.69,80.47,3.72,157.92,6.24,198.16,6.17,318.85,8.17
1703.26,238.38,6.24,9.11,2.69,80.44,3.72,157.94,6.24,198.16,6.17,318.82,8.17
1703.76,238.37,6.24,9.2,2.69,80.41,3.72,157.96,6.24,198.17,6.17,318.78,8.17
1704.26,238.37,6.24,9.3,2.69,80.38,3.72,157.98,6.24,198.17,6.17,318.75,8.17
1704.76,238.36,6.24,9.4,2.69,80.35,3.72,158.01,6.24,198.18,6.17,318.71,8.17
1705.26,238.35,6.24,9.5,2.69,80.32,3.72,158.03,6.24,198.19,6.17,318.68,8.16
1705.76,238.35,6.24,9.6,2.69,80.3,3.72,158.05,6.24,198.2,6.17,318.64,8.16
1706.26,238.34,6.24,9.7,2.7,80.27,3.72,158.07,6.24,198.21,6.17,318.61,8.16
1706.76,238.33,6.24,9.8,2.7,80.24,3.72,158.1,6.24,198.22,6.17,318.57,8.16
1707.26,238.33,6.24,9.9,2.7,80.21,3.72,158.12,6.24,198.22,6.17,318.53,8.16
1707.76,238.32,6.24,10.01,2.7,80.18,3.72,158.15,6.24,198.23,6.17,318.5,8.16
1708.26,238.32,6.24,10.11,2.7,80.15,3.72,158.17,6.24,198.25,6.17,318.46,8.16
1708.76,238.31,6.24,10.21,2.7,80.12,3.72,158.2,6.24,198.26,6.17,318.43,8.16
1709.26,238.31,6.24,10.32,2.71,80.08,3.72,158.23,6.24,198.27,6.17,318.39,8.16
1709.76,238.31,6.24,10.43,2.71,80.05,3.72,158.25,6.24,198.28,6.17,318.36,8.16
1710.26,238.3,6.24,10.53,2.71,80.02,3.72,158.28,6.24,198.29,6.17,318.32,8.16
1710.76,238.3,6.24,10.64,2.71,79.99,3.72,158.31,6.24,198.31,6.17,318.29,8.16
1711.26,238.3,6.24,10.75,2.71,79.96,3.72,158.34,6.24,198.32,6.17,318.25,8.16
1711.76,238.3,6.24,10.86,2.71,79.92,3.72,158.37,6.24,198.33,6.17,318.22,8.16
1712.26,238.29,6.24,10.97,2.72,79.89,3.72,158.4,6.24,198.35,6.17,318.18,8.15
1712.76,238.29,6.24,11.09,2.72,79.86,3.72,158.44,6.24,198.36,6.17,318.15,8.15
1713.26,238.29,6.24,11.2,2.72,79.82,3.72,158.47,6.24,198.38,6.17,318.11,8.15
1713.76,238.29,6.24,11.32,2.72,79.79,3.72,158.5,6.24,198.4,6.17,318.08,8.15
1714.26,238.29,6.24,11.43,2.72,79.75,3.72,158.54,6.24,198.41,6.17,318.05,8.15
1714.76,238.29,6.24,11.55,2.73,79.72,3.72,158.57,6.25,198.43,6.17,318.01,8.15
1715.26,238.29,6.24,11.67,2.73,79.68,3.72,158.61,6.25,198.45,6.17,317.98,8.15
1715.76,238.29,6.24,11.79,2.73,79.65,3.72,158.65,6.25,198.47,6.17,317.94,8.15
1716.26,238.3,6.24,11.91,2.73,79.61,3.72,158.69,6.25,198.49,6.17,317.91,8.15
1716.76,238.3,6.24,12.03,2.74,79.57,3.72,158.73,6.25,198.51,6.17,317.87,8.15
1717.26,238.3,6.23,12.15,2.74,79.54,3.72,158.77,6.25,198.53,6.17,317.84,8.15
1717.76,238.31,6.23,12.28,2.74,79.5,3.72,158.81,6.25,198.56,6.17,317.8,8.15
1718.26,238.31,6.23,12.41,2.74,79.46,3.72,158.85,6.25,198.58,6.17,317.77,8.15
1718.76,238.32,6.23,12.53,2.75,79.42,3.72,158.89,6.25,198.6,6.17,317.74,8.15
1719.26,238.32,6.23,12.66,2.75,79.38,3.72,158.94,6.25,198.63,6.17,317.7,8.14
1719.76,238.33,6.23,12.79,2.75,79.34,3.72,158.99,6.25,198.66,6.17,317.67,8.14
1720.26,238.33,6.23,12.93,2.75,79.3,3.72,159.03,6.25,198.68,6.17,317.63,8.14
1720.76,238.34,6.23,13.06,2.76,79.26,3.72,159.08,6.25,198.71,6.17,317.6,8.14
1721.26,238.35,6.23,13.2,2.76,79.22,3.72,159.13,6.25,198.74,6.17,317.57,8.14
1721.76,238.36,6.23,13.34,2.76,79.17,3.72,159.18,6.25,198.77,6.17,317.53,8.14
1722.26,238.37,6.23,13.48,2.77,79.13,3.72,159.24,6.25,198.8,6.17,317.5,8.14
1722.76,238.38,6.23,13.62,2.77,79.09,3.72,159.29,6.25,198.83,6.17,317.46,8.14
1723.26,238.39,6.23,13.76,2.77,79.04,3.72,159.35,6.25,198.87,6.17,317.43,8.14
1723.76,238.4,6.23,13.91,2.78,79,3.72,159.4,6.25,198.9,6.17,317.4,8.14
1724.26,238.41,6.23,14.05,2.78,78.95,3.72,159.46,6.25,198.94,6.17,317.36,8.14
1724.76,238.42,6.23,14.2,2.78,78.9,3.72,159.52,6.25,198.97,6.17,317.33,8.14
1725.26,238.44,6.23,14.35,2.79,78.86,3.72,159.58,6.26,199.01,6.17,317.3,8.14
1725.76,238.45,6.23,14.51,2.79,78.81,3.72,159.65,6.26,199.05,6.17,317.26,8.14
1726.26,238.47,6.23,14.66,2.79,78.76,3.72,159.71,6.26,199.09,6.17,317.23,8.14
1726.76,238.49,6.23,14.82,2.8,78.71,3.72,159.78,6.26,199.13,6.17,317.19,8.13
1727.26,238.5,6.23,14.98,2.8,78.66,3.72,159.85,6.26,199.18,6.17,317.16,8.13
1727.76,238.52,6.23,15.15,2.81,78.6,3.72,159.92,6.26,199.22,6.17,317.13,8.13
1728.26,238.54,6.23,15.31,2.81,78.55,3.72,159.99,6.26,199.27,6.18,317.09,8.13
1728.76,238.56,6.23,15.48,2.82,78.5,3.72,160.07,6.26,199.31,6.18,317.06,8.13
1729.26,238.59,6.23,15.65,2.82,78.44,3.72,160.14,6.26,199.36,6.18,317.03,8.13
1729.76,238.61,6.23,15.83,2.83,78.39,3.72,160.22,6.26,199.42,6.18,317,8.13
1730.26,238.63,6.23,16.01,2.83,78.33,3.72,160.3,6.26,199.47,6.18,316.96,8.13
1730.76,238.66,6.23,16.19,2.84,78.27,3.72,160.39,6.27,199.52,6.18,316.93,8.13
1731.26,238.69,6.23,16.37,2.84,78.21,3.72,160.47,6.27,199.58,6.18,316.9,8.13
1731.76,238.71,6.23,16.56,2.85,78.15,3.72,160.56,6.27,199.64,6.18,316.86,8.13
1732.26,238.74,6.23,16.75,2.86,78.09,3.72,160.66,6.27,199.7,6.18,316.83,8.13
1732.76,238.77,6.23,16.95,2.86,78.02,3.72,160.75,6.27,199.76,6.18,316.8,8.13
1733.26,238.81,6.23,17.15,2.87,77.96,3.72,160.85,6.27,199.83,6.18,316.76,8.13
1733.76,238.84,6.23,17.35,2.87,77.89,3.72,160.95,6.27,199.89,6.18,316.73,8.13
1734.26,238.88,6.23,17.55,2.88,77.82,3.72,161.05,6.27,199.96,6.18,316.7,8.12
1734.76,238.91,6.23,17.77,2.89,77.75,3.72,161.16,6.28,200.03,6.18,316.67,8.12
1735.26,238.95,6.23,17.98,2.9,77.68,3.72,161.27,6.28,200.11,6.18,316.63,8.12
1735.76,238.99,6.23,18.2,2.9,77.61,3.72,161.38,6.28,200.19,6.19,316.6,8.12
1736.26,239.03,6.23,18.43,2.91,77.54,3.72,161.5,6.28,200.27,6.19,316.57,8.12
1736.76,239.08,6.23,18.66,2.92,77.46,3.72,161.62,6.28,200.35,6.19,316.54,8.12
1737.26,239.12,6.23,18.89,2.93,77.38,3.72,161.75,6.29,200.44,6.19,316.5,8.12
1737.76,239.17,6.23,19.13,2.94,77.3,3.73,161.87,6.29,200.52,6.19,316.47,8.12
1738.26,239.22,6.23,19.38,2.95,77.22,3.73,162.01,6.29,200.62,6.19,316.44,8.12
1738.76,239.28,6.23,19.63,2.96,77.13,3.73,162.15,6.29,200.71,6.19,316.41,8.12
1739.26,239.33,6.23,19.89,2.97,77.04,3.73,162.29,6.3,200.81,6.19,316.38,8.12
1739.76,239.39,6.24,20.16,2.98,76.95,3.73,162.44,6.3,200.91,6.19,316.34,8.12
1740.26,239.45,6.24,20.43,2.99,76.86,3.73,162.59,6.3,201.02,6.2,316.31,8.12
1740.76,239.51,6.24,20.71,3,76.76,3.73,162.75,6.3,201.13,6.2,316.28,8.12
1741.26,239.58,6.24,21,3.02,76.67,3.73,162.91,6.31,201.25,6.2,316.25,8.12
1741.76,239.65,6.24,21.29,3.03,76.56,3.73,163.09,6.31,201.37,6.2,316.21,8.11
1742.26,239.72,6.24,21.6,3.04,76.46,3.73,163.26,6.31,201.49,6.2,316.18,8.11
1742.76,239.8,6.24,21.91,3.06,76.35,3.73,163.45,6.32,201.62,6.21,316.15,8.11
1743.26,239.88,6.24,22.23,3.07,76.24,3.74,163.64,6.32,201.76,6.21,316.12,8.11
1743.76,239.96,6.24,22.57,3.09,76.13,3.74,163.84,6.33,201.9,6.21,316.09,8.11
1744.26,240.05,6.24,22.91,3.1,76.01,3.74,164.04,6.33,202.05,6.21,316.06,8.11
1744.76,240.14,6.24,23.26,3.12,75.88,3.74,164.26,6.33,202.2,6.21,316.02,8.11
1745.26,240.24,6.24,23.63,3.14,75.76,3.74,164.48,6.34,202.36,6.22,315.99,8.11
1745.76,240.34,6.24,24,3.16,75.62,3.74,164.71,6.35,202.53,6.22,315.96,8.11
1746.26,240.44,6.25,24.39,3.18,75.49,3.75,164.96,6.35,202.7,6.22,315.93,8.11
1746.76,240.55,6.25,24.8,3.2,75.34,3.75,165.21,6.36,202.88,6.23,315.9,8.11
1747.26,240.67,6.25,25.22,3.22,75.2,3.75,165.47,6.36,203.07,6.23,315.87,8.11
1747.76,240.79,6.25,25.65,3.24,75.04,3.75,165.75,6.37,203.27,6.23,315.84,8.11
1748.26,240.92,6.25,26.1,3.27,74.88,3.76,166.04,6.38,203.48,6.24,315.8,8.11
1748.76,241.06,6.25,26.57,3.3,74.72,3.76,166.34,6.38,203.7,6.24,315.77,8.11
1749.26,241.2,6.25,27.06,3.32,74.54,3.76,166.66,6.39,203.93,6.25,315.74,8.1
1749.76,241.35,6.26,27.56,3.35,74.36,3.77,166.99,6.4,204.17,6.25,315.71,8.1
1750.26,241.51,6.26,28.09,3.38,74.17,3.77,167.34,6.41,204.42,6.26,315.68,8.1
1750.76,241.68,6.26,28.64,3.42,73.97,3.77,167.7,6.42,204.69,6.26,315.65,8.1
1751.26,241.85,6.26,29.22,3.45,73.76,3.78,168.09,6.43,204.97,6.27,315.62,8.1
1751.76,242.04,6.27,29.83,3.49,73.55,3.78,168.49,6.44,205.27,6.28,315.59,8.1
1752.26,242.24,6.27,30.46,3.53,73.32,3.79,168.92,6.46,205.58,6.28,315.56,8.1
1752.76,242.45,6.27,31.12,3.58,73.08,3.79,169.37,6.47,205.91,6.29,315.52,8.1
1753.26,242.67,6.28,31.82,3.62,72.82,3.8,169.85,6.48,206.26,6.3,315.49,8.1
1753.76,242.91,6.28,32.55,3.67,72.56,3.81,170.35,6.5,206.63,6.31,315.46,8.1
1754.26,243.16,6.28,33.32,3.72,72.27,3.81,170.89,6.52,207.02,6.32,315.43,8.1
1754.76,243.43,6.29,34.14,3.78,71.97,3.82,171.46,6.54,207.44,6.33,315.4,8.1
1755.26,243.72,6.29,35.01,3.84,71.66,3.83,172.06,6.56,207.89,6.34,315.37,8.1
1755.76,244.02,6.3,35.92,3.91,71.32,3.84,172.7,6.58,208.36,6.35,315.34,8.1
1756.26,244.35,6.31,36.89,3.98,70.96,3.85,173.39,6.6,208.87,6.37,315.31,8.1
1756.76,244.7,6.31,37.93,4.06,70.58,3.86,174.13,6.63,209.42,6.38,315.28,8.1
1757.26,245.08,6.32,39.03,4.14,70.17,3.87,174.92,6.66,210,6.4,315.25,8.09
1757.76,245.49,6.33,40.22,4.24,69.73,3.89,175.77,6.7,210.63,6.42,315.22,8.09
1758.26,245.93,6.34,41.48,4.34,69.25,3.9,176.68,6.73,211.31,6.44,315.19,8.09
1758.76,246.41,6.35,42.85,4.45,68.75,3.92,177.67,6.78,212.04,6.47,315.16,8.09
1759.26,246.93,6.36,44.32,4.57,68.2,3.94,178.74,6.82,212.84,6.5,315.13,8.09
1759.76,247.5,6.38,45.91,4.7,67.6,3.97,179.9,6.88,213.7,6.53,315.1,8.09
1760.26,248.12,6.39,47.65,4.85,66.95,3.99,181.17,6.93,214.65,6.56,315.07,8.09
1760.76,248.8,6.41,49.54,5.01,66.24,4.02,182.56,7,215.68,6.6,315.04,8.09
1761.26,249.55,6.43,51.61,5.19,65.46,4.05,184.09,7.08,216.82,6.65,315.01,8.09
1761.76,250.38,6.45,53.89,5.39,64.6,4.09,185.79,7.17,218.08,6.7,314.98,8.09
1762.26,251.31,6.48,56.41,5.62,63.64,4.14,187.66,7.27,219.49,6.76,314.95,8.09
1762.76,252.34,6.52,59.22,5.88,62.58,4.19,189.76,7.39,221.05,6.83,314.92,8.09
1763.26,253.51,6.56,62.37,6.17,61.38,4.25,192.12,7.53,222.81,6.92,314.89,8.09
1763.76,254.83,6.6,65.92,6.51,60.03,4.32,194.79,7.69,224.81,7.02,314.86,8.09
1764.26,256.34,6.66,69.97,6.89,58.49,4.41,197.84,7.89,227.09,7.14,314.83,8.09
1764.76,258.08,6.73,74.62,7.34,56.72,4.51,201.35,8.12,229.72,7.29,314.8,8.09
1765.26,260.11,6.82,80.02,7.87,54.66,4.64,205.44,8.41,232.78,7.47,314.77,8.08
1765.76,262.5,6.93,86.37,8.49,52.24,4.8,210.27,8.76,236.39,7.69,314.74,8.08
1766.26,265.37,7.07,93.95,9.25,49.34,5,216.03,9.2,240.7,7.97,314.71,8.08
1766.76,268.87,7.25,103.17,10.17,45.81,5.26,223.06,9.76,245.96,8.34,314.68,8.08
1767.26,273.22,7.5,114.6,11.33,41.43,5.6,231.79,10.49,252.51,8.82,314.65,8.08
1767.76,278.79,7.85,129.19,12.82,35.83,6.06,242.96,11.46,260.87,9.48,314.63,8.08
1768.26,286.15,8.35,148.45,14.81,28.44,6.69,257.71,12.79,271.93,10.39,314.6,8.08
1768.76,296.35,9.1,175.06,17.56,18.22,7.61,278.13,14.71,287.24,11.74,314.57,8.08
1769.26,311.39,10.32,214.26,21.64,3.15,9.04,308.23,17.64,309.81,13.82,314.54,8.08
1769.76,335.78,12.47,277.78,28.28,-21.27,11.43,357.06,22.52,346.42,17.36,314.51,8.08
1770.26,382.2,16.89,398.51,40.94,-67.72,16.14,449.92,32.04,416.06,24.36,314.48,8.08
1770.76,504.86,29.29,717.33,74.46,-190.41,28.86,695.27,57.59,600.07,43.38,314.45,8.08
1770.79,518.96,30.74,753.96,78.31,-204.51,30.34,723.47,60.55,621.21,45.58,314.45,8.08
1770.82,534.6,32.36,794.6,82.58,-220.15,31.97,754.75,63.82,644.67,48.03,314.45,8.08
1770.85,552.04,34.16,839.93,87.35,-237.6,33.8,789.64,67.48,670.84,50.77,314.45,8.08
1770.88,571.63,36.19,890.83,92.71,-257.19,35.85,828.82,71.59,700.22,53.84,314.44,8.08
1770.91,593.78,38.49,948.37,98.76,-279.34,38.17,873.11,76.23,733.44,57.31,314.44,8.08
1770.94,619.02,41.12,1013.97,105.66,-304.58,40.81,923.6,81.53,771.31,61.28,314.44,8.08
1770.97,648.06,44.14,1089.43,113.6,-333.62,43.86,981.68,87.63,814.87,65.84,314.44,8.08
1771,681.82,47.66,1177.15,122.84,-367.39,47.4,1049.21,94.72,865.52,71.15,314.44,8.08
1771.03,721.56,51.81,1280.4,133.7,-407.12,51.57,1128.69,103.07,925.12,77.41,314.44,8.08
1771.06,769.01,56.78,1403.69,146.68,-454.58,56.56,1223.59,113.04,996.3,84.88,314.43,8.08
1771.09,826.67,62.81,1553.49,162.44,-512.24,62.61,1338.9,125.16,1082.79,93.96,314.43,8.08
1771.12,898.21,70.31,1739.38,182.01,-583.78,70.13,1482,140.21,1190.11,105.23,314.43,8.08
1771.15,989.36,79.87,1976.19,206.93,-674.93,79.72,1664.29,159.38,1326.82,119.6,314.43,8.08
1771.18,1109.43,92.48,2288.15,239.77,-795,92.34,1904.43,184.65,1506.93,138.54,314.43,8.08
1771.21,1274.8,109.85,2717.81,284.99,-960.38,109.74,2235.18,219.44,1754.99,164.63,314.43,8.08
1771.24,1517.06,135.32,3347.23,351.24,-1202.64,135.23,2719.7,270.43,2118.38,202.86,314.42,8.08
1771.27,1906.09,176.24,4357.96,457.63,-1591.67,176.17,3497.76,352.31,2701.92,264.27,314.42,8.08
1771.293,2412.22,229.49,5672.92,596.05,-2097.8,229.44,4510.01,458.85,3461.11,344.16,314.42,8.08
1771.3,2633.19,252.74,6247.02,656.48,-2318.77,252.69,4951.95,505.37,3792.57,379.05,314.42,8.08
1771.307,2904.02,281.24,6950.66,730.55,-2589.6,281.2,5493.61,562.38,4198.82,421.81,314.42,8.08
1771.314,3243.73,317,7833.27,823.45,-2929.31,316.96,6173.05,633.9,4708.39,475.44,314.42,8.08
1771.321,3682.44,363.17,8973.08,943.43,-3368.03,363.13,7050.47,726.26,5366.46,544.71,314.42,8.08
1771.328,4270.8,425.09,10501.68,1104.33,-3956.38,425.06,8227.19,850.12,6248.99,637.6,314.42,8.08
1771.335,5101.12,512.49,12658.9,1331.41,-4786.7,512.46,9887.81,1024.92,7494.46,768.7,314.42,8.08
1771.342,6361.27,645.13,15932.88,1676.04,-6046.86,645.11,12408.13,1290.21,9384.7,967.66,314.42,8.08
1771.349,8501.63,870.42,21493.71,2261.39,-8187.22,870.41,16688.85,1740.81,12595.24,1305.61,314.42,8.08
1771.356,12939.35,1337.54,33023.23,3475.02,-12624.93,1337.53,25564.28,2675.06,19251.81,2006.3,314.42,8.08
1771.363,27657.53,2886.81,71262.18,7500.17,-27343.11,2886.81,55000.64,5773.62,41329.08,4330.22,314.42,8.08
1771.375,-27590.88,2928.82,-72277.38,7609.26,27905.29,2928.82,-55496.17,5857.63,-41543.53,4393.22,314.42,8.08
1771.382,-12558.87,1346.51,-33223.08,3498.28,12873.29,1346.5,-25432.16,2693,-18995.51,2019.75,314.42,8.08
1771.389,-8072.1,874.23,-21566.12,2271.23,8386.52,874.21,-16458.62,1748.42,-12265.36,1311.32,314.41,8.08
1771.396,-5915.54,647.23,-15963.21,1681.45,6229.96,647.21,-12145.5,1294.41,-9030.52,970.82,314.41,8.08
1771.403,-4648.11,513.82,-12670.33,1334.83,4962.53,513.8,-9610.64,1027.59,-7129.38,770.7,314.41,8.08
1771.41,-3813.92,426.02,-10503.03,1106.7,4128.34,425.99,-7942.26,851.97,-5878.09,638.99,314.41,8.08
1771.417,-3223.26,363.85,-8968.43,945.16,3537.67,363.82,-6760.93,727.63,-4992.09,545.74,314.41,8.08
1771.424,-2783.06,317.52,-7824.77,824.77,3097.47,317.49,-5880.53,634.96,-4331.8,476.24,314.41,8.08
1771.431,-2442.33,281.67,-6939.53,731.59,2756.74,281.62,-5199.08,563.23,-3820.7,422.44,314.41,8.08
1771.438,-2170.78,253.09,-6234.02,657.33,2485.19,253.04,-4655.97,506.06,-3413.38,379.57,314.41,8.08
1771.445,-1949.28,229.78,-5658.54,596.75,2263.69,229.73,-4212.97,459.44,-3081.13,344.6,314.41,8.08
1771.452,-1765.16,210.41,-5180.19,546.4,2079.57,210.35,-3844.74,420.68,-2804.95,315.53,314.41,8.08
1771.482,-1234.55,154.59,-3801.61,401.29,1548.96,154.51,-2783.52,308.99,-2009.03,231.78,314.41,8.08
1771.512,-926.64,122.21,-3001.64,317.08,1241.05,122.11,-2167.7,244.18,-1547.17,183.18,314.41,8.08
1771.542,-725.55,101.07,-2479.18,262.09,1039.96,100.95,-1765.51,201.86,-1245.53,151.45,314.41,8.08
1771.572,-583.91,86.2,-2111.17,223.36,898.31,86.05,-1482.22,172.06,-1033.07,129.11,314.4,8.08
1771.602,-478.75,75.16,-1837.94,194.6,793.15,74.99,-1271.9,149.94,-875.32,112.52,314.4,8.08
1771.632,-397.58,66.65,-1627.06,172.4,711.98,66.46,-1109.57,132.86,-753.57,99.73,314.4,8.08
1771.662,-333.04,59.89,-1459.37,154.75,647.44,59.68,-980.48,119.29,-656.76,89.56,314.4,8.08
1771.692,-280.49,54.39,-1322.83,140.38,594.89,54.16,-875.38,108.25,-577.93,81.28,314.4,8.08
1771.722,-236.87,49.83,-1209.5,128.46,551.27,49.58,-788.14,99.08,-512.51,74.42,314.4,8.08
1771.752,-200.09,45.99,-1113.92,118.4,514.48,45.72,-714.57,91.35,-457.33,68.63,314.39,8.08
1771.782,-168.65,42.71,-1032.24,109.8,483.04,42.42,-651.69,84.75,-410.17,63.69,314.39,8.08
1771.812,-141.47,39.88,-961.61,102.37,455.86,39.57,-597.33,79.04,-369.4,59.42,314.39,8.08
1771.842,-117.74,37.42,-899.95,95.88,432.13,37.08,-549.86,74.06,-333.8,55.69,314.39,8.08
1771.872,-96.84,35.25,-845.64,90.17,411.22,34.89,-508.06,69.68,-302.45,52.41,314.39,8.08
1771.902,-78.29,33.33,-797.44,85.1,392.67,32.95,-470.96,65.79,-274.63,49.5,314.39,8.08
1771.932,-61.72,31.62,-754.38,80.57,376.1,31.22,-437.82,62.32,-249.77,46.91,314.38,8.08
1771.962,-46.83,30.08,-715.68,76.5,361.21,29.66,-408.03,59.2,-227.43,44.58,314.38,8.08
1772.462,81.02,17.13,-383.39,41.57,233.33,16.39,-152.31,32.55,-35.64,24.74,314.35,8.08
1772.962,128.6,12.59,-259.65,28.59,185.73,11.56,-57.13,22.79,35.73,17.55,314.32,8.08
1773.462,153.43,10.39,-194.99,21.83,160.87,9.12,-7.43,17.81,73,13.94,314.3,8.07
1773.962,168.68,9.15,-155.23,17.7,145.59,7.68,23.09,14.84,95.88,11.83,314.27,8.07
1774.462,178.99,8.38,-128.3,14.91,135.25,6.74,43.74,12.89,111.37,10.46,314.24,8.07
1774.962,186.43,7.88,-108.84,12.91,127.79,6.1,58.64,11.54,122.53,9.53,314.21,8.07
1775.462,192.04,7.52,-94.12,11.4,122.14,5.63,69.9,10.56,130.97,8.87,314.18,8.07
1775.962,196.43,7.27,-82.57,10.24,117.73,5.29,78.7,9.82,137.56,8.38,314.15,8.07
1776.462,199.95,7.08,-73.28,9.31,114.18,5.03,85.77,9.26,142.86,8.01,314.13,8.07
1776.962,202.83,6.94,-65.63,8.55,111.26,4.82,91.57,8.81,147.2,7.72,314.1,8.07
1777.462,205.25,6.83,-59.22,7.92,108.82,4.66,96.42,8.45,150.83,7.49,314.07,8.07
1777.962,207.29,6.74,-53.76,7.39,106.76,4.53,100.53,8.16,153.91,7.31,314.04,8.07
1778.462,209.04,6.66,-49.06,6.94,104.98,4.42,104.06,7.92,156.55,7.16,314.01,8.07
1778.962,210.55,6.61,-44.96,6.56,103.43,4.33,107.12,7.73,158.84,7.04,313.99,8.07
1779.462,211.88,6.56,-41.36,6.23,102.08,4.26,109.81,7.56,160.84,6.94,313.96,8.07
1779.962,213.05,6.52,-38.16,5.93,100.88,4.19,112.17,7.42,162.61,6.85,313.93,8.07
1780.462,214.09,6.48,-35.29,5.68,99.81,4.14,114.28,7.3,164.19,6.78,313.9,8.07
1780.962,215.02,6.45,-32.71,5.45,98.85,4.09,116.17,7.19,165.59,6.71,313.88,8.07
1781.462,215.86,6.43,-30.38,5.25,97.99,4.05,117.86,7.1,166.86,6.66,313.85,8.06
1781.962,216.61,6.41,-28.24,5.07,97.21,4.02,119.4,7.02,168,6.61,313.82,8.06
1782.462,217.29,6.39,-26.29,4.91,96.5,3.99,120.79,6.96,169.04,6.57,313.79,8.06
1782.962,217.92,6.37,-24.49,4.77,95.85,3.96,122.07,6.89,169.99,6.53,313.77,8.06
1783.462,218.49,6.35,-22.83,4.64,95.25,3.94,123.24,6.84,170.86,6.5,313.74,8.06
1783.962,219.01,6.34,-21.28,4.52,94.7,3.92,124.31,6.79,171.66,6.47,313.71,8.06
1784.462,219.49,6.33,-19.84,4.42,94.19,3.9,125.3,6.75,172.4,6.45,313.68,8.06
1784.962,219.94,6.32,-18.48,4.32,93.72,3.88,126.22,6.71,173.08,6.42,313.66,8.06
1785.462,220.35,6.31,-17.21,4.23,93.28,3.87,127.07,6.67,173.71,6.4,313.63,8.06
1785.962,220.73,6.3,-16.01,4.15,92.87,3.85,127.86,6.64,174.29,6.38,313.6,8.06
1786.462,221.09,6.29,-14.86,4.08,92.49,3.84,128.6,6.61,174.84,6.37,313.58,8.06
1786.962,221.42,6.29,-13.78,4.01,92.13,3.83,129.29,6.59,175.35,6.35,313.55,8.06
1787.462,221.73,6.28,-12.74,3.95,91.8,3.82,129.93,6.56,175.83,6.34,313.52,8.06
1787.962,222.02,6.27,-11.75,3.9,91.48,3.81,130.54,6.54,176.28,6.33,313.49,8.06
1788.462,222.29,6.27,-10.79,3.85,91.18,3.8,131.11,6.52,176.7,6.31,313.47,8.06
1788.962,222.54,6.26,-9.86,3.8,90.9,3.79,131.64,6.5,177.09,6.3,313.44,8.06
1789.462,222.78,6.26,-8.96,3.76,90.63,3.78,132.15,6.49,177.47,6.29,313.42,8.06
1789.962,223.01,6.25,-8.09,3.72,90.38,3.78,132.63,6.47,177.82,6.28,313.39,8.05
1790.462,223.22,6.25,-7.23,3.69,90.14,3.77,133.08,6.46,178.15,6.28,313.36,8.05
1790.962,223.42,6.25,-6.38,3.66,89.91,3.77,133.51,6.44,178.46,6.27,313.34,8.05
1791.462,223.61,6.24,-5.54,3.63,89.7,3.76,133.91,6.43,178.76,6.26,313.31,8.05
1791.962,223.79,6.24,-4.71,3.61,89.49,3.75,134.3,6.42,179.05,6.25,313.28,8.05
1792.462,223.96,6.24,-3.87,3.59,89.3,3.75,134.67,6.41,179.31,6.25,313.26,8.05
1792.962,224.12,6.23,-3.02,3.57,89.11,3.75,135.02,6.4,179.57,6.24,313.23,8.05
1793.462,224.28,6.23,-2.16,3.56,88.93,3.74,135.35,6.39,179.81,6.24,313.21,8.05
1793.962,224.42,6.23,-1.27,3.55,88.76,3.74,135.67,6.38,180.04,6.23,313.18,8.05
