Li1,2p1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1495.70200,153.44,0.57,0.00,0.00
1495.72200,153.44,0.57,0.00,0.00
1495.74200,153.44,0.57,0.00,0.00
1495.76200,153.44,0.57,0.00,0.00
1495.78200,153.43,0.57,0.00,0.00
1495.80200,153.43,0.57,0.00,0.00
1495.82200,153.43,0.57,0.00,0.00
1495.84200,153.43,0.57,0.00,0.00
1495.86200,153.43,0.57,0.00,0.00
1495.88200,153.43,0.57,0.00,0.00
1495.90200,153.43,0.57,0.00,0.00
1495.92200,153.43,0.57,0.00,0.00
1495.94200,153.43,0.57,0.00,0.00
1495.96200,153.43,0.57,0.00,0.00
1495.98200,153.43,0.57,0.00,0.00
1496.00200,153.42,0.57,0.00,0.00
1496.02200,153.42,0.57,0.00,0.00
1496.04200,153.42,0.57,0.00,0.00
1496.06200,153.42,0.57,0.00,0.00
1496.08200,153.42,0.57,0.00,0.00
1496.10200,153.42,0.57,0.00,0.00
1496.12200,153.42,0.57,0.00,0.00
1496.14200,153.42,0.57,0.00,0.00
1496.16200,153.42,0.57,0.00,0.00
1496.18200,153.42,0.57,0.00,0.00
1496.20200,153.42,0.57,0.00,0.00
1496.22200,153.41,0.57,0.00,0.00
1496.24200,153.41,0.57,0.00,0.00
1496.26200,153.41,0.57,0.00,0.00
1496.28200,153.41,0.57,0.00,0.00
1496.30200,153.41,0.57,0.00,0.00
1496.32200,153.41,0.57,0.00,0.00
1496.34200,153.41,0.57,0.00,0.00
1496.36200,153.41,0.57,0.00,0.00
1496.38200,153.41,0.57,0.00,0.00
1496.40200,153.41,0.57,0.00,0.00
1496.42200,153.41,0.57,0.00,0.00
1496.44200,153.40,0.57,0.00,0.00
1496.46200,153.40,0.57,0.00,0.00
1496.48200,153.40,0.57,0.00,0.00
1496.50200,153.40,0.57,0.00,0.00
1496.52200,153.40,0.57,0.00,0.00
1496.54200,153.40,0.57,0.00,0.00
1496.56200,153.40,0.57,0.00,0.00
1496.58200,153.40,0.57,0.00,0.00
1496.60200,153.40,0.57,0.00,0.00
1496.62200,153.40,0.57,0.00,0.00
1496.64200,153.40,0.57,0.00,0.00
1496.66200,153.39,0.57,0.00,0.00
1496.68200,153.39,0.57,0.00,0.00
1496.70200,153.39,0.57,0.00,0.00
1496.72200,153.39,0.57,0.00,0.00
1496.74200,153.39,0.57,0.00,0.00
1496.76200,153.39,0.57,0.00,0.00
1496.78200,153.39,0.57,0.00,0.00
1496.80200,153.39,0.57,0.00,0.00
1496.82200,153.39,0.57,0.00,0.00
1496.84200,153.39,0.57,0.00,0.00
1496.86200,153.39,0.57,0.00,0.00
1496.88200,153.38,0.57,0.00,0.00
1496.90200,153.38,0.57,0.00,0.00
1496.92200,153.38,0.57,0.00,0.00
1496.94200,153.38,0.57,0.00,0.00
1496.96200,153.38,0.57,0.00,0.00
1496.98200,153.38,0.57,0.00,0.00
1497.00200,153.38,0.57,0.00,0.00
1497.02200,153.38,0.57,0.00,0.00
1497.04200,153.38,0.57,0.00,0.00
1497.06200,153.38,0.57,0.00,0.00
1497.08200,153.38,0.57,0.00,0.00
1497.10200,153.37,0.57,0.00,0.00
1497.12200,153.37,0.57,0.00,0.00
1497.14200,153.37,0.57,0.00,0.00
1497.16200,153.37,0.57,0.00,0.00
1497.18200,153.37,0.57,0.00,0.00
1497.20200,153.37,0.57,0.00,0.00
1497.22200,153.37,0.57,0.00,0.00
1497.24200,153.37,0.57,0.00,0.00
1497.26200,153.37,0.57,0.00,0.00
1497.28200,153.37,0.57,0.00,0.00
1497.30200,153.37,0.57,0.00,0.00
1497.32200,153.36,0.57,0.00,0.00
1497.34200,153.36,0.57,0.00,0.00
1497.36200,153.36,0.57,0.00,0.00
1497.38200,153.36,0.57,0.00,0.00
1497.40200,153.36,0.57,0.00,0.00
1497.42200,153.36,0.57,0.00,0.00
1497.44200,153.36,0.57,0.00,0.00
1497.46200,153.36,0.57,0.00,0.00
1497.48200,153.36,0.57,0.00,0.00
1497.50200,153.36,0.57,0.00,0.00
1497.52200,153.36,0.57,0.00,0.00
1497.54200,153.35,0.57,0.00,0.00
1497.56200,153.35,0.57,0.00,0.00
1497.58200,153.35,0.57,0.00,0.00
1497.60200,153.35,0.57,0.00,0.00
1497.62200,153.35,0.57,0.00,0.00
1497.64200,153.35,0.57,0.00,0.00
1497.66200,153.35,0.57,0.00,0.00
1497.68200,153.35,0.57,0.00,0.00
1497.70200,153.35,0.57,0.00,0.00
1497.72200,153.35,0.57,0.00,0.00
1497.74200,153.35,0.57,0.00,0.00
1497.76200,153.34,0.57,0.00,0.00
1497.78200,153.34,0.57,0.00,0.00
1497.80200,153.34,0.57,0.00,0.00
1497.82200,153.34,0.57,0.00,0.00
1497.84200,153.34,0.57,0.00,0.00
1497.86200,153.34,0.57,0.00,0.00
1497.88200,153.34,0.57,0.00,0.00
1497.90200,153.34,0.57,0.00,0.00
1497.92200,153.34,0.57,0.00,0.00
1497.94200,153.34,0.57,0.00,0.00
1497.96200,153.34,0.57,0.00,0.00
1497.98200,153.33,0.57,0.00,0.00
1498.00200,153.33,0.57,0.00,0.00
1498.02200,153.33,0.57,0.00,0.00
1498.04200,153.33,0.57,0.00,0.00
1498.06200,153.33,0.57,0.00,0.00
1498.08200,153.33,0.57,0.00,0.00
1498.10200,153.33,0.57,0.00,0.00
1498.12200,153.33,0.57,0.00,0.00
1498.14200,153.33,0.57,0.00,0.00
1498.16200,153.33,0.57,0.00,0.00
1498.18200,153.33,0.57,0.00,0.00
1498.20200,153.32,0.57,0.00,0.00
1498.22200,153.32,0.57,0.00,0.00
1498.24200,153.32,0.57,0.00,0.00
1498.26200,153.32,0.57,0.00,0.00
1498.28200,153.32,0.57,0.00,0.00
1498.30200,153.32,0.57,0.00,0.00
1498.32200,153.32,0.57,0.00,0.00
1498.34200,153.32,0.57,0.00,0.00
1498.36200,153.32,0.57,0.00,0.00
1498.38200,153.32,0.57,0.00,0.00
1498.40200,153.32,0.57,0.00,0.00
1498.42200,153.31,0.57,0.00,0.00
1498.44200,153.31,0.57,0.00,0.00
1498.46200,153.31,0.57,0.00,0.00
1498.48200,153.31,0.57,0.00,0.00
1498.50200,153.31,0.57,0.00,0.00
1498.52200,153.31,0.57,0.00,0.00
1498.54200,153.31,0.57,0.00,0.00
1498.56200,153.31,0.57,0.00,0.00
1498.58200,153.31,0.57,0.00,0.00
1498.60200,153.31,0.57,0.00,0.00
1498.62200,153.31,0.57,0.00,0.00
1498.64200,153.30,0.57,0.00,0.00
1498.66200,153.30,0.57,0.00,0.00
1498.68200,153.30,0.57,0.00,0.00
1498.70200,153.30,0.57,0.00,0.00
1498.72200,153.30,0.57,0.00,0.00
1498.74200,153.30,0.57,0.00,0.00
1498.76200,153.30,0.57,0.00,0.00
1498.78200,153.30,0.57,0.00,0.00
1498.80200,153.30,0.57,0.00,0.00
1498.82200,153.30,0.57,0.00,0.00
1498.84200,153.30,0.57,0.00,0.00
1498.86200,153.29,0.57,0.00,0.00
1498.88200,153.29,0.57,0.00,0.00
1498.90200,153.29,0.57,0.00,0.00
1498.92200,153.29,0.57,0.00,0.00
1498.94200,153.29,0.57,0.00,0.00
1498.96200,153.29,0.57,0.00,0.00
1498.98200,153.29,0.57,0.00,0.00
1499.00200,153.29,0.57,0.00,0.00
1499.02200,153.29,0.57,0.00,0.00
1499.04200,153.29,0.57,0.00,0.00
1499.06200,153.29,0.57,0.00,0.00
1499.08200,153.28,0.57,0.00,0.00
1499.10200,153.28,0.57,0.00,0.00
1499.12200,153.28,0.57,0.00,0.00
1499.14200,153.28,0.57,0.00,0.00
1499.16200,153.28,0.57,0.00,0.00
1499.18200,153.28,0.57,0.00,0.00
1499.20200,153.28,0.57,0.00,0.00
1499.22200,153.28,0.57,0.00,0.00
1499.24200,153.28,0.57,0.00,0.00
1499.26200,153.28,0.57,0.00,0.00
1499.28200,153.28,0.57,0.00,0.00
1499.30200,153.27,0.57,0.00,0.00
1499.32200,153.27,0.57,0.00,0.00
1499.34200,153.27,0.57,0.00,0.00
1499.36200,153.27,0.57,0.00,0.00
1499.38200,153.27,0.57,0.00,0.00
1499.40200,153.27,0.57,0.00,0.00
1499.42200,153.27,0.57,0.00,0.00
1499.44200,153.27,0.57,0.00,0.00
1499.46200,153.27,0.57,0.00,0.00
1499.48200,153.27,0.57,0.00,0.00
1499.50200,153.27,0.57,0.00,0.00
1499.52200,153.26,0.57,0.00,0.00
1499.54200,153.26,0.57,0.00,0.00
1499.56200,153.26,0.57,0.00,0.00
1499.58200,153.26,0.57,0.00,0.00
1499.60200,153.26,0.57,0.00,0.00
1499.62200,153.26,0.57,0.00,0.00
1499.64200,153.26,0.57,0.00,0.00
1499.66200,153.26,0.57,0.00,0.00
1499.68200,153.26,0.57,0.00,0.00
1499.70200,153.26,0.57,0.00,0.00
1499.72200,153.26,0.57,0.00,0.00
1499.74200,153.25,0.57,0.00,0.00
1499.76200,153.25,0.57,0.00,0.00
1499.78200,153.25,0.57,0.00,0.00
1499.80200,153.25,0.57,0.00,0.00
1499.82200,153.25,0.57,0.00,0.00
1499.84200,153.25,0.57,0.00,0.00
1499.86200,153.25,0.57,0.00,0.00
1499.88200,153.25,0.57,0.00,0.00
1499.90200,153.25,0.57,0.00,0.00
1499.92200,153.25,0.57,0.00,0.00
1499.94200,153.25,0.57,0.00,0.00
1499.96200,153.25,0.57,0.00,0.00
1499.98200,153.24,0.57,0.00,0.00
1500.00200,153.24,0.57,0.00,0.00
1500.02200,153.24,0.57,0.00,0.00
1500.04200,153.24,0.57,0.00,0.00
1500.06200,153.24,0.57,0.00,0.00
1500.08200,153.24,0.57,0.00,0.00
1500.10200,153.24,0.57,0.00,0.00
1500.12200,153.24,0.57,0.00,0.00
1500.14200,153.24,0.57,0.00,0.00
1500.16200,153.24,0.57,0.00,0.00
1500.18200,153.24,0.57,0.00,0.00
1500.20200,153.23,0.57,0.00,0.00
1500.22200,153.23,0.57,0.00,0.00
1500.24200,153.23,0.57,0.00,0.00
1500.26200,153.23,0.57,0.00,0.00
1500.28200,153.23,0.57,0.00,0.00
1500.30200,153.23,0.57,0.00,0.00
1500.32200,153.23,0.57,0.00,0.00
1500.34200,153.23,0.57,0.00,0.00
1500.36200,153.23,0.57,0.00,0.00
1500.38200,153.23,0.57,0.00,0.00
1500.40200,153.23,0.57,0.00,0.00
1500.42200,153.22,0.57,0.00,0.00
1500.44200,153.22,0.57,0.00,0.00
1500.46200,153.22,0.57,0.00,0.00
1500.48200,153.22,0.57,0.00,0.00
1500.50200,153.22,0.57,0.00,0.00
1500.52200,153.22,0.57,0.00,0.00
1500.54200,153.22,0.57,0.00,0.00
1500.56200,153.22,0.57,0.00,0.00
1500.58200,153.22,0.57,0.00,0.00
1500.60200,153.22,0.57,0.00,0.00
1500.62200,153.22,0.57,0.00,0.00
1500.64200,153.21,0.57,0.00,0.00
1500.66200,153.21,0.57,0.00,0.00
1500.68200,153.21,0.57,0.00,0.00
1500.70200,153.21,0.57,0.00,0.00
1500.72200,153.21,0.57,0.00,0.00
1500.74200,153.21,0.57,0.00,0.00
1500.76200,153.21,0.57,0.00,0.00
1500.78200,153.21,0.57,0.00,0.00
1500.80200,153.21,0.57,0.00,0.00
1500.82200,153.21,0.57,0.00,0.00
1500.84200,153.21,0.57,0.00,0.00
1500.86200,153.20,0.57,0.00,0.00
1500.88200,153.20,0.57,0.00,0.00
1500.90200,153.20,0.57,0.00,0.00
1500.92200,153.20,0.57,0.00,0.00
1500.94200,153.20,0.57,0.00,0.00
1500.96200,153.20,0.57,0.00,0.00
1500.98200,153.20,0.57,0.00,0.00
1501.00200,153.20,0.57,0.00,0.00
1501.02200,153.20,0.57,0.00,0.00
1501.04200,153.20,0.57,0.00,0.00
1501.06200,153.20,0.57,0.00,0.00
1501.08200,153.19,0.57,0.00,0.00
1501.10200,153.19,0.57,0.00,0.00
1501.12200,153.19,0.57,0.00,0.00
1501.14200,153.19,0.57,0.00,0.00
1501.16200,153.19,0.57,0.00,0.00
1501.18200,153.19,0.57,0.00,0.00
1501.20200,153.19,0.57,0.00,0.00
1501.22200,153.19,0.57,0.00,0.00
1501.24200,153.19,0.57,0.00,0.00
1501.26200,153.19,0.57,0.00,0.00
1501.28200,153.19,0.57,0.00,0.00
1501.30200,153.18,0.57,0.00,0.00
1501.32200,153.18,0.57,0.00,0.00
1501.34200,153.18,0.57,0.00,0.00
1501.36200,153.18,0.57,0.00,0.00
1501.38200,153.18,0.57,0.00,0.00
1501.40200,153.18,0.57,0.00,0.00
1501.42200,153.18,0.57,0.00,0.00
1501.44200,153.18,0.57,0.00,0.00
1501.46200,153.18,0.57,0.00,0.00
1501.48200,153.18,0.57,0.00,0.00
1501.50200,153.18,0.57,0.00,0.00
1501.52200,153.17,0.57,0.00,0.00
1501.54200,153.17,0.57,0.00,0.00
1501.56200,153.17,0.57,0.00,0.00
1501.58200,153.17,0.57,0.00,0.00
1501.60200,153.17,0.57,0.00,0.00
1501.62200,153.17,0.57,0.00,0.00
1501.64200,153.17,0.57,0.00,0.00
1501.66200,153.17,0.57,0.00,0.00
1501.68200,153.17,0.57,0.00,0.00
1501.70200,153.17,0.57,0.00,0.00
1501.72200,153.17,0.57,0.00,0.00
1501.74200,153.16,0.57,0.00,0.00
1501.76200,153.16,0.57,0.00,0.00
1501.78200,153.16,0.57,0.00,0.00
1501.80200,153.16,0.57,0.00,0.00
1501.82200,153.16,0.57,0.00,0.00
1501.84200,153.16,0.57,0.00,0.00
1501.86200,153.16,0.57,0.00,0.00
1501.88200,153.16,0.57,0.00,0.00
1501.90200,153.16,0.57,0.00,0.00
1501.92200,153.16,0.57,0.00,0.00
1501.94200,153.16,0.57,0.00,0.00
1501.96200,153.16,0.57,0.00,0.00
1501.98200,153.15,0.57,0.00,0.00
1502.00200,153.15,0.57,0.00,0.00
1502.02200,153.15,0.57,0.00,0.00
1502.04200,153.15,0.57,0.00,0.00
1502.06200,153.15,0.57,0.00,0.00
1502.08200,153.15,0.57,0.00,0.00
1502.10200,153.15,0.57,0.00,0.00
1502.12200,153.15,0.57,0.00,0.00
1502.14200,153.15,0.57,0.00,0.00
1502.16200,153.15,0.57,0.00,0.00
1502.18200,153.15,0.57,0.00,0.00
1502.20200,153.14,0.57,0.00,0.00
1502.22200,153.14,0.57,0.00,0.00
1502.24200,153.14,0.57,0.00,0.00
1502.26200,153.14,0.57,0.00,0.00
1502.28200,153.14,0.57,0.00,0.00
1502.30200,153.14,0.57,0.00,0.00
1502.32200,153.14,0.57,0.00,0.00
1502.34200,153.14,0.57,0.00,0.00
1502.36200,153.14,0.57,0.00,0.00
1502.38200,153.14,0.57,0.00,0.00
1502.40200,153.14,0.57,0.00,0.00
1502.42200,153.13,0.57,0.00,0.00
1502.44200,153.13,0.57,0.00,0.00
1502.46200,153.13,0.57,0.00,0.00
1502.48200,153.13,0.57,0.00,0.00
1502.50200,153.13,0.57,0.00,0.00
1502.52200,153.13,0.57,0.00,0.00
1502.54200,153.13,0.57,0.00,0.00
1502.56200,153.13,0.57,0.00,0.00
1502.58200,153.13,0.57,0.00,0.00
1502.60200,153.13,0.57,0.00,0.00
1502.62200,153.13,0.57,0.00,0.00
1502.64200,153.12,0.57,0.00,0.00
1502.66200,153.12,0.57,0.00,0.00
1502.68200,153.12,0.57,0.00,0.00
1502.70200,153.12,0.57,0.00,0.00
1502.72200,153.12,0.57,0.00,0.00
1502.74200,153.12,0.57,0.00,0.00
1502.76200,153.12,0.57,0.00,0.00
1502.78200,153.12,0.57,0.00,0.00
1502.80200,153.12,0.57,0.00,0.00
1502.82200,153.12,0.57,0.00,0.00
1502.84200,153.12,0.57,0.00,0.00
1502.86200,153.11,0.57,0.00,0.00
1502.88200,153.11,0.57,0.00,0.00
1502.90200,153.11,0.57,0.00,0.00
1502.92200,153.11,0.57,0.00,0.00
1502.94200,153.11,0.57,0.00,0.00
1502.96200,153.11,0.57,0.00,0.00
1502.98200,153.11,0.57,0.00,0.00
1503.00200,153.11,0.57,0.00,0.00
1503.02200,153.11,0.57,0.00,0.00
1503.04200,153.11,0.57,0.00,0.00
1503.06200,153.11,0.57,0.00,0.00
1503.08200,153.10,0.57,0.00,0.00
1503.10200,153.10,0.57,0.00,0.00
1503.12200,153.10,0.57,0.00,0.00
1503.14200,153.10,0.57,0.00,0.00
1503.16200,153.10,0.57,0.00,0.00
1503.18200,153.10,0.57,0.00,0.00
1503.20200,153.10,0.57,0.00,0.00
1503.22200,153.10,0.57,0.00,0.00
1503.24200,153.10,0.57,0.00,0.00
1503.26200,153.10,0.57,0.00,0.00
1503.28200,153.10,0.57,0.00,0.00
1503.30200,153.10,0.57,0.00,0.00
1503.32200,153.09,0.57,0.00,0.00
1503.34200,153.09,0.57,0.00,0.00
1503.36200,153.09,0.57,0.00,0.00
1503.38200,153.09,0.57,0.00,0.00
1503.40200,153.09,0.57,0.00,0.00
1503.42200,153.09,0.57,0.00,0.00
1503.44200,153.09,0.57,0.00,0.00
1503.46200,153.09,0.57,0.00,0.00
1503.48200,153.09,0.57,0.00,0.00
1503.50200,153.09,0.57,0.00,0.00
1503.52200,153.09,0.57,0.00,0.00
1503.54200,153.08,0.57,0.00,0.00
1503.56200,153.08,0.57,0.00,0.00
1503.58200,153.08,0.57,0.00,0.00
1503.60200,153.08,0.57,0.00,0.00
1503.62200,153.08,0.57,0.00,0.00
1503.64200,153.08,0.57,0.00,0.00
1503.66200,153.08,0.57,0.00,0.00
1503.68200,153.08,0.57,0.00,0.00
1503.70200,153.08,0.57,0.00,0.00
1503.72200,153.08,0.57,0.00,0.00
1503.74200,153.08,0.57,0.00,0.00
1503.76200,153.07,0.57,0.00,0.00
1503.78200,153.07,0.57,0.00,0.00
1503.80200,153.07,0.57,0.00,0.00
1503.82200,153.07,0.57,0.00,0.00
1503.84200,153.07,0.57,0.00,0.00
1503.86200,153.07,0.57,0.00,0.00
1503.88200,153.07,0.57,0.00,0.00
1503.90200,153.07,0.57,0.00,0.00
1503.92200,153.07,0.57,0.00,0.00
1503.94200,153.07,0.57,0.00,0.00
1503.96200,153.07,0.57,0.00,0.00
1503.98200,153.06,0.57,0.00,0.00
1504.00200,153.06,0.57,0.00,0.00
1504.02200,153.06,0.57,0.00,0.00
1504.04200,153.06,0.57,0.00,0.00
1504.06200,153.06,0.57,0.00,0.00
1504.08200,153.06,0.57,0.00,0.00
1504.10200,153.06,0.57,0.00,0.00
1504.12200,153.06,0.57,0.00,0.00
1504.14200,153.06,0.57,0.00,0.00
1504.16200,153.06,0.57,0.00,0.00
1504.18200,153.06,0.57,0.00,0.00
1504.20200,153.06,0.57,0.00,0.00
1504.22200,153.05,0.57,0.00,0.00
1504.24200,153.05,0.57,0.00,0.00
1504.26200,153.05,0.57,0.00,0.00
1504.28200,153.05,0.57,0.00,0.00
1504.30200,153.05,0.57,0.00,0.00
1504.32200,153.05,0.57,0.00,0.00
1504.34200,153.05,0.57,0.00,0.00
1504.36200,153.05,0.57,0.00,0.00
1504.38200,153.05,0.57,0.00,0.00
1504.40200,153.05,0.57,0.00,0.00
1504.42200,153.05,0.57,0.00,0.00
1504.44200,153.04,0.57,0.00,0.00
1504.46200,153.04,0.57,0.00,0.00
1504.48200,153.04,0.57,0.00,0.00
1504.50200,153.04,0.57,0.00,0.00
1504.52200,153.04,0.57,0.00,0.00
1504.54200,153.04,0.57,0.00,0.00
1504.56200,153.04,0.57,0.00,0.00
1504.58200,153.04,0.57,0.00,0.00
1504.60200,153.04,0.57,0.00,0.00
1504.62200,153.04,0.57,0.00,0.00
1504.64200,153.04,0.57,0.00,0.00
1504.66200,153.03,0.57,0.00,0.00
1504.68200,153.03,0.57,0.00,0.00
1504.70200,153.03,0.57,0.00,0.00
1504.72200,153.03,0.57,0.00,0.00
1504.74200,153.03,0.57,0.00,0.00
1504.76200,153.03,0.57,0.00,0.00
1504.78200,153.03,0.57,0.00,0.00
1504.80200,153.03,0.57,0.00,0.00
1504.82200,153.03,0.57,0.00,0.00
1504.84200,153.03,0.57,0.00,0.00
1504.86200,153.03,0.57,0.00,0.00
1504.88200,153.02,0.57,0.00,0.00
1504.90200,153.02,0.57,0.00,0.00
1504.92200,153.02,0.57,0.00,0.00
1504.94200,153.02,0.57,0.00,0.00
1504.96200,153.02,0.57,0.00,0.00
1504.98200,153.02,0.57,0.00,0.00
1505.00200,153.02,0.57,0.00,0.00
1505.02200,153.02,0.57,0.00,0.00
1505.04200,153.02,0.57,0.00,0.00
1505.06200,153.02,0.57,0.00,0.00
1505.08200,153.02,0.57,0.00,0.00
1505.10200,153.01,0.57,0.00,0.00
1505.12200,153.01,0.57,0.00,0.00
1505.14200,153.01,0.57,0.00,0.00
1505.16200,153.01,0.57,0.00,0.00
1505.18200,153.01,0.57,0.00,0.00
1505.20200,153.01,0.57,0.00,0.00
1505.22200,153.01,0.57,0.00,0.00
1505.24200,153.01,0.57,0.00,0.00
1505.26200,153.01,0.57,0.00,0.00
1505.28200,153.01,0.57,0.00,0.00
1505.30200,153.01,0.57,0.00,0.00
1505.32200,153.01,0.57,0.00,0.00
1505.34200,153.00,0.57,0.00,0.00
1505.36200,153.00,0.57,0.00,0.00
1505.38200,153.00,0.57,0.00,0.00
1505.40200,153.00,0.57,0.00,0.00
1505.42200,153.00,0.57,0.00,0.00
1505.44200,153.00,0.57,0.00,0.00
1505.46200,153.00,0.57,0.00,0.00
1505.48200,153.00,0.57,0.00,0.00
1505.50200,153.00,0.57,0.00,0.00
1505.52200,153.00,0.57,0.00,0.00
1505.54200,153.00,0.57,0.00,0.00
1505.56200,152.99,0.57,0.00,0.00
1505.58200,152.99,0.57,0.00,0.00
1505.60200,152.99,0.57,0.00,0.00
1505.62200,152.99,0.57,0.00,0.00
1505.64200,152.99,0.57,0.00,0.00
1505.66200,152.99,0.57,0.00,0.00
1505.68200,152.99,0.57,0.00,0.00
1505.70200,152.99,0.57,0.00,0.00
1505.72200,152.99,0.57,0.00,0.00
1505.74200,152.99,0.57,0.00,0.00
1505.76200,152.99,0.57,0.00,0.00
1505.78200,152.98,0.57,0.00,0.00
1505.80200,152.98,0.57,0.00,0.00
1505.82200,152.98,0.57,0.00,0.00
1505.84200,152.98,0.57,0.00,0.00
1505.86200,152.98,0.57,0.00,0.00
1505.88200,152.98,0.57,0.00,0.00
1505.90200,152.98,0.57,0.00,0.00
1505.92200,152.98,0.57,0.00,0.00
1505.94200,152.98,0.57,0.00,0.00
1505.96200,152.98,0.57,0.00,0.00
1505.98200,152.98,0.57,0.00,0.00
1506.00200,152.98,0.57,0.00,0.00
1506.02200,152.97,0.57,0.00,0.00
1506.04200,152.97,0.57,0.00,0.00
1506.06200,152.97,0.57,0.00,0.00
1506.08200,152.97,0.57,0.00,0.00
1506.10200,152.97,0.57,0.00,0.00
1506.12200,152.97,0.57,0.00,0.00
1506.14200,152.97,0.57,0.00,0.00
1506.16200,152.97,0.57,0.00,0.00
1506.18200,152.97,0.57,0.00,0.00
1506.20200,152.97,0.57,0.00,0.00
1506.22200,152.97,0.57,0.00,0.00
1506.24200,152.96,0.57,0.00,0.00
1506.26200,152.96,0.57,0.00,0.00
1506.28200,152.96,0.57,0.00,0.00
1506.30200,152.96,0.57,0.00,0.00
1506.32200,152.96,0.57,0.00,0.00
1506.34200,152.96,0.57,0.00,0.00
1506.36200,152.96,0.57,0.00,0.00
1506.38200,152.96,0.57,0.00,0.00
1506.40200,152.96,0.57,0.00,0.00
1506.42200,152.96,0.57,0.00,0.00
1506.44200,152.96,0.57,0.00,0.00
1506.46200,152.95,0.57,0.00,0.00
1506.48200,152.95,0.57,0.00,0.00
1506.50200,152.95,0.57,0.00,0.00
1506.52200,152.95,0.57,0.00,0.00
1506.54200,152.95,0.57,0.00,0.00
1506.56200,152.95,0.57,0.00,0.00
1506.58200,152.95,0.57,0.00,0.00
1506.60200,152.95,0.57,0.00,0.00
1506.62200,152.95,0.57,0.00,0.00
1506.64200,152.95,0.57,0.00,0.00
1506.66200,152.95,0.57,0.00,0.00
1506.68200,152.94,0.57,0.00,0.00
1506.70200,152.94,0.57,0.00,0.00
1506.72200,152.94,0.57,0.00,0.00
1506.74200,152.94,0.57,0.00,0.00
1506.76200,152.94,0.57,0.00,0.00
1506.78200,152.94,0.57,0.00,0.00
1506.80200,152.94,0.57,0.00,0.00
1506.82200,152.94,0.57,0.00,0.00
1506.84200,152.94,0.57,0.00,0.00
1506.86200,152.94,0.57,0.00,0.00
1506.88200,152.94,0.57,0.00,0.00
1506.90200,152.94,0.57,0.00,0.00
1506.92200,152.93,0.57,0.00,0.00
1506.94200,152.93,0.57,0.00,0.00
1506.96200,152.93,0.57,0.00,0.00
1506.98200,152.93,0.57,0.00,0.00
1507.00200,152.93,0.57,0.00,0.00
1507.02200,152.93,0.57,0.00,0.00
1507.04200,152.93,0.57,0.00,0.00
1507.06200,152.93,0.57,0.00,0.00
1507.08200,152.93,0.57,0.00,0.00
1507.10200,152.93,0.57,0.00,0.00
1507.12200,152.93,0.57,0.00,0.00
1507.14200,152.92,0.57,0.00,0.00
1507.16200,152.92,0.57,0.00,0.00
1507.18200,152.92,0.57,0.00,0.00
1507.20200,152.92,0.57,0.00,0.00
1507.22200,152.92,0.57,0.00,0.00
1507.24200,152.92,0.57,0.00,0.00
1507.26200,152.92,0.57,0.00,0.00
1507.28200,152.92,0.57,0.00,0.00
1507.30200,152.92,0.57,0.00,0.00
1507.32200,152.92,0.57,0.00,0.00
1507.34200,152.92,0.57,0.00,0.00
1507.36200,152.91,0.57,0.00,0.00
1507.38200,152.91,0.57,0.00,0.00
1507.40200,152.91,0.57,0.00,0.00
1507.42200,152.91,0.57,0.00,0.00
1507.44200,152.91,0.57,0.00,0.00
1507.46200,152.91,0.57,0.00,0.00
1507.48200,152.91,0.57,0.00,0.00
1507.50200,152.91,0.57,0.00,0.00
1507.52200,152.91,0.57,0.00,0.00
1507.54200,152.91,0.57,0.00,0.00
1507.56200,152.91,0.57,0.00,0.00
1507.58200,152.91,0.57,0.00,0.00
1507.60200,152.90,0.57,0.00,0.00
1507.62200,152.90,0.57,0.00,0.00
1507.64200,152.90,0.57,0.00,0.00
1507.66200,152.90,0.57,0.00,0.00
1507.68200,152.90,0.57,0.00,0.00
1507.70200,152.90,0.57,0.00,0.00
1507.72200,152.90,0.57,0.00,0.00
1507.74200,152.90,0.57,0.00,0.00
1507.76200,152.90,0.57,0.00,0.00
1507.78200,152.90,0.57,0.00,0.00
1507.80200,152.90,0.57,0.00,0.00
1507.82200,152.89,0.57,0.00,0.00
1507.84200,152.89,0.57,0.00,0.00
1507.86200,152.89,0.57,0.00,0.00
1507.88200,152.89,0.57,0.00,0.00
1507.90200,152.89,0.57,0.00,0.00
1507.92200,152.89,0.57,0.00,0.00
1507.94200,152.89,0.57,0.00,0.00
1507.96200,152.89,0.57,0.00,0.00
1507.98200,152.89,0.57,0.00,0.00
1508.00200,152.89,0.57,0.00,0.00
1508.02200,152.89,0.57,0.00,0.00
1508.04200,152.88,0.57,0.00,0.00
1508.06200,152.88,0.57,0.00,0.00
1508.08200,152.88,0.57,0.00,0.00
1508.10200,152.88,0.57,0.00,0.00
1508.12200,152.88,0.57,0.00,0.00
1508.14200,152.88,0.57,0.00,0.00
1508.16200,152.88,0.57,0.00,0.00
1508.18200,152.88,0.57,0.00,0.00
1508.20200,152.88,0.57,0.00,0.00
1508.22200,152.88,0.57,0.00,0.00
1508.24200,152.88,0.57,0.00,0.00
1508.26200,152.88,0.57,0.00,0.00
1508.28200,152.87,0.57,0.00,0.00
1508.30200,152.87,0.57,0.00,0.00
1508.32200,152.87,0.57,0.00,0.00
1508.34200,152.87,0.57,0.00,0.00
1508.36200,152.87,0.57,0.00,0.00
