Li1,2s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1013.29400,290.61,0.20,0.00,0.00
1013.31400,290.60,0.20,0.00,0.00
1013.33400,290.59,0.20,0.00,0.00
1013.35400,290.58,0.20,0.00,0.00
1013.37400,290.57,0.20,0.00,0.00
1013.39400,290.56,0.20,0.00,0.00
1013.41400,290.55,0.20,0.00,0.00
1013.43400,290.54,0.20,0.00,0.00
1013.45400,290.54,0.20,0.00,0.00
1013.47400,290.53,0.20,0.00,0.00
1013.49400,290.52,0.20,0.00,0.00
1013.51400,290.51,0.20,0.00,0.00
1013.53400,290.50,0.20,0.00,0.00
1013.55400,290.49,0.20,0.00,0.00
1013.57400,290.48,0.20,0.00,0.00
1013.59400,290.47,0.20,0.00,0.00
1013.61400,290.46,0.20,0.00,0.00
1013.63400,290.46,0.20,0.00,0.00
1013.65400,290.45,0.20,0.00,0.00
1013.67400,290.44,0.20,0.00,0.00
1013.69400,290.43,0.20,0.00,0.00
1013.71400,290.42,0.20,0.00,0.00
1013.73400,290.41,0.20,0.00,0.00
1013.75400,290.40,0.20,0.00,0.00
1013.77400,290.39,0.20,0.00,0.00
1013.79400,290.39,0.20,0.00,0.00
1013.81400,290.38,0.20,0.00,0.00
1013.83400,290.37,0.20,0.00,0.00
1013.85400,290.36,0.20,0.00,0.00
1013.87400,290.35,0.20,0.00,0.00
1013.89400,290.34,0.20,0.00,0.00
1013.91400,290.33,0.20,0.00,0.00
1013.93400,290.32,0.20,0.00,0.00
1013.95400,290.31,0.20,0.00,0.00
1013.97400,290.31,0.20,0.00,0.00
1013.99400,290.30,0.20,0.00,0.00
1014.01400,290.29,0.20,0.00,0.00
1014.03400,290.28,0.20,0.00,0.00
1014.05400,290.27,0.20,0.00,0.00
1014.07400,290.26,0.20,0.00,0.00
1014.09400,290.25,0.20,0.00,0.00
1014.11400,290.24,0.20,0.00,0.00
1014.13400,290.23,0.20,0.00,0.00
1014.15400,290.23,0.20,0.00,0.00
1014.17400,290.22,0.20,0.00,0.00
1014.19400,290.21,0.20,0.00,0.00
1014.21400,290.20,0.20,0.00,0.00
1014.23400,290.19,0.20,0.00,0.00
1014.25400,290.18,0.20,0.00,0.00
1014.27400,290.17,0.20,0.00,0.00
1014.29400,290.16,0.20,0.00,0.00
1014.31400,290.15,0.20,0.00,0.00
1014.33400,290.15,0.20,0.00,0.00
1014.35400,290.14,0.20,0.00,0.00
1014.37400,290.13,0.20,0.00,0.00
1014.39400,290.12,0.20,0.00,0.00
1014.41400,290.11,0.20,0.00,0.00
1014.43400,290.10,0.20,0.00,0.00
1014.45400,290.09,0.20,0.00,0.00
1014.47400,290.08,0.20,0.00,0.00
1014.49400,290.08,0.20,0.00,0.00
1014.51400,290.07,0.20,0.00,0.00
1014.53400,290.06,0.20,0.00,0.00
1014.55400,290.05,0.20,0.00,0.00
1014.57400,290.04,0.20,0.00,0.00
1014.59400,290.03,0.20,0.00,0.00
1014.61400,290.02,0.20,0.00,0.00
1014.63400,290.01,0.20,0.00,0.00
1014.65400,290.00,0.20,0.00,0.00
1014.67400,290.00,0.20,0.00,0.00
1014.69400,289.99,0.20,0.00,0.00
1014.71400,289.98,0.20,0.00,0.00
1014.73400,289.97,0.20,0.00,0.00
1014.75400,289.96,0.20,0.00,0.00
1014.77400,289.95,0.20,0.00,0.00
1014.79400,289.94,0.20,0.00,0.00
1014.81400,289.93,0.20,0.00,0.00
1014.83400,289.93,0.20,0.00,0.00
1014.85400,289.92,0.20,0.00,0.00
1014.87400,289.91,0.20,0.00,0.00
1014.89400,289.90,0.20,0.00,0.00
1014.91400,289.89,0.20,0.00,0.00
1014.93400,289.88,0.20,0.00,0.00
1014.95400,289.87,0.20,0.00,0.00
1014.97400,289.86,0.20,0.00,0.00
1014.99400,289.85,0.20,0.00,0.00
1015.01400,289.85,0.20,0.00,0.00
1015.03400,289.84,0.20,0.00,0.00
1015.05400,289.83,0.20,0.00,0.00
1015.07400,289.82,0.20,0.00,0.00
1015.09400,289.81,0.20,0.00,0.00
1015.11400,289.80,0.20,0.00,0.00
1015.13400,289.79,0.20,0.00,0.00
1015.15400,289.78,0.20,0.00,0.00
1015.17400,289.78,0.20,0.00,0.00
1015.19400,289.77,0.20,0.00,0.00
1015.21400,289.76,0.20,0.00,0.00
1015.23400,289.75,0.20,0.00,0.00
1015.25400,289.74,0.20,0.00,0.00
1015.27400,289.73,0.20,0.00,0.00
1015.29400,289.72,0.20,0.00,0.00
1015.31400,289.71,0.20,0.00,0.00
1015.33400,289.71,0.20,0.00,0.00
1015.35400,289.70,0.20,0.00,0.00
1015.37400,289.69,0.20,0.00,0.00
1015.39400,289.68,0.20,0.00,0.00
1015.41400,289.67,0.20,0.00,0.00
1015.43400,289.66,0.20,0.00,0.00
1015.45400,289.65,0.20,0.00,0.00
1015.47400,289.64,0.20,0.00,0.00
1015.49400,289.63,0.20,0.00,0.00
1015.51400,289.63,0.20,0.00,0.00
1015.53400,289.62,0.20,0.00,0.00
1015.55400,289.61,0.20,0.00,0.00
1015.57400,289.60,0.20,0.00,0.00
1015.59400,289.59,0.20,0.00,0.00
1015.61400,289.58,0.20,0.00,0.00
1015.63400,289.57,0.20,0.00,0.00
1015.65400,289.56,0.20,0.00,0.00
1015.67400,289.56,0.20,0.00,0.00
1015.69400,289.55,0.20,0.00,0.00
1015.71400,289.54,0.20,0.00,0.00
1015.73400,289.53,0.20,0.00,0.00
1015.75400,289.52,0.20,0.00,0.00
1015.77400,289.51,0.20,0.00,0.00
1015.79400,289.50,0.20,0.00,0.00
1015.81400,289.49,0.20,0.00,0.00
1015.83400,289.49,0.20,0.00,0.00
1015.85400,289.48,0.20,0.00,0.00
1015.87400,289.47,0.20,0.00,0.00
1015.89400,289.46,0.20,0.00,0.00
1015.91400,289.45,0.20,0.00,0.00
1015.93400,289.44,0.20,0.00,0.00
1015.95400,289.43,0.20,0.00,0.00
1015.97400,289.42,0.20,0.00,0.00
1015.99400,289.42,0.20,0.00,0.00
1016.01400,289.41,0.20,0.00,0.00
1016.03400,289.40,0.20,0.00,0.00
1016.05400,289.39,0.20,0.00,0.00
1016.07400,289.38,0.20,0.00,0.00
1016.09400,289.37,0.20,0.00,0.00
1016.11400,289.36,0.20,0.00,0.00
1016.13400,289.35,0.20,0.00,0.00
1016.15400,289.35,0.20,0.00,0.00
1016.17400,289.34,0.20,0.00,0.00
1016.19400,289.33,0.20,0.00,0.00
1016.21400,289.32,0.20,0.00,0.00
1016.23400,289.31,0.20,0.00,0.00
1016.25400,289.30,0.20,0.00,0.00
1016.27400,289.29,0.20,0.00,0.00
1016.29400,289.28,0.20,0.00,0.00
1016.31400,289.28,0.20,0.00,0.00
1016.33400,289.27,0.20,0.00,0.00
1016.35400,289.26,0.20,0.00,0.00
1016.37400,289.25,0.20,0.00,0.00
1016.39400,289.24,0.20,0.00,0.00
1016.41400,289.23,0.20,0.00,0.00
1016.43400,289.22,0.20,0.00,0.00
1016.45400,289.21,0.20,0.00,0.00
1016.47400,289.21,0.20,0.00,0.00
1016.49400,289.20,0.20,0.00,0.00
1016.51400,289.19,0.20,0.00,0.00
1016.53400,289.18,0.20,0.00,0.00
1016.55400,289.17,0.20,0.00,0.00
1016.57400,289.16,0.20,0.00,0.00
1016.59400,289.15,0.20,0.00,0.00
1016.61400,289.14,0.20,0.00,0.00
1016.63400,289.14,0.20,0.00,0.00
1016.65400,289.13,0.20,0.00,0.00
1016.67400,289.12,0.20,0.00,0.00
1016.69400,289.11,0.20,0.00,0.00
1016.71400,289.10,0.20,0.00,0.00
1016.73400,289.09,0.20,0.00,0.00
1016.75400,289.08,0.20,0.00,0.00
1016.77400,289.08,0.20,0.00,0.00
1016.79400,289.07,0.20,0.00,0.00
1016.81400,289.06,0.20,0.00,0.00
1016.83400,289.05,0.20,0.00,0.00
1016.85400,289.04,0.20,0.00,0.00
1016.87400,289.03,0.20,0.00,0.00
1016.89400,289.02,0.20,0.00,0.00
1016.91400,289.01,0.20,0.00,0.00
1016.93400,289.01,0.20,0.00,0.00
1016.95400,289.00,0.20,0.00,0.00
1016.97400,288.99,0.20,0.00,0.00
1016.99400,288.98,0.20,0.00,0.00
1017.01400,288.97,0.20,0.00,0.00
1017.03400,288.96,0.20,0.00,0.00
1017.05400,288.95,0.20,0.00,0.00
1017.07400,288.94,0.20,0.00,0.00
1017.09400,288.94,0.20,0.00,0.00
1017.11400,288.93,0.20,0.00,0.00
1017.13400,288.92,0.20,0.00,0.00
1017.15400,288.91,0.20,0.00,0.00
1017.17400,288.90,0.20,0.00,0.00
1017.19400,288.89,0.20,0.00,0.00
1017.21400,288.88,0.20,0.00,0.00
1017.23400,288.87,0.20,0.00,0.00
1017.25400,288.87,0.20,0.00,0.00
1017.27400,288.86,0.20,0.00,0.00
1017.29400,288.85,0.20,0.00,0.00
1017.31400,288.84,0.20,0.00,0.00
1017.33400,288.83,0.20,0.00,0.00
1017.35400,288.82,0.20,0.00,0.00
1017.37400,288.81,0.20,0.00,0.00
1017.39400,288.81,0.20,0.00,0.00
1017.41400,288.80,0.20,0.00,0.00
1017.43400,288.79,0.20,0.00,0.00
1017.45400,288.78,0.20,0.00,0.00
1017.47400,288.77,0.20,0.00,0.00
1017.49400,288.76,0.20,0.00,0.00
1017.51400,288.75,0.20,0.00,0.00
1017.53400,288.74,0.20,0.00,0.00
1017.55400,288.74,0.20,0.00,0.00
1017.57400,288.73,0.20,0.00,0.00
1017.59400,288.72,0.20,0.00,0.00
1017.61400,288.71,0.20,0.00,0.00
1017.63400,288.70,0.20,0.00,0.00
1017.65400,288.69,0.20,0.00,0.00
1017.67400,288.68,0.20,0.00,0.00
1017.69400,288.68,0.20,0.00,0.00
1017.71400,288.67,0.20,0.00,0.00
1017.73400,288.66,0.20,0.00,0.00
1017.75400,288.65,0.20,0.00,0.00
1017.77400,288.64,0.20,0.00,0.00
1017.79400,288.63,0.20,0.00,0.00
1017.81400,288.62,0.20,0.00,0.00
1017.83400,288.61,0.20,0.00,0.00
1017.85400,288.61,0.20,0.00,0.00
1017.87400,288.60,0.20,0.00,0.00
1017.89400,288.59,0.20,0.00,0.00
1017.91400,288.58,0.20,0.00,0.00
1017.93400,288.57,0.20,0.00,0.00
1017.95400,288.56,0.20,0.00,0.00
1017.97400,288.55,0.20,0.00,0.00
1017.99400,288.55,0.20,0.00,0.00
1018.01400,288.54,0.20,0.00,0.00
1018.03400,288.53,0.20,0.00,0.00
1018.05400,288.52,0.20,0.00,0.00
1018.07400,288.51,0.20,0.00,0.00
1018.09400,288.50,0.20,0.00,0.00
1018.11400,288.49,0.20,0.00,0.00
1018.13400,288.48,0.20,0.00,0.00
1018.15400,288.48,0.20,0.00,0.00
1018.17400,288.47,0.20,0.00,0.00
1018.19400,288.46,0.20,0.00,0.00
1018.21400,288.45,0.20,0.00,0.00
1018.23400,288.44,0.20,0.00,0.00
1018.25400,288.43,0.20,0.00,0.00
1018.27400,288.42,0.20,0.00,0.00
1018.29400,288.42,0.20,0.00,0.00
1018.31400,288.41,0.20,0.00,0.00
1018.33400,288.40,0.20,0.00,0.00
1018.35400,288.39,0.20,0.00,0.00
1018.37400,288.38,0.20,0.00,0.00
1018.39400,288.37,0.20,0.00,0.00
1018.41400,288.36,0.20,0.00,0.00
1018.43400,288.36,0.20,0.00,0.00
1018.45400,288.35,0.20,0.00,0.00
1018.47400,288.34,0.20,0.00,0.00
1018.49400,288.33,0.20,0.00,0.00
1018.51400,288.32,0.20,0.00,0.00
1018.53400,288.31,0.20,0.00,0.00
1018.55400,288.30,0.20,0.00,0.00
1018.57400,288.30,0.20,0.00,0.00
1018.59400,288.29,0.20,0.00,0.00
1018.61400,288.28,0.20,0.00,0.00
1018.63400,288.27,0.20,0.00,0.00
1018.65400,288.26,0.20,0.00,0.00
1018.67400,288.25,0.20,0.00,0.00
1018.69400,288.24,0.20,0.00,0.00
1018.71400,288.23,0.20,0.00,0.00
1018.73400,288.23,0.20,0.00,0.00
1018.75400,288.22,0.20,0.00,0.00
1018.77400,288.21,0.20,0.00,0.00
1018.79400,288.20,0.20,0.00,0.00
1018.81400,288.19,0.20,0.00,0.00
1018.83400,288.18,0.20,0.00,0.00
1018.85400,288.17,0.20,0.00,0.00
1018.87400,288.17,0.20,0.00,0.00
1018.89400,288.16,0.20,0.00,0.00
1018.91400,288.15,0.20,0.00,0.00
1018.93400,288.14,0.20,0.00,0.00
1018.95400,288.13,0.20,0.00,0.00
1018.97400,288.12,0.20,0.00,0.00
1018.99400,288.11,0.20,0.00,0.00
1019.01400,288.11,0.20,0.00,0.00
1019.03400,288.10,0.20,0.00,0.00
1019.05400,288.09,0.20,0.00,0.00
1019.07400,288.08,0.20,0.00,0.00
1019.09400,288.07,0.20,0.00,0.00
1019.11400,288.06,0.20,0.00,0.00
1019.13400,288.05,0.20,0.00,0.00
1019.15400,288.05,0.20,0.00,0.00
1019.17400,288.04,0.20,0.00,0.00
1019.19400,288.03,0.20,0.00,0.00
1019.21400,288.02,0.20,0.00,0.00
1019.23400,288.01,0.20,0.00,0.00
1019.25400,288.00,0.20,0.00,0.00
1019.27400,287.99,0.20,0.00,0.00
1019.29400,287.99,0.20,0.00,0.00
1019.31400,287.98,0.20,0.00,0.00
1019.33400,287.97,0.20,0.00,0.00
1019.35400,287.96,0.20,0.00,0.00
1019.37400,287.95,0.20,0.00,0.00
1019.39400,287.94,0.20,0.00,0.00
1019.41400,287.93,0.20,0.00,0.00
1019.43400,287.93,0.20,0.00,0.00
1019.45400,287.92,0.20,0.00,0.00
1019.47400,287.91,0.20,0.00,0.00
1019.49400,287.90,0.20,0.00,0.00
1019.51400,287.89,0.20,0.00,0.00
1019.53400,287.88,0.20,0.00,0.00
1019.55400,287.87,0.20,0.00,0.00
1019.57400,287.87,0.20,0.00,0.00
1019.59400,287.86,0.20,0.00,0.00
1019.61400,287.85,0.20,0.00,0.00
1019.63400,287.84,0.20,0.00,0.00
1019.65400,287.83,0.20,0.00,0.00
1019.67400,287.82,0.20,0.00,0.00
1019.69400,287.81,0.20,0.00,0.00
1019.71400,287.81,0.20,0.00,0.00
1019.73400,287.80,0.20,0.00,0.00
1019.75400,287.79,0.20,0.00,0.00
1019.77400,287.78,0.20,0.00,0.00
1019.79400,287.77,0.20,0.00,0.00
1019.81400,287.76,0.20,0.00,0.00
1019.83400,287.75,0.20,0.00,0.00
1019.85400,287.75,0.20,0.00,0.00
1019.87400,287.74,0.20,0.00,0.00
1019.89400,287.73,0.20,0.00,0.00
1019.91400,287.72,0.20,0.00,0.00
1019.93400,287.71,0.20,0.00,0.00
1019.95400,287.70,0.20,0.00,0.00
1019.97400,287.69,0.20,0.00,0.00
1019.99400,287.69,0.20,0.00,0.00
1020.01400,287.68,0.20,0.00,0.00
1020.03400,287.67,0.20,0.00,0.00
1020.05400,287.66,0.20,0.00,0.00
1020.07400,287.65,0.20,0.00,0.00
1020.09400,287.64,0.20,0.00,0.00
1020.11400,287.63,0.20,0.00,0.00
1020.13400,287.63,0.20,0.00,0.00
1020.15400,287.62,0.20,0.00,0.00
1020.17400,287.61,0.20,0.00,0.00
1020.19400,287.60,0.20,0.00,0.00
1020.21400,287.59,0.20,0.00,0.00
1020.23400,287.58,0.20,0.00,0.00
1020.25400,287.57,0.20,0.00,0.00
1020.27400,287.57,0.20,0.00,0.00
1020.29400,287.56,0.20,0.00,0.00
1020.31400,287.55,0.20,0.00,0.00
1020.33400,287.54,0.20,0.00,0.00
1020.35400,287.53,0.20,0.00,0.00
1020.37400,287.52,0.20,0.00,0.00
1020.39400,287.51,0.20,0.00,0.00
1020.41400,287.51,0.20,0.00,0.00
1020.43400,287.50,0.20,0.00,0.00
1020.45400,287.49,0.20,0.00,0.00
1020.47400,287.48,0.20,0.00,0.00
1020.49400,287.47,0.20,0.00,0.00
1020.51400,287.46,0.20,0.00,0.00
1020.53400,287.46,0.20,0.00,0.00
1020.55400,287.45,0.20,0.00,0.00
1020.57400,287.44,0.20,0.00,0.00
1020.59400,287.43,0.20,0.00,0.00
1020.61400,287.42,0.20,0.00,0.00
1020.63400,287.41,0.20,0.00,0.00
1020.65400,287.40,0.20,0.00,0.00
1020.67400,287.40,0.20,0.00,0.00
1020.69400,287.39,0.20,0.00,0.00
1020.71400,287.38,0.20,0.00,0.00
1020.73400,287.37,0.20,0.00,0.00
1020.75400,287.36,0.20,0.00,0.00
1020.77400,287.35,0.20,0.00,0.00
1020.79400,287.34,0.20,0.00,0.00
1020.81400,287.34,0.20,0.00,0.00
1020.83400,287.33,0.20,0.00,0.00
1020.85400,287.32,0.20,0.00,0.00
1020.87400,287.31,0.20,0.00,0.00
1020.89400,287.30,0.20,0.00,0.00
1020.91400,287.29,0.20,0.00,0.00
1020.93400,287.28,0.20,0.00,0.00
1020.95400,287.28,0.20,0.00,0.00
1020.97400,287.27,0.20,0.00,0.00
1020.99400,287.26,0.20,0.00,0.00
1021.01400,287.25,0.20,0.00,0.00
1021.03400,287.24,0.20,0.00,0.00
1021.05400,287.23,0.20,0.00,0.00
1021.07400,287.23,0.20,0.00,0.00
1021.09400,287.22,0.20,0.00,0.00
1021.11400,287.21,0.20,0.00,0.00
1021.13400,287.20,0.20,0.00,0.00
1021.15400,287.19,0.20,0.00,0.00
1021.17400,287.18,0.20,0.00,0.00
1021.19400,287.17,0.20,0.00,0.00
1021.21400,287.17,0.20,0.00,0.00
1021.23400,287.16,0.20,0.00,0.00
1021.25400,287.15,0.20,0.00,0.00
1021.27400,287.14,0.20,0.00,0.00
1021.29400,287.13,0.20,0.00,0.00
1021.31400,287.12,0.20,0.00,0.00
1021.33400,287.12,0.20,0.00,0.00
1021.35400,287.11,0.20,0.00,0.00
1021.37400,287.10,0.20,0.00,0.00
1021.39400,287.09,0.20,0.00,0.00
1021.41400,287.08,0.20,0.00,0.00
1021.43400,287.07,0.20,0.00,0.00
1021.45400,287.06,0.20,0.00,0.00
1021.47400,287.06,0.20,0.00,0.00
1021.49400,287.05,0.20,0.00,0.00
1021.51400,287.04,0.20,0.00,0.00
1021.53400,287.03,0.20,0.00,0.00
1021.55400,287.02,0.20,0.00,0.00
1021.57400,287.01,0.20,0.00,0.00
1021.59400,287.01,0.20,0.00,0.00
1021.61400,287.00,0.20,0.00,0.00
1021.63400,286.99,0.20,0.00,0.00
1021.65400,286.98,0.20,0.00,0.00
1021.67400,286.97,0.20,0.00,0.00
1021.69400,286.96,0.20,0.00,0.00
1021.71400,286.95,0.20,0.00,0.00
1021.73400,286.95,0.20,0.00,0.00
1021.75400,286.94,0.20,0.00,0.00
1021.77400,286.93,0.20,0.00,0.00
1021.79400,286.92,0.20,0.00,0.00
1021.81400,286.91,0.20,0.00,0.00
1021.83400,286.90,0.20,0.00,0.00
1021.85400,286.90,0.20,0.00,0.00
1021.87400,286.89,0.20,0.00,0.00
1021.89400,286.88,0.20,0.00,0.00
1021.91400,286.87,0.20,0.00,0.00
1021.93400,286.86,0.20,0.00,0.00
1021.95400,286.85,0.20,0.00,0.00
1021.97400,286.84,0.20,0.00,0.00
1021.99400,286.84,0.20,0.00,0.00
1022.01400,286.83,0.20,0.00,0.00
1022.03400,286.82,0.20,0.00,0.00
1022.05400,286.81,0.20,0.00,0.00
1022.07400,286.80,0.20,0.00,0.00
1022.09400,286.79,0.20,0.00,0.00
1022.11400,286.79,0.20,0.00,0.00
1022.13400,286.78,0.20,0.00,0.00
1022.15400,286.77,0.20,0.00,0.00
1022.17400,286.76,0.20,0.00,0.00
1022.19400,286.75,0.20,0.00,0.00
1022.21400,286.74,0.20,0.00,0.00
1022.23400,286.73,0.20,0.00,0.00
1022.25400,286.73,0.20,0.00,0.00
1022.27400,286.72,0.20,0.00,0.00
1022.29400,286.71,0.20,0.00,0.00
1022.31400,286.70,0.20,0.00,0.00
1022.33400,286.69,0.20,0.00,0.00
1022.35400,286.68,0.20,0.00,0.00
1022.37400,286.68,0.20,0.00,0.00
1022.39400,286.67,0.20,0.00,0.00
1022.41400,286.66,0.20,0.00,0.00
1022.43400,286.65,0.20,0.00,0.00
1022.45400,286.64,0.20,0.00,0.00
1022.47400,286.63,0.20,0.00,0.00
1022.49400,286.63,0.20,0.00,0.00
1022.51400,286.62,0.20,0.00,0.00
1022.53400,286.61,0.20,0.00,0.00
1022.55400,286.60,0.20,0.00,0.00
1022.57400,286.59,0.20,0.00,0.00
1022.59400,286.58,0.20,0.00,0.00
1022.61400,286.57,0.20,0.00,0.00
1022.63400,286.57,0.20,0.00,0.00
1022.65400,286.56,0.20,0.00,0.00
1022.67400,286.55,0.20,0.00,0.00
1022.69400,286.54,0.20,0.00,0.00
1022.71400,286.53,0.20,0.00,0.00
1022.73400,286.52,0.20,0.00,0.00
1022.75400,286.52,0.20,0.00,0.00
1022.77400,286.51,0.20,0.00,0.00
1022.79400,286.50,0.20,0.00,0.00
1022.81400,286.49,0.20,0.00,0.00
1022.83400,286.48,0.20,0.00,0.00
1022.85400,286.47,0.20,0.00,0.00
1022.87400,286.47,0.20,0.00,0.00
1022.89400,286.46,0.20,0.00,0.00
1022.91400,286.45,0.20,0.00,0.00
1022.93400,286.44,0.20,0.00,0.00
1022.95400,286.43,0.20,0.00,0.00
1022.97400,286.42,0.20,0.00,0.00
1022.99400,286.41,0.20,0.00,0.00
1023.01400,286.41,0.20,0.00,0.00
1023.03400,286.40,0.20,0.00,0.00
1023.05400,286.39,0.20,0.00,0.00
1023.07400,286.38,0.20,0.00,0.00
1023.09400,286.37,0.20,0.00,0.00
1023.11400,286.36,0.20,0.00,0.00
1023.13400,286.36,0.20,0.00,0.00
1023.15400,286.35,0.20,0.00,0.00
1023.17400,286.34,0.20,0.00,0.00
1023.19400,286.33,0.20,0.00,0.00
1023.21400,286.32,0.20,0.00,0.00
1023.23400,286.31,0.20,0.00,0.00
1023.25400,286.31,0.20,0.00,0.00
1023.27400,286.30,0.20,0.00,0.00
1023.29400,286.29,0.20,0.00,0.00
1023.31400,286.28,0.20,0.00,0.00
1023.33400,286.27,0.20,0.00,0.00
1023.35400,286.26,0.20,0.00,0.00
1023.37400,286.26,0.20,0.00,0.00
1023.39400,286.25,0.20,0.00,0.00
1023.41400,286.24,0.20,0.00,0.00
1023.43400,286.23,0.20,0.00,0.00
1023.45400,286.22,0.20,0.00,0.00
1023.47400,286.21,0.20,0.00,0.00
1023.49400,286.21,0.20,0.00,0.00
1023.51400,286.20,0.20,0.00,0.00
1023.53400,286.19,0.20,0.00,0.00
1023.55400,286.18,0.20,0.00,0.00
1023.57400,286.17,0.20,0.00,0.00
1023.59400,286.16,0.20,0.00,0.00
1023.61400,286.15,0.20,0.00,0.00
1023.63400,286.15,0.20,0.00,0.00
1023.65400,286.14,0.20,0.00,0.00
1023.67400,286.13,0.20,0.00,0.00
1023.69400,286.12,0.20,0.00,0.00
1023.71400,286.11,0.20,0.00,0.00
1023.73400,286.10,0.20,0.00,0.00
1023.75400,286.10,0.20,0.00,0.00
1023.77400,286.09,0.20,0.00,0.00
1023.79400,286.08,0.20,0.00,0.00
1023.81400,286.07,0.20,0.00,0.00
1023.83400,286.06,0.20,0.00,0.00
1023.85400,286.05,0.20,0.00,0.00
1023.87400,286.05,0.20,0.00,0.00
1023.89400,286.04,0.20,0.00,0.00
1023.91400,286.03,0.20,0.00,0.00
1023.93400,286.02,0.20,0.00,0.00
1023.95400,286.01,0.20,0.00,0.00
1023.97400,286.00,0.20,0.00,0.00
1023.99400,286.00,0.20,0.00,0.00
1024.01400,285.99,0.20,0.00,0.00
1024.03400,285.98,0.20,0.00,0.00
1024.05400,285.97,0.20,0.00,0.00
1024.07400,285.96,0.20,0.00,0.00
1024.09400,285.95,0.20,0.00,0.00
1024.11400,285.95,0.20,0.00,0.00
1024.13400,285.94,0.20,0.00,0.00
1024.15400,285.93,0.20,0.00,0.00
1024.17400,285.92,0.20,0.00,0.00
1024.19400,285.91,0.20,0.00,0.00
1024.21400,285.90,0.20,0.00,0.00
1024.23400,285.90,0.20,0.00,0.00
1024.25400,285.89,0.20,0.00,0.00
1024.27400,285.88,0.20,0.00,0.00
1024.29400,285.87,0.20,0.00,0.00
1024.31400,285.86,0.20,0.00,0.00
1024.33400,285.85,0.20,0.00,0.00
1024.35400,285.85,0.20,0.00,0.00
1024.37400,285.84,0.20,0.00,0.00
1024.39400,285.83,0.20,0.00,0.00
1024.41400,285.82,0.20,0.00,0.00
1024.43400,285.81,0.20,0.00,0.00
1024.45400,285.80,0.20,0.00,0.00
1024.47400,285.80,0.20,0.00,0.00
1024.49400,285.79,0.20,0.00,0.00
1024.51400,285.78,0.20,0.00,0.00
1024.53400,285.77,0.20,0.00,0.00
1024.55400,285.76,0.20,0.00,0.00
1024.57400,285.75,0.20,0.00,0.00
1024.59400,285.75,0.20,0.00,0.00
1024.61400,285.74,0.20,0.00,0.00
1024.63400,285.73,0.20,0.00,0.00
1024.65400,285.72,0.20,0.00,0.00
1024.67400,285.71,0.20,0.00,0.00
1024.69400,285.70,0.20,0.00,0.00
1024.71400,285.70,0.20,0.00,0.00
1024.73400,285.69,0.20,0.00,0.00
1024.75400,285.68,0.20,0.00,0.00
1024.77400,285.67,0.20,0.00,0.00
1024.79400,285.66,0.20,0.00,0.00
1024.81400,285.65,0.20,0.00,0.00
1024.83400,285.65,0.20,0.00,0.00
1024.85400,285.64,0.20,0.00,0.00
1024.87400,285.63,0.20,0.00,0.00
1024.89400,285.62,0.20,0.00,0.00
1024.91400,285.61,0.20,0.00,0.00
1024.93400,285.60,0.20,0.00,0.00
1024.95400,285.60,0.20,0.00,0.00
1024.97400,285.59,0.20,0.00,0.00
1024.99400,285.58,0.20,0.00,0.00
1025.01400,285.57,0.20,0.00,0.00
1025.03400,285.56,0.20,0.00,0.00
1025.05400,285.56,0.20,0.00,0.00
1025.07400,285.55,0.20,0.00,0.00
1025.09400,285.54,0.20,0.00,0.00
1025.11400,285.53,0.20,0.00,0.00
1025.13400,285.52,0.20,0.00,0.00
1025.15400,285.51,0.20,0.00,0.00
1025.17400,285.51,0.20,0.00,0.00
1025.19400,285.50,0.20,0.00,0.00
1025.21400,285.49,0.20,0.00,0.00
1025.23400,285.48,0.20,0.00,0.00
1025.25400,285.47,0.20,0.00,0.00
1025.27400,285.46,0.20,0.00,0.00
1025.29400,285.46,0.20,0.00,0.00
1025.31400,285.45,0.20,0.00,0.00
1025.33400,285.44,0.20,0.00,0.00
1025.35400,285.43,0.20,0.00,0.00
1025.37400,285.42,0.20,0.00,0.00
1025.39400,285.41,0.20,0.00,0.00
1025.41400,285.41,0.20,0.00,0.00
1025.43400,285.40,0.20,0.00,0.00
1025.45400,285.39,0.20,0.00,0.00
1025.47400,285.38,0.20,0.00,0.00
1025.49400,285.37,0.20,0.00,0.00
1025.51400,285.36,0.20,0.00,0.00
1025.53400,285.36,0.20,0.00,0.00
1025.55400,285.35,0.20,0.00,0.00
1025.57400,285.34,0.20,0.00,0.00
1025.59400,285.33,0.20,0.00,0.00
1025.61400,285.32,0.20,0.00,0.00
1025.63400,285.31,0.20,0.00,0.00
1025.65400,285.31,0.20,0.00,0.00
1025.67400,285.30,0.20,0.00,0.00
1025.69400,285.29,0.20,0.00,0.00
1025.71400,285.28,0.20,0.00,0.00
1025.73400,285.27,0.20,0.00,0.00
1025.75400,285.27,0.20,0.00,0.00
1025.77400,285.26,0.20,0.00,0.00
1025.79400,285.25,0.20,0.00,0.00
1025.81400,285.24,0.20,0.00,0.00
1025.83400,285.23,0.20,0.00,0.00
1025.85400,285.22,0.20,0.00,0.00
1025.87400,285.22,0.20,0.00,0.00
1025.89400,285.21,0.20,0.00,0.00
1025.91400,285.20,0.20,0.00,0.00
1025.93400,285.19,0.20,0.00,0.00
1025.95400,285.18,0.20,0.00,0.00
