Li1,2s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
412.46000,-95.56,0.21,0.00,0.00
412.48000,-95.57,0.21,0.00,0.00
412.50000,-95.59,0.21,0.00,0.00
412.52000,-95.60,0.21,0.00,0.00
412.54000,-95.62,0.21,0.00,0.00
412.56000,-95.64,0.21,0.00,0.00
412.58000,-95.65,0.21,0.00,0.00
412.60000,-95.67,0.21,0.00,0.00
412.62000,-95.68,0.21,0.00,0.00
412.64000,-95.70,0.21,0.00,0.00
412.66000,-95.71,0.21,0.00,0.00
412.68000,-95.73,0.21,0.00,0.00
412.70000,-95.74,0.21,0.00,0.00
412.72000,-95.76,0.21,0.00,0.00
412.74000,-95.78,0.21,0.00,0.00
412.76000,-95.79,0.21,0.00,0.00
412.78000,-95.81,0.21,0.00,0.00
412.80000,-95.82,0.21,0.00,0.00
412.82000,-95.84,0.21,0.00,0.00
412.84000,-95.85,0.21,0.00,0.00
412.86000,-95.87,0.21,0.00,0.00
412.88000,-95.88,0.21,0.00,0.00
412.90000,-95.90,0.21,0.00,0.00
412.92000,-95.92,0.21,0.00,0.00
412.94000,-95.93,0.21,0.00,0.00
412.96000,-95.95,0.21,0.00,0.00
412.98000,-95.96,0.21,0.00,0.00
413.00000,-95.98,0.21,0.00,0.00
413.02000,-95.99,0.21,0.00,0.00
413.04000,-96.01,0.21,0.00,0.00
413.06000,-96.02,0.21,0.00,0.00
413.08000,-96.04,0.21,0.00,0.00
413.10000,-96.06,0.21,0.00,0.00
413.12000,-96.07,0.21,0.00,0.00
413.14000,-96.09,0.21,0.00,0.00
413.16000,-96.10,0.21,0.00,0.00
413.18000,-96.12,0.21,0.00,0.00
413.20000,-96.13,0.21,0.00,0.00
413.22000,-96.15,0.21,0.00,0.00
413.24000,-96.16,0.21,0.00,0.00
413.26000,-96.18,0.21,0.00,0.00
413.28000,-96.20,0.21,0.00,0.00
413.30000,-96.21,0.21,0.00,0.00
413.32000,-96.23,0.21,0.00,0.00
413.34000,-96.24,0.21,0.00,0.00
413.36000,-96.26,0.21,0.00,0.00
413.38000,-96.27,0.21,0.00,0.00
413.40000,-96.29,0.21,0.00,0.00
413.42000,-96.30,0.21,0.00,0.00
413.44000,-96.32,0.21,0.00,0.00
413.46000,-96.34,0.21,0.00,0.00
413.48000,-96.35,0.21,0.00,0.00
413.50000,-96.37,0.21,0.00,0.00
413.52000,-96.38,0.21,0.00,0.00
413.54000,-96.40,0.21,0.00,0.00
413.56000,-96.41,0.21,0.00,0.00
413.58000,-96.43,0.21,0.00,0.00
413.60000,-96.45,0.21,0.00,0.00
413.62000,-96.46,0.21,0.00,0.00
413.64000,-96.48,0.21,0.00,0.00
413.66000,-96.49,0.21,0.00,0.00
413.68000,-96.51,0.21,0.00,0.00
413.70000,-96.52,0.21,0.00,0.00
413.72000,-96.54,0.21,0.00,0.00
413.74000,-96.56,0.21,0.00,0.00
413.76000,-96.57,0.21,0.00,0.00
413.78000,-96.59,0.21,0.00,0.00
413.80000,-96.60,0.21,0.00,0.00
413.82000,-96.62,0.21,0.00,0.00
413.84000,-96.63,0.21,0.00,0.00
413.86000,-96.65,0.21,0.00,0.00
413.88000,-96.66,0.21,0.00,0.00
413.90000,-96.68,0.21,0.00,0.00
413.92000,-96.70,0.21,0.00,0.00
413.94000,-96.71,0.21,0.00,0.00
413.96000,-96.73,0.21,0.00,0.00
413.98000,-96.74,0.21,0.00,0.00
414.00000,-96.76,0.21,0.00,0.00
414.02000,-96.77,0.21,0.00,0.00
414.04000,-96.79,0.21,0.00,0.00
414.06000,-96.81,0.21,0.00,0.00
414.08000,-96.82,0.21,0.00,0.00
414.10000,-96.84,0.21,0.00,0.00
414.12000,-96.85,0.21,0.00,0.00
414.14000,-96.87,0.21,0.00,0.00
414.16000,-96.88,0.21,0.00,0.00
414.18000,-96.90,0.21,0.00,0.00
414.20000,-96.92,0.21,0.00,0.00
414.22000,-96.93,0.21,0.00,0.00
414.24000,-96.95,0.21,0.00,0.00
414.26000,-96.96,0.21,0.00,0.00
414.28000,-96.98,0.21,0.00,0.00
414.30000,-96.99,0.21,0.00,0.00
414.32000,-97.01,0.21,0.00,0.00
414.34000,-97.03,0.21,0.00,0.00
414.36000,-97.04,0.21,0.00,0.00
414.38000,-97.06,0.21,0.00,0.00
414.40000,-97.07,0.21,0.00,0.00
414.42000,-97.09,0.21,0.00,0.00
414.44000,-97.11,0.21,0.00,0.00
414.46000,-97.12,0.21,0.00,0.00
414.48000,-97.14,0.21,0.00,0.00
414.50000,-97.15,0.21,0.00,0.00
414.52000,-97.17,0.21,0.00,0.00
414.54000,-97.18,0.21,0.00,0.00
414.56000,-97.20,0.21,0.00,0.00
414.58000,-97.22,0.21,0.00,0.00
414.60000,-97.23,0.21,0.00,0.00
414.62000,-97.25,0.21,0.00,0.00
414.64000,-97.26,0.21,0.00,0.00
414.66000,-97.28,0.21,0.00,0.00
414.68000,-97.29,0.21,0.00,0.00
414.70000,-97.31,0.21,0.00,0.00
414.72000,-97.33,0.21,0.00,0.00
414.74000,-97.34,0.21,0.00,0.00
414.76000,-97.36,0.21,0.00,0.00
414.78000,-97.37,0.21,0.00,0.00
414.80000,-97.39,0.21,0.00,0.00
414.82000,-97.40,0.21,0.00,0.00
414.84000,-97.42,0.21,0.00,0.00
414.86000,-97.44,0.21,0.00,0.00
414.88000,-97.45,0.21,0.00,0.00
414.90000,-97.47,0.21,0.00,0.00
414.92000,-97.48,0.21,0.00,0.00
414.94000,-97.50,0.21,0.00,0.00
414.96000,-97.52,0.21,0.00,0.00
414.98000,-97.53,0.21,0.00,0.00
415.00000,-97.55,0.21,0.00,0.00
415.02000,-97.56,0.21,0.00,0.00
415.04000,-97.58,0.21,0.00,0.00
415.06000,-97.59,0.21,0.00,0.00
415.08000,-97.61,0.21,0.00,0.00
415.10000,-97.63,0.21,0.00,0.00
415.12000,-97.64,0.21,0.00,0.00
415.14000,-97.66,0.21,0.00,0.00
415.16000,-97.67,0.21,0.00,0.00
415.18000,-97.69,0.21,0.00,0.00
415.20000,-97.71,0.21,0.00,0.00
415.22000,-97.72,0.21,0.00,0.00
415.24000,-97.74,0.21,0.00,0.00
415.26000,-97.75,0.21,0.00,0.00
415.28000,-97.77,0.21,0.00,0.00
415.30000,-97.78,0.21,0.00,0.00
415.32000,-97.80,0.21,0.00,0.00
415.34000,-97.82,0.21,0.00,0.00
415.36000,-97.83,0.21,0.00,0.00
415.38000,-97.85,0.21,0.00,0.00
415.40000,-97.86,0.21,0.00,0.00
415.42000,-97.88,0.21,0.00,0.00
415.44000,-97.90,0.21,0.00,0.00
415.46000,-97.91,0.21,0.00,0.00
415.48000,-97.93,0.21,0.00,0.00
415.50000,-97.94,0.21,0.00,0.00
415.52000,-97.96,0.21,0.00,0.00
415.54000,-97.98,0.21,0.00,0.00
415.56000,-97.99,0.21,0.00,0.00
415.58000,-98.01,0.21,0.00,0.00
415.60000,-98.02,0.21,0.00,0.00
415.62000,-98.04,0.21,0.00,0.00
415.64000,-98.05,0.21,0.00,0.00
415.66000,-98.07,0.21,0.00,0.00
415.68000,-98.09,0.21,0.00,0.00
415.70000,-98.10,0.21,0.00,0.00
415.72000,-98.12,0.21,0.00,0.00
415.74000,-98.13,0.21,0.00,0.00
415.76000,-98.15,0.21,0.00,0.00
415.78000,-98.17,0.21,0.00,0.00
415.80000,-98.18,0.21,0.00,0.00
415.82000,-98.20,0.21,0.00,0.00
415.84000,-98.21,0.21,0.00,0.00
415.86000,-98.23,0.21,0.00,0.00
415.88000,-98.25,0.21,0.00,0.00
415.90000,-98.26,0.21,0.00,0.00
415.92000,-98.28,0.21,0.00,0.00
415.94000,-98.29,0.21,0.00,0.00
415.96000,-98.31,0.21,0.00,0.00
415.98000,-98.33,0.21,0.00,0.00
416.00000,-98.34,0.21,0.00,0.00
416.02000,-98.36,0.21,0.00,0.00
416.04000,-98.37,0.21,0.00,0.00
416.06000,-98.39,0.21,0.00,0.00
416.08000,-98.41,0.21,0.00,0.00
416.10000,-98.42,0.21,0.00,0.00
416.12000,-98.44,0.21,0.00,0.00
416.14000,-98.45,0.21,0.00,0.00
416.16000,-98.47,0.21,0.00,0.00
416.18000,-98.49,0.21,0.00,0.00
416.20000,-98.50,0.21,0.00,0.00
416.22000,-98.52,0.21,0.00,0.00
416.24000,-98.53,0.21,0.00,0.00
416.26000,-98.55,0.21,0.00,0.00
416.28000,-98.57,0.21,0.00,0.00
416.30000,-98.58,0.21,0.00,0.00
416.32000,-98.60,0.21,0.00,0.00
416.34000,-98.61,0.21,0.00,0.00
416.36000,-98.63,0.21,0.00,0.00
416.38000,-98.65,0.21,0.00,0.00
416.40000,-98.66,0.21,0.00,0.00
416.42000,-98.68,0.21,0.00,0.00
416.44000,-98.69,0.21,0.00,0.00
416.46000,-98.71,0.21,0.00,0.00
416.48000,-98.73,0.21,0.00,0.00
416.50000,-98.74,0.21,0.00,0.00
416.52000,-98.76,0.21,0.00,0.00
416.54000,-98.77,0.21,0.00,0.00
416.56000,-98.79,0.21,0.00,0.00
416.58000,-98.81,0.21,0.00,0.00
416.60000,-98.82,0.21,0.00,0.00
416.62000,-98.84,0.21,0.00,0.00
416.64000,-98.85,0.21,0.00,0.00
416.66000,-98.87,0.21,0.00,0.00
416.68000,-98.89,0.21,0.00,0.00
416.70000,-98.90,0.21,0.00,0.00
416.72000,-98.92,0.21,0.00,0.00
416.74000,-98.93,0.21,0.00,0.00
416.76000,-98.95,0.21,0.00,0.00
416.78000,-98.97,0.21,0.00,0.00
416.80000,-98.98,0.21,0.00,0.00
416.82000,-99.00,0.21,0.00,0.00
416.84000,-99.01,0.21,0.00,0.00
416.86000,-99.03,0.21,0.00,0.00
416.88000,-99.05,0.21,0.00,0.00
416.90000,-99.06,0.21,0.00,0.00
416.92000,-99.08,0.21,0.00,0.00
416.94000,-99.09,0.21,0.00,0.00
416.96000,-99.11,0.21,0.00,0.00
416.98000,-99.13,0.21,0.00,0.00
417.00000,-99.14,0.21,0.00,0.00
417.02000,-99.16,0.21,0.00,0.00
417.04000,-99.17,0.21,0.00,0.00
417.06000,-99.19,0.21,0.00,0.00
417.08000,-99.21,0.21,0.00,0.00
417.10000,-99.22,0.21,0.00,0.00
417.12000,-99.24,0.21,0.00,0.00
417.14000,-99.26,0.21,0.00,0.00
417.16000,-99.27,0.21,0.00,0.00
417.18000,-99.29,0.21,0.00,0.00
417.20000,-99.30,0.21,0.00,0.00
417.22000,-99.32,0.21,0.00,0.00
417.24000,-99.34,0.21,0.00,0.00
417.26000,-99.35,0.21,0.00,0.00
417.28000,-99.37,0.21,0.00,0.00
417.30000,-99.38,0.21,0.00,0.00
417.32000,-99.40,0.21,0.00,0.00
417.34000,-99.42,0.21,0.00,0.00
417.36000,-99.43,0.21,0.00,0.00
417.38000,-99.45,0.21,0.00,0.00
417.40000,-99.46,0.21,0.00,0.00
417.42000,-99.48,0.21,0.00,0.00
417.44000,-99.50,0.21,0.00,0.00
417.46000,-99.51,0.21,0.00,0.00
417.48000,-99.53,0.21,0.00,0.00
417.50000,-99.55,0.21,0.00,0.00
417.52000,-99.56,0.21,0.00,0.00
417.54000,-99.58,0.21,0.00,0.00
417.56000,-99.59,0.21,0.00,0.00
417.58000,-99.61,0.21,0.00,0.00
417.60000,-99.63,0.21,0.00,0.00
417.62000,-99.64,0.21,0.00,0.00
417.64000,-99.66,0.21,0.00,0.00
417.66000,-99.67,0.21,0.00,0.00
417.68000,-99.69,0.21,0.00,0.00
417.70000,-99.71,0.21,0.00,0.00
417.72000,-99.72,0.21,0.00,0.00
417.74000,-99.74,0.21,0.00,0.00
417.76000,-99.76,0.21,0.00,0.00
417.78000,-99.77,0.21,0.00,0.00
417.80000,-99.79,0.21,0.00,0.00
417.82000,-99.80,0.21,0.00,0.00
417.84000,-99.82,0.21,0.00,0.00
417.86000,-99.84,0.21,0.00,0.00
417.88000,-99.85,0.21,0.00,0.00
417.90000,-99.87,0.21,0.00,0.00
417.92000,-99.89,0.21,0.00,0.00
417.94000,-99.90,0.21,0.00,0.00
417.96000,-99.92,0.21,0.00,0.00
417.98000,-99.93,0.21,0.00,0.00
418.00000,-99.95,0.21,0.00,0.00
418.02000,-99.97,0.21,0.00,0.00
418.04000,-99.98,0.21,0.00,0.00
418.06000,-100.00,0.21,0.00,0.00
418.08000,-100.01,0.21,0.00,0.00
418.10000,-100.03,0.21,0.00,0.00
418.12000,-100.05,0.21,0.00,0.00
418.14000,-100.06,0.21,0.00,0.00
418.16000,-100.08,0.21,0.00,0.00
418.18000,-100.10,0.21,0.00,0.00
418.20000,-100.11,0.21,0.00,0.00
418.22000,-100.13,0.21,0.00,0.00
418.24000,-100.14,0.21,0.00,0.00
418.26000,-100.16,0.21,0.00,0.00
418.28000,-100.18,0.21,0.00,0.00
418.30000,-100.19,0.21,0.00,0.00
418.32000,-100.21,0.21,0.00,0.00
418.34000,-100.23,0.21,0.00,0.00
418.36000,-100.24,0.21,0.00,0.00
418.38000,-100.26,0.21,0.00,0.00
418.40000,-100.27,0.21,0.00,0.00
418.42000,-100.29,0.21,0.00,0.00
418.44000,-100.31,0.21,0.00,0.00
418.46000,-100.32,0.21,0.00,0.00
418.48000,-100.34,0.21,0.00,0.00
418.50000,-100.36,0.21,0.00,0.00
418.52000,-100.37,0.21,0.00,0.00
418.54000,-100.39,0.21,0.00,0.00
418.56000,-100.41,0.21,0.00,0.00
418.58000,-100.42,0.21,0.00,0.00
418.60000,-100.44,0.21,0.00,0.00
418.62000,-100.45,0.21,0.00,0.00
418.64000,-100.47,0.21,0.00,0.00
418.66000,-100.49,0.21,0.00,0.00
418.68000,-100.50,0.21,0.00,0.00
418.70000,-100.52,0.21,0.00,0.00
418.72000,-100.54,0.21,0.00,0.00
418.74000,-100.55,0.21,0.00,0.00
418.76000,-100.57,0.21,0.00,0.00
418.78000,-100.58,0.21,0.00,0.00
418.80000,-100.60,0.21,0.00,0.00
418.82000,-100.62,0.21,0.00,0.00
418.84000,-100.63,0.21,0.00,0.00
418.86000,-100.65,0.21,0.00,0.00
418.88000,-100.67,0.21,0.00,0.00
418.90000,-100.68,0.21,0.00,0.00
418.92000,-100.70,0.21,0.00,0.00
418.94000,-100.72,0.21,0.00,0.00
418.96000,-100.73,0.21,0.00,0.00
418.98000,-100.75,0.21,0.00,0.00
419.00000,-100.76,0.21,0.00,0.00
419.02000,-100.78,0.21,0.00,0.00
419.04000,-100.80,0.21,0.00,0.00
419.06000,-100.81,0.21,0.00,0.00
419.08000,-100.83,0.21,0.00,0.00
419.10000,-100.85,0.21,0.00,0.00
419.12000,-100.86,0.21,0.00,0.00
419.14000,-100.88,0.21,0.00,0.00
419.16000,-100.90,0.21,0.00,0.00
419.18000,-100.91,0.21,0.00,0.00
419.20000,-100.93,0.21,0.00,0.00
419.22000,-100.94,0.21,0.00,0.00
419.24000,-100.96,0.21,0.00,0.00
419.26000,-100.98,0.21,0.00,0.00
419.28000,-100.99,0.21,0.00,0.00
419.30000,-101.01,0.21,0.00,0.00
419.32000,-101.03,0.21,0.00,0.00
419.34000,-101.04,0.21,0.00,0.00
419.36000,-101.06,0.21,0.00,0.00
419.38000,-101.08,0.21,0.00,0.00
419.40000,-101.09,0.21,0.00,0.00
419.42000,-101.11,0.21,0.00,0.00
419.44000,-101.12,0.21,0.00,0.00
419.46000,-101.14,0.21,0.00,0.00
419.48000,-101.16,0.21,0.00,0.00
419.50000,-101.17,0.21,0.00,0.00
419.52000,-101.19,0.21,0.00,0.00
419.54000,-101.21,0.21,0.00,0.00
419.56000,-101.22,0.21,0.00,0.00
419.58000,-101.24,0.21,0.00,0.00
419.60000,-101.26,0.21,0.00,0.00
419.62000,-101.27,0.21,0.00,0.00
419.64000,-101.29,0.21,0.00,0.00
419.66000,-101.31,0.21,0.00,0.00
419.68000,-101.32,0.21,0.00,0.00
419.70000,-101.34,0.21,0.00,0.00
419.72000,-101.35,0.21,0.00,0.00
419.74000,-101.37,0.21,0.00,0.00
419.76000,-101.39,0.21,0.00,0.00
419.78000,-101.40,0.21,0.00,0.00
419.80000,-101.42,0.21,0.00,0.00
419.82000,-101.44,0.21,0.00,0.00
419.84000,-101.45,0.21,0.00,0.00
419.86000,-101.47,0.21,0.00,0.00
419.88000,-101.49,0.21,0.00,0.00
419.90000,-101.50,0.21,0.00,0.00
419.92000,-101.52,0.21,0.00,0.00
419.94000,-101.54,0.21,0.00,0.00
419.96000,-101.55,0.21,0.00,0.00
419.98000,-101.57,0.21,0.00,0.00
420.00000,-101.59,0.21,0.00,0.00
420.02000,-101.60,0.21,0.00,0.00
420.04000,-101.62,0.21,0.00,0.00
420.06000,-101.63,0.21,0.00,0.00
420.08000,-101.65,0.21,0.00,0.00
420.10000,-101.67,0.21,0.00,0.00
420.12000,-101.68,0.21,0.00,0.00
420.14000,-101.70,0.21,0.00,0.00
420.16000,-101.72,0.21,0.00,0.00
420.18000,-101.73,0.21,0.00,0.00
420.20000,-101.75,0.21,0.00,0.00
420.22000,-101.77,0.21,0.00,0.00
420.24000,-101.78,0.21,0.00,0.00
420.26000,-101.80,0.21,0.00,0.00
420.28000,-101.82,0.21,0.00,0.00
420.30000,-101.83,0.21,0.00,0.00
420.32000,-101.85,0.21,0.00,0.00
420.34000,-101.87,0.21,0.00,0.00
420.36000,-101.88,0.21,0.00,0.00
420.38000,-101.90,0.21,0.00,0.00
420.40000,-101.92,0.21,0.00,0.00
420.42000,-101.93,0.21,0.00,0.00
420.44000,-101.95,0.21,0.00,0.00
420.46000,-101.97,0.21,0.00,0.00
420.48000,-101.98,0.21,0.00,0.00
420.50000,-102.00,0.21,0.00,0.00
420.52000,-102.01,0.21,0.00,0.00
420.54000,-102.03,0.21,0.00,0.00
420.56000,-102.05,0.21,0.00,0.00
420.58000,-102.06,0.21,0.00,0.00
420.60000,-102.08,0.21,0.00,0.00
420.62000,-102.10,0.21,0.00,0.00
420.64000,-102.11,0.21,0.00,0.00
420.66000,-102.13,0.21,0.00,0.00
420.68000,-102.15,0.21,0.00,0.00
420.70000,-102.16,0.21,0.00,0.00
420.72000,-102.18,0.21,0.00,0.00
420.74000,-102.20,0.21,0.00,0.00
420.76000,-102.21,0.21,0.00,0.00
420.78000,-102.23,0.21,0.00,0.00
420.80000,-102.25,0.21,0.00,0.00
420.82000,-102.26,0.21,0.00,0.00
420.84000,-102.28,0.21,0.00,0.00
420.86000,-102.30,0.21,0.00,0.00
420.88000,-102.31,0.21,0.00,0.00
420.90000,-102.33,0.21,0.00,0.00
420.92000,-102.35,0.21,0.00,0.00
420.94000,-102.36,0.21,0.00,0.00
420.96000,-102.38,0.21,0.00,0.00
420.98000,-102.40,0.21,0.00,0.00
421.00000,-102.41,0.21,0.00,0.00
421.02000,-102.43,0.21,0.00,0.00
421.04000,-102.45,0.21,0.00,0.00
421.06000,-102.46,0.21,0.00,0.00
421.08000,-102.48,0.21,0.00,0.00
421.10000,-102.50,0.21,0.00,0.00
421.12000,-102.51,0.21,0.00,0.00
421.14000,-102.53,0.21,0.00,0.00
421.16000,-102.55,0.21,0.00,0.00
421.18000,-102.56,0.21,0.00,0.00
421.20000,-102.58,0.21,0.00,0.00
421.22000,-102.60,0.21,0.00,0.00
421.24000,-102.61,0.21,0.00,0.00
421.26000,-102.63,0.21,0.00,0.00
421.28000,-102.65,0.21,0.00,0.00
421.30000,-102.66,0.21,0.00,0.00
421.32000,-102.68,0.21,0.00,0.00
421.34000,-102.70,0.21,0.00,0.00
421.36000,-102.71,0.21,0.00,0.00
421.38000,-102.73,0.21,0.00,0.00
421.40000,-102.75,0.21,0.00,0.00
421.42000,-102.76,0.21,0.00,0.00
421.44000,-102.78,0.21,0.00,0.00
421.46000,-102.80,0.21,0.00,0.00
421.48000,-102.81,0.21,0.00,0.00
421.50000,-102.83,0.21,0.00,0.00
421.52000,-102.85,0.21,0.00,0.00
421.54000,-102.86,0.21,0.00,0.00
421.56000,-102.88,0.21,0.00,0.00
421.58000,-102.90,0.21,0.00,0.00
421.60000,-102.91,0.21,0.00,0.00
421.62000,-102.93,0.21,0.00,0.00
421.64000,-102.95,0.21,0.00,0.00
421.66000,-102.96,0.21,0.00,0.00
421.68000,-102.98,0.21,0.00,0.00
421.70000,-103.00,0.21,0.00,0.00
421.72000,-103.01,0.21,0.00,0.00
421.74000,-103.03,0.21,0.00,0.00
421.76000,-103.05,0.21,0.00,0.00
421.78000,-103.06,0.21,0.00,0.00
421.80000,-103.08,0.21,0.00,0.00
421.82000,-103.10,0.21,0.00,0.00
421.84000,-103.11,0.21,0.00,0.00
421.86000,-103.13,0.21,0.00,0.00
421.88000,-103.15,0.21,0.00,0.00
421.90000,-103.16,0.21,0.00,0.00
421.92000,-103.18,0.21,0.00,0.00
421.94000,-103.20,0.21,0.00,0.00
421.96000,-103.21,0.21,0.00,0.00
421.98000,-103.23,0.21,0.00,0.00
422.00000,-103.25,0.21,0.00,0.00
422.02000,-103.26,0.21,0.00,0.00
422.04000,-103.28,0.21,0.00,0.00
422.06000,-103.30,0.21,0.00,0.00
422.08000,-103.31,0.21,0.00,0.00
422.10000,-103.33,0.21,0.00,0.00
422.12000,-103.35,0.21,0.00,0.00
422.14000,-103.37,0.21,0.00,0.00
422.16000,-103.38,0.21,0.00,0.00
422.18000,-103.40,0.21,0.00,0.00
422.20000,-103.42,0.21,0.00,0.00
422.22000,-103.43,0.21,0.00,0.00
422.24000,-103.45,0.21,0.00,0.00
422.26000,-103.47,0.21,0.00,0.00
422.28000,-103.48,0.21,0.00,0.00
422.30000,-103.50,0.21,0.00,0.00
422.32000,-103.52,0.21,0.00,0.00
422.34000,-103.53,0.21,0.00,0.00
422.36000,-103.55,0.21,0.00,0.00
422.38000,-103.57,0.21,0.00,0.00
422.40000,-103.58,0.21,0.00,0.00
422.42000,-103.60,0.21,0.00,0.00
422.44000,-103.62,0.21,0.00,0.00
422.46000,-103.63,0.21,0.00,0.00
422.48000,-103.65,0.21,0.00,0.00
422.50000,-103.67,0.21,0.00,0.00
422.52000,-103.68,0.21,0.00,0.00
422.54000,-103.70,0.21,0.00,0.00
422.56000,-103.72,0.21,0.00,0.00
422.58000,-103.74,0.21,0.00,0.00
422.60000,-103.75,0.21,0.00,0.00
422.62000,-103.77,0.21,0.00,0.00
422.64000,-103.79,0.21,0.00,0.00
422.66000,-103.80,0.21,0.00,0.00
422.68000,-103.82,0.21,0.00,0.00
422.70000,-103.84,0.21,0.00,0.00
422.72000,-103.85,0.21,0.00,0.00
422.74000,-103.87,0.21,0.00,0.00
422.76000,-103.89,0.21,0.00,0.00
422.78000,-103.90,0.21,0.00,0.00
422.80000,-103.92,0.21,0.00,0.00
422.82000,-103.94,0.21,0.00,0.00
422.84000,-103.95,0.21,0.00,0.00
422.86000,-103.97,0.21,0.00,0.00
422.88000,-103.99,0.21,0.00,0.00
422.90000,-104.01,0.21,0.00,0.00
422.92000,-104.02,0.21,0.00,0.00
422.94000,-104.04,0.21,0.00,0.00
422.96000,-104.06,0.21,0.00,0.00
422.98000,-104.07,0.21,0.00,0.00
423.00000,-104.09,0.21,0.00,0.00
423.02000,-104.11,0.21,0.00,0.00
423.04000,-104.12,0.21,0.00,0.00
423.06000,-104.14,0.21,0.00,0.00
423.08000,-104.16,0.21,0.00,0.00
423.10000,-104.17,0.21,0.00,0.00
423.12000,-104.19,0.21,0.00,0.00
423.14000,-104.21,0.21,0.00,0.00
423.16000,-104.22,0.21,0.00,0.00
423.18000,-104.24,0.21,0.00,0.00
423.20000,-104.26,0.21,0.00,0.00
423.22000,-104.28,0.21,0.00,0.00
423.24000,-104.29,0.21,0.00,0.00
423.26000,-104.31,0.21,0.00,0.00
423.28000,-104.33,0.21,0.00,0.00
423.30000,-104.34,0.21,0.00,0.00
423.32000,-104.36,0.21,0.00,0.00
423.34000,-104.38,0.21,0.00,0.00
423.36000,-104.39,0.21,0.00,0.00
423.38000,-104.41,0.21,0.00,0.00
423.40000,-104.43,0.21,0.00,0.00
423.42000,-104.45,0.21,0.00,0.00
423.44000,-104.46,0.21,0.00,0.00
423.46000,-104.48,0.21,0.00,0.00
423.48000,-104.50,0.21,0.00,0.00
423.50000,-104.51,0.21,0.00,0.00
423.52000,-104.53,0.21,0.00,0.00
423.54000,-104.55,0.21,0.00,0.00
423.56000,-104.56,0.21,0.00,0.00
423.58000,-104.58,0.21,0.00,0.00
423.60000,-104.60,0.21,0.00,0.00
423.62000,-104.62,0.21,0.00,0.00
423.64000,-104.63,0.21,0.00,0.00
423.66000,-104.65,0.21,0.00,0.00
423.68000,-104.67,0.21,0.00,0.00
423.70000,-104.68,0.21,0.00,0.00
423.72000,-104.70,0.21,0.00,0.00
423.74000,-104.72,0.21,0.00,0.00
423.76000,-104.73,0.21,0.00,0.00
423.78000,-104.75,0.21,0.00,0.00
423.80000,-104.77,0.21,0.00,0.00
423.82000,-104.79,0.21,0.00,0.00
423.84000,-104.80,0.21,0.00,0.00
423.86000,-104.82,0.21,0.00,0.00
423.88000,-104.84,0.21,0.00,0.00
423.90000,-104.85,0.21,0.00,0.00
423.92000,-104.87,0.21,0.00,0.00
423.94000,-104.89,0.21,0.00,0.00
423.96000,-104.90,0.21,0.00,0.00
423.98000,-104.92,0.21,0.00,0.00
424.00000,-104.94,0.21,0.00,0.00
424.02000,-104.96,0.21,0.00,0.00
424.04000,-104.97,0.21,0.00,0.00
424.06000,-104.99,0.21,0.00,0.00
424.08000,-105.01,0.21,0.00,0.00
424.10000,-105.02,0.21,0.00,0.00
424.12000,-105.04,0.21,0.00,0.00
424.14000,-105.06,0.21,0.00,0.00
424.16000,-105.07,0.21,0.00,0.00
424.18000,-105.09,0.21,0.00,0.00
424.20000,-105.11,0.21,0.00,0.00
424.22000,-105.13,0.21,0.00,0.00
424.24000,-105.14,0.21,0.00,0.00
424.26000,-105.16,0.21,0.00,0.00
424.28000,-105.18,0.21,0.00,0.00
424.30000,-105.19,0.21,0.00,0.00
424.32000,-105.21,0.21,0.00,0.00
424.34000,-105.23,0.21,0.00,0.00
424.36000,-105.25,0.21,0.00,0.00
424.38000,-105.26,0.21,0.00,0.00
424.40000,-105.28,0.21,0.00,0.00
424.42000,-105.30,0.21,0.00,0.00
424.44000,-105.31,0.21,0.00,0.00
424.46000,-105.33,0.21,0.00,0.00
424.48000,-105.35,0.21,0.00,0.00
424.50000,-105.37,0.21,0.00,0.00
424.52000,-105.38,0.21,0.00,0.00
424.54000,-105.40,0.21,0.00,0.00
424.56000,-105.42,0.21,0.00,0.00
424.58000,-105.43,0.21,0.00,0.00
424.60000,-105.45,0.21,0.00,0.00
424.62000,-105.47,0.21,0.00,0.00
424.64000,-105.49,0.21,0.00,0.00
424.66000,-105.50,0.21,0.00,0.00
424.68000,-105.52,0.21,0.00,0.00
424.70000,-105.54,0.21,0.00,0.00
424.72000,-105.55,0.21,0.00,0.00
424.74000,-105.57,0.21,0.00,0.00
424.76000,-105.59,0.21,0.00,0.00
424.78000,-105.61,0.21,0.00,0.00
424.80000,-105.62,0.21,0.00,0.00
424.82000,-105.64,0.21,0.00,0.00
424.84000,-105.66,0.21,0.00,0.00
424.86000,-105.67,0.21,0.00,0.00
424.88000,-105.69,0.21,0.00,0.00
424.90000,-105.71,0.21,0.00,0.00
424.92000,-105.73,0.21,0.00,0.00
424.94000,-105.74,0.21,0.00,0.00
424.96000,-105.76,0.21,0.00,0.00
424.98000,-105.78,0.21,0.00,0.00
425.00000,-105.79,0.21,0.00,0.00
425.02000,-105.81,0.21,0.00,0.00
425.04000,-105.83,0.21,0.00,0.00
425.06000,-105.85,0.21,0.00,0.00
425.08000,-105.86,0.21,0.00,0.00
425.10000,-105.88,0.21,0.00,0.00
425.12000,-105.90,0.21,0.00,0.00
